t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.133849,0.057149,-0.000152,-13.384893,5.714891,-0.015166,1.000000,-0.000088,-0.000036,-0.000029,330.0045258074
0.099972,-1.206646,0.516709,-0.001113,-13.396567,5.736692,-0.012357,0.999999,-0.001199,-0.000461,0.000694,6.1561217382
0.209963,-2.696539,1.061776,0.000218,-13.492544,5.313958,0.010357,0.999999,-0.000723,-0.001045,0.000344,6.0562987829
0.310028,-2.838436,1.671341,0.040033,-13.987340,5.675960,0.022940,0.999986,-0.002506,-0.004655,0.000434,3.4192384094
0.410048,-4.238820,2.240470,0.045545,-14.001056,5.690164,0.055102,0.999988,-0.001694,-0.004684,0.000205,3.4308472854
0.519978,-3.516507,0.837875,0.044195,-13.719502,5.678394,0.056833,1.000000,-0.000040,-0.000435,-0.000363,2.5343110307
0.619961,-4.758944,1.431477,0.046751,-13.393022,5.775535,0.032917,0.999980,0.000630,0.006244,0.000386,2.5165396488
0.719944,-6.099626,2.016348,0.046112,-13.409080,5.849697,-0.006396,0.999975,0.001745,0.006831,-0.000233,2.5304868339
0.829969,-7.573406,2.668780,0.044098,-13.394921,5.929833,-0.018299,0.999978,0.002708,0.006025,-0.000097,2.5493924191
0.930095,-8.735287,3.139604,0.053175,-13.053231,5.732744,0.035358,0.999866,0.008680,0.013832,-0.000735,2.5471687540
1.040017,-10.112098,3.738214,0.064175,-12.889621,5.723144,0.082641,0.999822,0.011346,0.014813,-0.002647,2.5499997883
1.140116,-11.427061,4.376042,0.080559,-12.910048,5.826267,0.106663,0.999874,0.007574,0.013686,-0.002658,2.5515362551
1.239975,-12.634099,4.990622,0.093002,-12.762611,5.898077,0.110577,0.999794,0.005864,0.019111,-0.003380,2.5537927527
1.349979,-14.058169,5.519038,0.097372,-12.768492,5.752064,0.046424,0.999741,0.011114,0.019391,-0.004184,2.5581490476
1.450231,-15.328603,6.076201,0.103746,-12.729935,5.730706,0.014642,0.999715,0.011411,0.020438,-0.004699,2.5609868666
1.559967,-16.779083,6.876960,0.120095,-12.781382,5.995800,0.018762,0.999814,0.002783,0.018131,-0.005881,2.5663211704
1.659984,-18.056634,7.477718,0.116314,-12.773284,6.006534,-0.037808,0.999808,0.002859,0.018294,-0.006466,2.5873537091
1.760003,-19.623576,8.006239,0.121528,-13.177224,5.896489,-0.012702,0.999948,0.006279,0.004548,-0.006671,2.5868088004
1.860038,-21.112954,8.785953,0.128765,-13.419405,6.181501,0.023589,0.999953,-0.001794,-0.004010,-0.008644,2.5890557429
1.970069,-22.483135,9.300418,0.131967,-13.272721,5.958192,0.036717,0.999939,0.005311,0.000213,-0.009640,2.5943647037
2.069990,-23.810600,9.897096,0.134905,-13.285120,5.971488,0.029405,0.999941,0.003891,0.000013,-0.010135,2.6170750035
2.180008,-25.051545,10.508307,0.134832,-12.951955,5.927681,0.043981,0.999894,0.003915,0.008797,-0.010922,2.6177466350
2.280048,-26.344548,11.101583,0.140622,-12.924759,5.930340,0.057869,0.999901,0.002407,0.009121,-0.010472,2.6425475468
2.380031,-28.680943,13.439882,0.118386,-12.946361,5.985674,0.033553,0.999888,0.000873,0.009920,-0.011134,2.1557483162
2.490068,-29.784313,14.199180,0.135490,-12.420869,6.136994,0.048745,0.999684,-0.003341,0.022529,-0.010612,2.1477818389
2.590042,-31.010388,14.795419,0.150043,-12.369149,6.128214,0.075433,0.999697,-0.001242,0.022077,-0.010846,2.1438566027
2.690040,-32.495353,15.299218,0.150614,-12.692542,5.985729,0.105399,0.999866,0.004054,0.011308,-0.011149,2.1427481488
2.800093,-33.810128,16.242468,0.154708,-12.554326,6.432437,0.102949,0.999810,-0.005763,0.014747,-0.011410,2.1459094768
2.900097,-35.649873,18.629561,0.135033,-12.732227,6.224049,0.075121,0.999873,0.001602,0.011475,-0.010908,1.8494696844
3.000134,-36.660330,19.352542,0.146146,-12.816348,6.114996,0.074026,0.999883,0.005480,0.009880,-0.010344,1.6542719435
3.110066,-38.191537,19.945650,0.153390,-13.024802,5.999998,0.045864,0.999903,0.009119,0.004989,-0.009230,1.6600422107
3.210246,-39.445541,20.621314,0.156434,-12.968386,6.151392,0.033775,0.999930,0.006298,0.007201,-0.006900,1.6638930439
3.310254,-39.541281,20.189182,0.160665,-12.749235,5.922842,0.050198,0.999798,0.013491,0.013691,-0.005862,1.5006426813
3.420150,-41.831247,21.103382,0.159411,-12.764065,5.981496,0.029364,0.999795,0.014540,0.013923,-0.002250,1.3953626177
3.520126,-43.158012,21.722441,0.169965,-12.847015,6.049748,0.021602,0.999820,0.014766,0.011897,-0.000437,1.3965421742
3.620097,-44.958046,22.961646,0.182793,-12.734887,5.970116,0.001924,0.999721,0.018058,0.015068,0.002274,1.2904167925
3.730080,-46.097941,22.892296,0.160196,-12.336575,5.914445,0.024089,0.999542,0.019363,0.023040,0.003197,1.2057632437
3.830082,-47.529344,23.418307,0.162817,-12.640216,5.857352,0.069088,0.999656,0.021612,0.013737,0.005660,1.2098283266
3.930214,-48.899927,23.920278,0.168286,-12.802785,5.764800,0.099433,0.999620,0.024488,0.009910,0.007936,1.2142883361
4.040130,-50.206424,24.593970,0.177827,-12.671216,5.851071,0.085101,0.999580,0.022940,0.014740,0.009855,1.2201979576
4.140178,-51.524531,25.080456,0.187502,-12.749726,5.748474,0.082200,0.999465,0.026754,0.013860,0.012739,1.2240944784
4.240161,-52.967205,25.599730,0.193337,-13.003352,5.703349,0.049477,0.999428,0.028277,0.008109,0.016713,1.2279067340
4.350143,-54.291267,26.356145,0.208144,-12.860766,5.920512,0.044158,0.999504,0.023042,0.011810,0.017921,1.2338602756
4.450194,-55.617280,26.775273,0.211651,-12.861781,5.726078,0.059012,0.999333,0.028254,0.010459,0.020637,1.2379155389
4.560129,-57.030432,27.411071,0.217181,-12.854463,5.783415,0.050302,0.999290,0.027615,0.011147,0.023080,1.2601030790
4.660158,-58.314371,27.992728,0.221583,-12.835665,5.814883,0.044011,0.999233,0.027185,0.011744,0.025629,1.2828797708
4.760160,-59.484882,28.446181,0.223173,-12.700618,5.671195,0.052245,0.999025,0.031147,0.015357,0.027276,1.2786136063
4.870203,-60.880705,29.074930,0.225327,-12.684349,5.713669,0.019577,0.998951,0.030908,0.015451,0.030036,1.3049062197
4.970432,-62.200522,29.347284,0.254553,-12.728976,5.348336,0.047064,0.998584,0.039978,0.012236,0.032881,1.2979110521
5.070182,-63.407992,29.762813,0.247835,-12.640478,5.217961,0.068810,0.998329,0.043732,0.013182,0.035400,1.2956360366
5.180200,-64.981406,30.253463,0.237896,-12.837637,5.127458,0.072477,0.998148,0.045857,0.008066,0.039151,1.2976832938
