t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.007403,-0.122883,-0.000088,-0.740295,-12.288336,-0.008797,1.000000,-0.000060,-0.000024,-0.000029,330.0045257354
0.099964,-0.069078,-1.103206,0.000112,-0.767042,-12.249189,0.001249,1.000000,-0.000722,-0.000147,-0.000335,6.1561292782
0.210008,0.043087,0.600200,0.047304,-0.782216,-12.358297,0.014856,0.999999,-0.001476,-0.000025,-0.000636,3.4532333565
0.310058,0.009283,1.884709,0.031034,-0.801832,-11.807423,-0.000279,0.999988,-0.004821,0.000239,-0.000962,2.5167195061
0.420005,-0.038254,1.482263,0.029558,-0.815649,-11.444079,-0.003932,0.999965,-0.008286,0.000725,-0.001345,2.0453284539
0.520045,-0.158230,-0.609878,0.030432,-0.865578,-11.346608,-0.009172,0.999955,-0.009245,0.001186,-0.001562,1.7465075460
0.620016,-0.324424,-2.574442,0.034545,-0.841112,-11.523073,-0.004993,0.999982,-0.004856,0.003115,-0.001575,1.5395888802
0.730051,-0.327569,-4.041012,0.030784,-0.843858,-11.641801,-0.027676,0.999988,-0.000583,0.004623,-0.001615,1.3886707526
0.830246,-0.404938,-5.161237,0.026570,-0.862966,-11.497338,-0.046863,0.999980,-0.002696,0.005439,-0.001926,1.3906575309
0.930023,-0.417251,-7.043021,0.023296,-0.809837,-11.625166,-0.056568,0.999975,0.002676,0.006302,-0.002015,1.2732845265
1.040052,-0.483401,-8.032589,0.030726,-0.840332,-11.487724,-0.059582,0.999961,0.000333,0.008459,-0.002462,1.0939584582
1.140070,-0.570042,-9.178108,0.022227,-0.866252,-11.453165,-0.084977,0.999941,0.000705,0.010451,-0.002769,1.1093644649
1.240134,-0.603001,-11.021289,0.027027,-0.867600,-11.436867,-0.189286,0.999922,0.001418,0.011980,-0.003173,1.0445796842
1.350161,-0.667878,-11.710896,0.043279,-0.806148,-11.316735,-0.123253,0.999923,0.000330,0.011864,-0.003528,0.9927925451
1.450085,-0.749308,-12.838246,0.035943,-0.814918,-11.282048,-0.073413,0.999934,0.001768,0.010842,-0.003459,1.0119911505
1.560134,-0.821636,-13.995963,0.047628,-0.815620,-11.066377,-0.043164,0.999929,-0.002302,0.011033,-0.003809,0.9488427135
1.660092,-0.897786,-14.886514,0.060262,-0.819547,-10.859837,-0.037846,0.999898,-0.006638,0.011868,-0.004292,0.9080776668
1.760122,-0.957229,-16.468743,0.052270,-0.803006,-10.803991,-0.070390,0.999867,-0.007723,0.013544,-0.004704,0.8721463868
1.870239,-1.048249,-17.653377,0.042950,-0.826575,-10.757950,-0.084635,0.999871,-0.007863,0.013019,-0.005093,0.8926627316
1.970199,-1.106180,-18.515177,0.050756,-0.803420,-10.730938,-0.054182,0.999876,-0.007095,0.012975,-0.005324,0.8565246265
2.070157,-1.196050,-19.700793,0.052946,-0.807320,-10.832326,-0.030213,0.999908,-0.001780,0.012312,-0.005315,0.8251778432
2.180175,-1.304049,-20.211591,0.074574,-0.827489,-10.829045,-0.009280,0.999920,0.001237,0.011321,-0.005451,0.7607159833
2.280393,-1.387254,-21.291421,0.077404,-0.830241,-10.774770,0.028239,0.999921,0.001701,0.011090,-0.005706,0.7785913547
2.380224,-1.480657,-22.516606,0.108270,-0.832287,-10.997224,0.040756,0.999868,0.009470,0.011882,-0.005704,0.7205476069
2.490215,-1.552074,-23.741999,0.113217,-0.805661,-10.979657,0.028274,0.999842,0.009831,0.013531,-0.006015,0.7059707442
2.590210,-1.626985,-25.006264,0.114853,-0.830933,-10.827523,-0.020422,0.999876,0.005795,0.013148,-0.006489,0.6905165211
2.700256,-1.720382,-26.189528,0.115070,-0.848709,-10.752475,0.001973,0.999906,0.005245,0.010864,-0.006562,0.7102878083
2.800495,-1.870366,-27.680721,0.135621,-0.821854,-10.853984,0.057900,0.999901,0.007825,0.009541,-0.006740,0.6627088404
2.900252,-1.947609,-28.758151,0.158971,-0.871011,-10.742643,0.146708,0.999909,0.005097,0.010224,-0.007228,0.6542698406
