t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,-0.000000,-0.000002,-0.000000,-0.000124,-0.001782,0.000420,0.000000,1,0.023242,0.333052,-0.078429,0.006437,0.093658,-0.022344,0.815441,1
0.100002,0.012047,0.017595,-0.011658,0.005432,-0.008226,-0.002561,0.000131,1,0.027177,0.345127,-0.078528,0.000907,0.026415,-0.009796,0.044760,1
0.210146,0.028367,0.044630,-0.028633,0.013396,0.010335,-0.011816,0.000750,1,0.029357,0.361817,-0.078460,0.001635,0.023086,-0.005202,0.026245,1
0.310008,0.045209,0.089819,-0.050629,0.016771,0.007687,-0.016664,0.000942,1,5.083659,0.386511,-0.080451,5.041213,-0.011213,-0.004089,368.467610,0
0.410039,-20.853304,0.136790,-0.070591,-20.885697,0.012912,-0.028692,298.084388,0,0.039878,0.418342,-0.079386,-0.014458,-0.016222,-0.001437,0.021113,1
0.520060,0.076561,0.262774,-0.153511,0.028668,0.081759,-0.070361,0.010000,1,0.044991,0.460380,-0.079799,-0.021432,-0.249957,-0.003549,2.668193,1
0.620024,0.088136,0.360359,-0.208252,0.026622,0.099791,-0.081469,0.016737,1,0.048668,0.498071,-0.080987,-0.026627,-0.157560,-0.005150,1.059889,1
0.720226,0.103333,0.474586,-0.273033,0.025192,0.083400,-0.093470,0.016316,1,0.052386,0.534151,-0.083841,-0.038177,-0.115037,-0.005615,0.637740,1
0.830059,0.120922,0.590601,-0.326569,0.036010,0.157504,-0.107481,0.046635,1,0.057403,0.572672,-0.085914,-0.020873,-0.048634,-0.005044,0.112981,1
0.930114,0.147874,0.738474,-0.413467,0.039711,0.136822,-0.132193,0.044955,1,0.063608,0.609419,-0.088652,-0.032390,-0.045650,-0.002205,0.135172,1
1.040046,0.174192,0.884953,-0.492836,0.049617,0.163650,-0.152781,0.065734,1,0.069835,0.658404,-0.094635,-0.033097,-0.019633,-0.002704,0.063724,1
1.140042,0.209787,1.073070,-0.610138,0.067121,0.214837,-0.199657,0.116811,1,0.075551,0.719454,-0.104584,-0.042939,0.005386,-0.002999,0.079880,1
1.240123,0.245408,1.274631,-0.706459,0.066214,0.266408,-0.222261,0.160195,1,4.247535,0.803761,-0.115064,4.069574,0.057556,-0.007113,245.176440,0
1.350018,0.280344,1.537994,-0.813194,0.088914,0.323187,-0.246997,0.238639,1,0.098998,0.909404,-0.117907,-0.083010,0.069335,-0.007696,0.536189,1
1.450069,0.300057,1.752302,-0.884316,0.099056,0.398412,-0.251751,0.319172,1,0.108798,1.011154,-0.116722,-0.044815,0.100229,-0.002070,0.499294,1
1.550094,0.319195,1.962542,-0.946923,0.089535,0.306282,-0.231985,0.209569,1,0.115115,1.116319,-0.114238,-0.095948,0.067355,-0.006879,0.611916,1
