t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,-0.000000,-0.000002,-0.000000,0.003256,-0.001840,0.000011,0.000000,1,-0.608220,0.343806,-0.002050,-0.174182,0.096826,-0.000608,3.477622,1
0.109964,-0.072928,0.047877,-0.008179,-0.005313,0.006581,-0.004335,0.000640,1,-0.638403,0.360348,-0.005521,-0.091493,0.039835,0.000829,0.562116,1
0.209984,-0.139245,0.090343,-0.013252,-0.041008,0.028224,-0.005745,0.004729,1,-0.647590,0.385173,-0.008993,-0.053844,0.034578,-0.001407,0.191260,1
0.310187,-0.206732,0.132761,-0.015327,0.013753,-0.004070,-0.004835,0.000146,1,-0.665305,0.401536,0.003541,-0.039041,-0.000171,-0.002704,0.068068,1
0.419966,-0.281830,0.180436,-0.016274,0.010282,0.000800,-0.004793,0.000121,1,-0.681044,0.406576,0.010464,-0.018745,-0.025306,0.000990,0.042216,1
0.519922,-0.347611,0.226474,-0.020683,-0.039564,0.034965,-0.005370,0.003780,1,-0.657926,0.410634,-0.002693,0.002920,-0.013572,-0.007924,0.010019,1
0.619878,-0.408952,0.268705,-0.024681,0.013315,0.003305,-0.004734,0.002034,1,-0.620979,0.380140,-0.016944,0.106379,-0.066687,0.005676,0.653136,1
0.729880,-0.472726,0.304661,-0.025795,-0.002649,0.012031,-0.003271,0.001220,1,-0.586071,0.328451,-0.020053,0.131113,-0.097961,0.006556,1.107352,1
0.830055,-0.526795,0.335169,-0.030335,-0.017950,0.017217,-0.003709,0.000335,1,-0.545724,0.311533,-0.035036,0.138854,-0.073522,0.004456,1.015736,1
0.939844,-0.583039,0.369893,-0.037743,-0.032634,0.022491,-0.004841,0.000137,1,-0.499107,0.297639,-0.035628,0.150817,-0.065747,-0.005825,1.121465,1
1.039832,-0.630804,0.398530,-0.044579,-0.047767,0.027279,-0.006285,0.000288,1,-0.455151,0.272114,-0.023669,0.152073,-0.064051,-0.007277,1.129901,1
1.139837,-0.674588,0.420305,-0.046265,-0.061184,0.027923,-0.004976,0.000719,1,-0.408492,0.247134,-0.005707,0.150803,-0.061915,-0.006325,1.104713,1
1.249806,-0.718923,0.440017,-0.043129,-0.072778,0.029353,-0.001832,0.001277,1,-0.361700,0.211049,0.004341,0.147708,-0.070646,-0.000366,1.122736,1
1.350018,-0.752170,0.455656,-0.042610,-0.081756,0.030626,-0.000892,0.002264,1,-0.315895,0.183600,-0.002851,0.141519,-0.058777,-0.000029,0.982044,1
1.459764,-0.782260,0.471303,-0.046249,-0.078324,0.025849,-0.002252,0.003736,1,-0.282860,0.180752,-0.016828,0.086260,-0.029264,0.000143,0.348699,1
1.559777,-0.813728,0.489940,-0.051086,-0.061734,0.022152,-0.003494,0.005634,1,-0.310192,0.200543,-0.026821,-0.010091,-0.014062,-0.000371,0.012556,1
1.659764,-0.851729,0.510384,-0.056961,-0.033478,0.019675,-0.004640,0.005324,1,-0.372568,0.215484,-0.031936,-0.096163,-0.014944,-0.001384,0.395695,1
1.769749,-0.901982,0.535935,-0.066757,-0.001371,0.013717,-0.009005,0.003766,1,-0.441073,0.245442,-0.027488,-0.156487,0.005758,0.000212,1.028762,1
1.869825,-0.954412,0.564945,-0.070610,0.030818,0.007375,-0.012180,0.001267,1,-0.500156,0.282662,-0.007469,-0.177328,0.022372,0.015604,1.343472,1
1.969685,-1.013697,0.597168,-0.076111,0.057766,0.004530,-0.010745,0.000307,1,-0.558739,0.307360,-0.028202,-0.181858,0.013326,-0.005813,1.384027,1
2.079717,-1.083520,0.631238,-0.080467,0.082143,-0.000844,-0.009242,0.000536,1,-0.622434,0.331206,-0.026808,-0.188201,0.012527,-0.001676,1.483990,1
2.179675,-1.155201,0.662412,-0.079727,0.102395,-0.006321,-0.003607,0.001995,1,-0.682116,0.356100,-0.029431,-0.181850,0.008132,-0.002759,1.375084,1
2.289676,-1.240448,0.700184,-0.080368,0.117853,-0.009106,0.000017,0.003782,1,-0.745883,0.375237,-0.035973,-0.177989,0.002983,0.001252,1.316996,1
2.389690,-1.324080,0.736696,-0.081925,0.132033,-0.013267,0.003172,0.006412,1,-0.805403,0.402104,-0.050936,-0.169983,0.010446,0.001262,1.198029,1
2.489656,-1.413056,0.779481,-0.088303,0.079219,0.017878,-0.001087,0.002299,1,-0.866792,0.428003,-0.057026,-0.149574,0.023223,-0.004427,0.888238,1
2.599665,-1.519107,0.831378,-0.098007,0.159782,-0.048733,0.002164,0.013874,1,-0.946209,0.579129,-0.050733,-0.143971,0.082758,-0.011243,1.159117,1
2.699619,-1.624257,0.885125,-0.109368,0.170868,-0.035933,-0.002205,0.016044,1,-1.024795,0.503047,-0.037314,-0.167509,-0.011937,-0.009534,1.173886,1
2.799741,-1.738870,0.943529,-0.125199,0.187675,-0.026022,-0.010709,0.016769,1,-1.121732,0.543454,-0.029578,-0.198305,-0.006889,-0.007318,1.625850,1
2.909671,-1.879864,1.010285,-0.139977,0.173823,-0.026334,-0.015918,0.024862,1,-1.244197,0.594840,-0.036348,-0.083656,0.023713,-0.010376,0.315748,1
3.009596,-2.020572,1.073276,-0.144761,0.181577,-0.033031,-0.011572,0.017900,1,-1.358384,0.655535,-0.027009,-0.165359,0.034711,-0.015645,1.180222,1
3.119597,-2.189095,1.148960,-0.152070,0.203748,-0.036395,-0.012699,0.016698,1,-1.498290,0.715844,-0.021986,-0.236609,0.022150,-0.004323,2.320776,1
3.219556,-13.669361,1.224454,-0.158065,-11.058106,-0.037041,-0.012891,106.125493,0,-1.627832,0.750603,-0.031769,-0.256321,0.001215,-0.010205,2.688337,1
3.319722,-23.557249,1.304475,-0.166792,-20.712392,-0.040333,-0.016099,368.965079,0,-1.748915,0.798515,-0.060942,-0.262315,0.010981,0.004672,2.802379,1
3.429567,-2.739290,1.397179,-0.176469,0.225624,-0.036235,-0.015318,0.061678,1,-1.880573,2.106669,-0.082024,-0.430026,1.242558,-0.011446,26.505018,0
3.529478,-2.941655,1.479249,-0.186669,0.281905,-0.033207,-0.012118,0.025471,1,-1.963949,0.881930,-0.084056,-0.310451,-0.013569,-0.008147,4.169245,1
3.639503,-3.174892,1.580250,-0.193009,0.317066,-0.158411,-0.007090,0.045612,1,-2.109139,1.419803,-0.095371,-0.280158,0.292064,0.002034,6.967360,1
3.739458,-3.395363,1.677451,-1.447141,0.332411,-0.106178,-1.068007,1.418090,1,-2.201739,0.990006,-0.115729,-0.217560,-0.114424,0.004858,2.502363,1
3.839600,-23.967752,1.773804,-0.227600,-19.961716,-0.076814,0.162427,342.006310,0,-2.310526,0.993867,-0.140257,-0.182338,-0.131290,0.013531,2.075637,1
3.949440,-3.892762,1.873003,-0.257570,0.367820,-0.035369,0.136771,0.134461,1,-2.431942,0.974315,-0.167832,-0.158240,-0.145376,-0.029325,1.916872,1
4.049436,-4.145246,1.968666,-0.274164,0.297091,-0.046787,0.107318,0.118548,1,-2.525204,-0.998172,-0.116355,-0.216052,-2.146331,-0.062351,70.703985,0
4.159418,-4.433845,2.079264,-0.275972,0.310791,-0.028509,0.105240,0.073071,1,-2.634851,1.065111,-0.045612,-0.172765,-0.057862,-0.037121,1.495932,1
4.259426,-4.706384,2.187843,-0.277613,0.303591,-0.017363,0.097531,0.082520,1,-2.719893,1.108175,-0.035015,-0.119429,-0.031579,-0.019880,0.663314,1
4.359522,-4.986859,7.929622,-0.281127,0.320906,5.628061,0.102655,27.003058,0,-2.794128,1.111376,-0.034115,-0.064456,-0.055223,-0.018599,0.313248,1
4.469381,-5.306003,2.414167,-0.291995,0.280739,0.011631,0.081106,0.092191,1,-2.871464,1.102503,-0.041777,-0.027707,-0.069093,0.004963,0.231070,1
4.569439,-5.599103,2.523466,-0.300830,0.239600,0.024289,0.068279,0.073675,1,-2.926830,1.104345,-0.068335,0.007810,-0.055030,-0.001317,0.126789,1
4.669364,-5.900464,2.633616,-0.321399,0.193163,-0.017196,0.049268,0.053012,1,-2.977364,1.323816,-0.071762,0.036520,0.071830,-0.007637,0.266767,1
4.779394,-6.237613,2.754254,-0.339954,0.146785,0.013427,0.035791,0.037359,1,-3.028710,1.094957,-0.060248,0.068442,-0.111077,-0.011695,0.697426,1
4.879381,-6.549828,2.861793,-0.353634,0.101499,0.029622,0.022048,0.021335,1,-3.066993,1.104707,-0.052562,0.081537,-0.078703,0.006878,0.522674,1
4.989383,-6.894248,2.983337,-0.371586,0.061846,0.035385,0.001769,0.012358,1,-3.104604,1.117492,-0.084552,0.098019,-0.043854,0.037514,0.518749,1
5.089302,-7.208681,3.100870,-0.394643,0.022710,0.038776,-0.006957,0.006598,1,-3.127313,1.136613,-0.131580,0.117412,-0.016930,0.001942,0.567244,1
5.189302,-7.525807,3.218739,-0.410108,-0.011759,0.038833,-0.009225,0.003024,1,-3.156734,1.149486,-0.098352,0.124055,-0.008985,-0.003362,0.622694,1
5.299480,-7.877043,3.350468,-0.421598,-0.043041,0.027124,-0.010379,0.002152,1,-3.174554,1.183274,-0.066075,0.136650,0.035985,-0.001702,0.807805,1
5.399310,-8.196278,3.473482,-0.424361,-0.074655,0.003474,-0.008742,0.001836,1,-3.176012,1.240595,-0.037054,0.146549,0.082954,0.004996,1.146462,1
5.509256,-8.543527,3.613891,-0.418349,-0.038173,0.018429,0.002945,0.002078,1,-2.095444,1.297857,-0.030347,1.342783,0.181890,0.025542,28.332443,0
5.609263,-8.857605,3.742203,-0.413177,-0.095071,-0.020437,0.003919,0.001239,1,-3.172373,1.322781,-0.039710,0.218420,0.114258,0.024220,2.630120,1
5.709286,-9.172582,3.868866,-0.409271,-0.132258,-0.027514,0.009247,0.003628,1,-3.187217,1.300590,-0.058831,0.189296,0.025792,0.011970,1.540341,1
5.819434,-9.521824,4.009683,-0.400994,-0.159568,-0.030136,0.018702,0.009371,1,-3.191794,1.298019,-0.054710,0.179552,0.017932,0.009596,1.362104,1
