t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.008993,0.021879,-0.003302,-0.899320,2.187938,-0.330154,0.999997,0.000140,0.000034,-0.002345,330.0045257317
0.100027,-0.088812,0.184580,-0.031871,-0.985537,2.047847,-0.353658,0.999681,-0.000082,0.000582,-0.025260,6.1561155623
0.209888,-0.337123,0.415002,-0.061653,-1.761743,1.984052,-0.309251,0.998610,-0.000024,0.000455,-0.052714,6.0562922936
0.309858,-0.601681,0.645356,-0.088586,-2.178046,1.997306,-0.295219,0.996908,0.000047,0.000412,-0.078577,6.0253702315
0.419802,-0.761949,0.912387,-0.115229,-2.067635,2.013838,-0.284946,0.994244,-0.001881,0.004313,-0.107041,6.0137667536
0.519764,-0.818995,1.250042,-0.137218,-1.833151,2.189793,-0.285448,0.991055,-0.008027,0.008929,-0.132910,5.9962043089
0.619747,-1.015905,1.451389,-0.166212,-1.969419,2.013797,-0.289995,0.987022,-0.006347,0.008976,-0.160206,6.0102079717
0.719714,-1.225651,1.635598,-0.195104,-2.098157,1.842703,-0.289008,0.982413,-0.003773,0.008073,-0.186506,6.0270978643
0.829659,-1.470974,1.820182,-0.226396,-2.231327,1.678884,-0.284615,0.976627,-0.001950,0.006590,-0.214833,6.0492541907
0.929617,-1.704999,1.973263,-0.259195,-2.341235,1.531452,-0.328131,0.970880,0.000280,0.005422,-0.239506,6.0725217407
1.029627,-1.952312,2.111046,-0.292055,-2.472883,1.377687,-0.328572,0.964860,0.001190,0.004006,-0.262732,6.0998991678
1.139559,-2.240666,2.245872,-0.329187,-2.623012,1.226448,-0.337765,0.957493,0.002029,0.003861,-0.288424,6.1345684184
1.239487,-2.515336,2.353620,-0.361056,-2.748697,1.078261,-0.318924,0.949782,0.002503,0.003361,-0.312885,6.1711657963
1.349468,-2.834567,2.456217,-0.395933,-2.902601,0.932857,-0.317117,0.940740,0.003045,0.002649,-0.339104,6.2169208081
