t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,0.000000,0.000000,0.000000,0.000070,0.001372,0.000001,0.000190,1,-0.710381,-13.852816,-0.008552,0.000016,-0.000025,0.000004,0.000006,1
0.099964,0.007669,-0.892168,-0.006575,0.025186,0.118177,-0.002139,0.043391,1,-0.642424,-10.820464,-0.004459,0.103149,2.983123,-0.002009,73.844934,0
0.210008,-0.092861,-5.033152,0.010492,0.005975,-1.191849,0.006518,2.990895,1,-0.722397,-11.197112,0.002480,0.076508,2.571742,-0.008563,53.956133,0
0.310058,-0.163377,-8.557968,0.027031,0.010927,-1.853742,0.012496,6.197594,1,-0.736926,-11.531400,0.002284,0.104941,2.231097,-0.003149,39.868872,0
0.420005,-0.148138,-6.797484,0.018896,0.075538,0.859239,0.003001,1.223743,1,-0.738648,-11.559477,-0.004913,0.153234,2.141064,0.000309,35.845284,0
0.520045,-0.077545,-0.926225,0.015403,0.239065,8.096835,0.000053,42.219002,0,-0.718813,-11.348040,-0.005040,0.210171,2.309852,0.000394,40.626588,0
0.620016,-0.385299,-8.412028,0.020313,0.018621,1.264434,0.003799,2.490710,1,-0.761394,-11.382362,-0.007434,0.215387,2.176385,0.001841,35.013134,0
0.730051,-0.359689,-9.958011,0.039714,0.106105,0.805104,0.017668,0.986076,1,-0.770226,-11.263368,-0.024332,0.265507,2.204353,0.003966,34.745814,0
0.830246,-0.594888,-9.860963,0.030574,-0.013555,1.548650,0.009245,3.476624,1,-0.743493,-10.951977,-0.044166,0.349418,2.384944,0.003239,39.457869,0
0.930023,-0.467633,-9.617182,0.030799,0.159014,2.200079,0.011189,6.892294,1,-0.799028,-11.033605,-0.056096,0.311226,2.128476,0.005495,30.210647,0
1.040052,-0.522769,-12.226213,0.061242,0.166855,0.741031,0.035266,0.799046,1,-0.737919,-11.183747,-0.063504,0.417452,1.856731,0.000352,22.526666,0
1.140070,-1.429982,-13.665764,0.069905,-0.451542,0.437563,0.039145,0.542205,1,-0.757734,-11.182309,-0.039001,0.473240,1.781873,0.053448,20.305428,0
1.240134,-0.773251,-15.804452,0.092061,0.245684,-0.298866,0.060690,0.207817,1,-0.770820,-11.217375,-0.124781,0.502382,1.739772,0.081526,18.882165,0
1.350161,-1.248181,-16.433429,0.092107,-0.321040,-0.281615,0.050397,0.187290,1,-0.773592,-11.522269,-0.145359,0.117243,0.293459,0.008306,11.368425,1
1.450085,-1.076863,-15.196277,0.083663,-0.095779,1.391957,0.035734,3.362239,1,-0.776084,-10.998683,-0.097379,0.054893,0.275707,0.005912,4.653455,1
1.560134,-1.143782,-18.717717,0.098146,-0.043111,-0.755459,0.038059,0.622977,1,-0.916601,-11.006704,-0.056810,-0.010819,0.071562,0.011309,0.265057,1
1.660092,-1.221480,-18.276161,0.081153,-0.079351,0.658074,0.014469,0.468388,1,-0.726490,-11.080435,-0.042666,0.103655,-0.075762,0.013334,0.757723,1
1.760122,-1.374397,-21.156168,0.071887,-0.139955,-0.894629,0.001936,1.007978,1,-0.776291,-10.948804,-0.052811,0.050599,-0.011320,0.016684,0.127641,1
1.870239,-1.148046,-22.100757,0.069686,0.116427,-0.451259,0.002406,0.351011,1,-0.739149,-11.123034,-0.066596,0.066042,-0.151583,0.012560,1.164433,1
1.970199,-1.372716,-27.490620,0.070797,-0.031402,-4.867263,0.008433,17.861879,0,-0.793470,-10.419595,-0.063803,0.010815,0.285129,-0.001867,3.394747,1
2.070157,-1.503268,-24.302756,0.087850,-0.069031,-0.387406,0.027293,0.310251,1,-0.798712,-11.106377,-0.039485,0.011490,-0.297399,-0.003626,3.661104,1
2.180175,-1.947647,-24.630683,0.125158,-0.344754,0.212170,0.047832,0.316845,1,-0.817477,-9.934728,-0.019405,0.007996,0.455068,0.007458,8.579622,1
