t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.007145,-0.138466,-0.000096,-0.714472,-13.846607,-0.009582,1.000000,-0.000061,-0.000022,-0.000028,330.0045256869
0.099964,-0.067161,-1.243276,-0.000220,-0.745753,-13.804435,-0.002435,1.000000,-0.000791,-0.000182,-0.000276,6.1561261327
0.210008,-0.105441,-2.523832,-0.003231,-0.798982,-13.753452,0.010955,0.999998,-0.001841,-0.000115,-0.000593,3.5644602338
0.310058,-0.183083,-5.214949,0.004494,-0.842059,-13.729658,0.005193,0.999996,-0.002645,0.000082,-0.000811,2.6643632693
0.420005,-0.272561,-8.212795,0.013956,-0.893674,-13.720911,-0.005268,0.999995,-0.003079,0.000248,-0.001054,2.2063232576
0.520045,-0.316611,-9.023060,0.015351,-0.928983,-13.657893,-0.005434,0.999993,-0.003382,0.000777,-0.001247,1.9291747475
0.620016,-0.414334,-10.383452,0.014424,-0.977512,-13.607829,-0.009267,0.999993,-0.003275,0.001475,-0.001433,1.9592581687
0.730051,-0.518415,-11.162378,0.013335,-1.040528,-13.504015,-0.028889,0.999991,-0.003123,0.002254,-0.001646,1.7803388481
0.830246,-0.575232,-12.107335,0.017299,-1.092245,-13.416012,-0.047380,0.999991,-0.002945,0.002390,-0.001816,1.6549338490
0.930023,-0.693032,-12.735561,0.015210,-1.119497,-13.289189,-0.061329,0.999992,-0.002796,0.001905,-0.002087,1.5671570717
1.040052,-0.754990,-13.257481,0.012410,-1.166446,-13.089445,-0.065435,0.999984,-0.003878,0.003206,-0.002395,1.5117593586
1.140070,-0.809392,-14.267140,0.016565,-1.197469,-12.996656,-0.094095,0.999974,-0.003982,0.005417,-0.002734,1.4715083654
1.240134,-1.107887,-15.397382,0.009678,-1.293645,-12.932277,-0.210679,0.999977,-0.003440,0.004937,-0.003072,1.4450560793
1.350161,-1.162535,-16.924663,0.013401,-1.305131,-12.897533,-0.163323,0.999986,-0.002342,0.003438,-0.003240,1.4407642124
1.450085,-1.018014,-17.324850,0.030976,-0.909426,-11.739243,-0.107415,0.999784,-0.018166,0.009127,-0.004422,1.0923836841
1.560134,-1.079364,-17.813501,0.039367,-0.893060,-11.133863,-0.077797,0.999618,-0.025224,0.010144,-0.004989,0.9913002369
1.660092,-1.192670,-19.057042,0.053318,-0.920386,-10.952417,-0.067718,0.999564,-0.027077,0.010494,-0.005374,0.9273509602
1.760122,-1.228558,-20.025636,0.058667,-0.864025,-10.910736,-0.080153,0.999559,-0.026193,0.012809,-0.005697,0.8808112844
1.870239,-1.328712,-21.456457,0.060166,-0.856094,-10.851341,-0.088856,0.999549,-0.026242,0.013280,-0.006102,0.8460680956
1.970199,-1.345639,-22.739471,0.061625,-0.811978,-10.904123,-0.056570,0.999624,-0.023057,0.013498,-0.006135,0.8152239414
2.070157,-1.422967,-23.682819,0.058385,-0.816871,-10.598979,-0.039816,0.999501,-0.028226,0.012480,-0.006708,0.8166081099
2.180175,-1.525125,-25.093033,0.058102,-0.826119,-10.704487,-0.022308,0.999677,-0.021536,0.011738,-0.006644,0.7926915019
2.280393,-1.685471,-25.872107,0.077789,-0.823983,-10.270118,0.004615,0.999438,-0.030557,0.011656,-0.007379,0.7696027939
2.380224,-1.758887,-27.699345,0.083750,-0.820858,-10.502285,0.021836,0.999660,-0.021825,0.012284,-0.007311,0.7497865632
2.490215,-1.831265,-28.372088,0.091968,-0.806832,-10.696894,0.027535,0.999823,-0.011532,0.013099,-0.007078,0.7348722403
2.590210,-1.915711,-30.090673,0.093981,-0.826621,-10.927336,-0.009349,0.999884,-0.003909,0.012921,-0.007050,0.7202679299
2.700256,-1.994820,-31.390327,0.104089,-0.838608,-10.807207,0.010076,0.999899,-0.005454,0.010949,-0.007214,0.7088192578
2.800495,-2.021083,-32.226782,0.107668,-0.828797,-10.983223,0.063529,0.999932,0.001472,0.009115,-0.007188,0.6958631248
2.900252,-2.121564,-33.138258,0.113567,-0.874869,-10.890836,0.129513,0.999929,-0.000052,0.009144,-0.007578,0.6835408998
3.010257,-2.175638,-34.055272,0.117364,-0.886127,-10.760236,0.073085,0.999900,-0.003363,0.011106,-0.008087,0.6727121982
3.110243,-2.265947,-34.895663,0.137368,-0.933599,-10.630873,0.065139,0.999886,-0.005323,0.011452,-0.008260,0.6606901344
3.210307,-2.317336,-35.935633,0.149604,-0.879278,-10.528723,0.097969,0.999845,-0.005966,0.014131,-0.008614,0.6539524440
3.320464,-2.419607,-37.088297,0.158037,-0.928407,-10.463851,0.076554,0.999826,-0.006405,0.015227,-0.008720,0.6731514372
3.420315,-2.517041,-37.780095,0.164460,-0.914526,-10.271810,0.048729,0.999764,-0.009642,0.017214,-0.009101,0.6600036627
3.520333,-2.582025,-38.810258,0.172072,-0.908638,-10.213362,0.030052,0.999749,-0.009014,0.018409,-0.009015,0.6634084117
3.630347,-2.634912,-39.677150,0.176518,-0.901909,-10.127042,0.051984,0.999731,-0.008773,0.019516,-0.008964,0.6533564680
3.730324,-2.685499,-41.199704,0.168811,-0.864234,-10.235818,0.069003,0.999711,-0.004399,0.022059,-0.008517,0.6419995862
3.840501,-2.733908,-42.201450,0.164523,-0.911537,-10.141910,0.016611,0.999688,-0.005397,0.022873,-0.008425,0.6479315214
3.940469,-2.759927,-43.389894,0.173561,-0.909703,-10.014457,0.032611,0.999632,-0.007798,0.024499,-0.008675,0.6342576049
4.040367,-2.811690,-44.611504,0.167385,-0.902099,-10.057582,0.065658,0.999601,-0.004393,0.026747,-0.007971,0.6226096137
4.150351,-2.875340,-45.636263,0.156418,-0.936450,-9.649759,0.058913,0.999454,-0.014367,0.028230,-0.009355,0.6140395326
4.250353,-2.993472,-47.023955,0.143372,-0.964144,-9.620854,0.022802,0.999404,-0.014541,0.029908,-0.009257,0.5932320263
4.350422,-3.097376,-47.975490,0.149249,-1.038326,-9.508847,0.058724,0.999388,-0.015796,0.029894,-0.008927,0.6126474681
4.460384,-3.141174,-49.440803,0.142141,-0.997931,-9.646095,0.091122,0.999284,-0.012700,0.034823,-0.007636,0.6033401698
4.560409,-3.149908,-50.650913,0.142510,-0.933721,-9.383371,0.071207,0.998980,-0.019050,0.039910,-0.009161,0.5930822166
4.670423,-3.199871,-51.568998,0.147261,-0.972010,-9.138935,0.046191,0.998745,-0.023771,0.042872,-0.010236,0.5972165646
4.770685,-3.274577,-52.636370,0.139153,-0.948356,-9.132979,0.038999,0.998641,-0.022597,0.046023,-0.009315,0.5884568913
4.870459,-3.298479,-53.370095,0.134759,-0.898012,-8.916642,0.046956,0.998371,-0.026311,0.049551,-0.010414,0.5806689682
4.980483,-3.354632,-54.446618,0.127850,-0.877046,-8.883353,0.070376,0.998181,-0.025150,0.053946,-0.009619,0.5755441166
5.080473,-3.396396,-55.340223,0.119460,-0.873904,-8.751254,0.092269,0.997898,-0.025874,0.058628,-0.009589,0.5689396328
5.180473,-3.481129,-56.289906,0.105627,-0.875500,-8.868529,0.060207,0.997809,-0.021016,0.062379,-0.006671,0.5625292357
5.290813,-3.591798,-56.898860,0.100771,-0.905922,-8.407797,0.026898,0.997519,-0.028724,0.063290,-0.011157,0.5585446899
5.390507,-3.658717,-57.341877,0.091048,-0.887850,-8.246966,0.048026,0.997367,-0.028862,0.065598,-0.011100,0.5548000838
5.490542,-3.673407,-57.995537,0.084289,-0.838318,-7.888580,0.082854,0.996924,-0.034551,0.068855,-0.014427,0.5512674740
5.600509,-3.733446,-58.938786,0.076568,-0.800225,-7.605045,0.089400,0.996447,-0.038966,0.072732,-0.016874,0.5496334688
5.700521,-3.786109,-59.508257,0.076588,-0.766500,-7.355427,0.081349,0.996035,-0.041617,0.076429,-0.018476,0.5457410420
5.810724,-3.812883,-59.823660,0.077457,-0.652620,-6.888599,0.078441,0.995168,-0.048325,0.082385,-0.022765,0.5251435808
5.910530,-3.885599,-60.498080,0.085366,-0.728574,-6.757279,0.079235,0.995148,-0.048191,0.082740,-0.022640,0.5426441688
6.010532,-4.011882,-60.738271,0.099109,-0.799198,-6.559295,0.088277,0.995106,-0.048736,0.082939,-0.022561,0.5545761668
6.120556,-4.017765,-61.425436,0.092557,-0.739654,-6.162595,0.067781,0.994314,-0.054842,0.087385,-0.026381,0.5511188860
6.220550,-4.018084,-61.738067,0.077869,-0.573663,-5.911576,0.049642,0.993621,-0.057139,0.093212,-0.027635,0.5253043884
6.320830,-4.079431,-62.315648,0.083782,-0.611753,-5.759667,0.058967,0.993613,-0.056774,0.093586,-0.027422,0.5442989126
6.430581,-4.072459,-63.226493,0.067909,-0.534046,-6.001952,0.077663,0.993919,-0.047288,0.097266,-0.020671,0.5489100636
6.530623,-4.197753,-63.818113,0.083235,-0.570995,-5.853938,0.085468,0.993907,-0.047464,0.097313,-0.020639,0.5625113893
6.630581,-4.217337,-64.440866,0.074368,-0.483089,-5.487218,0.059562,0.993281,-0.053343,0.099767,-0.024368,0.5552088058
6.740594,-4.249888,-64.925872,0.073385,-0.448647,-5.340272,0.044664,0.993136,-0.053056,0.101453,-0.023943,0.5510541014
6.840883,-4.251843,-65.350638,0.067424,-0.404876,-5.061385,0.024360,0.992820,-0.055930,0.102570,-0.025682,0.5531559915
6.950638,-4.307947,-66.158749,0.069009,-0.363224,-4.734147,0.016274,0.992448,-0.059993,0.103261,-0.028033,0.5496497173
7.050660,-4.347792,-66.797934,0.069928,-0.321951,-4.625900,0.029539,0.992426,-0.059111,0.104133,-0.027441,0.5451006616
7.150648,-4.383912,-67.037789,0.076371,-0.307658,-4.256258,0.029084,0.992022,-0.063533,0.104749,-0.029727,0.5408469802
7.260639,-4.423699,-67.415741,0.084729,-0.286888,-3.906282,0.016597,0.991646,-0.067499,0.105236,-0.031730,0.5386492951
7.360768,-4.468054,-67.701086,0.091671,-0.278276,-3.690649,0.023697,0.991514,-0.068422,0.105824,-0.031938,0.5345576598
7.460671,-4.501370,-68.133963,0.096483,-0.258865,-3.478544,0.018586,0.991328,-0.069647,0.106574,-0.032547,0.5306183312
7.570695,-4.535503,-68.853574,0.103666,-0.240372,-3.147047,0.012947,0.990887,-0.073709,0.107385,-0.034318,0.5288642445
7.670736,-4.547601,-69.227503,0.100642,-0.223094,-3.057204,0.017051,0.991022,-0.071256,0.108186,-0.033060,0.5338074203
7.770922,-4.594956,-69.489950,0.109314,-0.231665,-2.684433,0.001936,0.990593,-0.075905,0.108280,-0.035216,0.5199288912
7.880751,-4.621639,-69.762566,0.108785,-0.242952,-2.482171,-0.004819,0.990568,-0.075985,0.108460,-0.035188,0.5398528940
7.980894,-4.620930,-70.180280,0.110123,-0.192903,-2.265029,0.001098,0.990391,-0.076844,0.109393,-0.035406,0.5358169051
8.090733,-4.644580,-70.195546,0.112997,-0.164885,-2.008900,0.002930,0.990335,-0.077089,0.109657,-0.035613,0.5338012410
8.190751,-4.590455,-70.483911,0.123481,-0.129545,-1.698693,-0.001978,0.989970,-0.080306,0.110210,-0.036927,0.5298130050
8.291088,-4.581776,-70.769323,0.120897,-0.096706,-1.673678,0.024399,0.990252,-0.075703,0.111530,-0.035095,0.5341397894
8.400763,-4.622129,-70.651325,0.118504,-0.055765,-1.526515,0.013785,0.990357,-0.073504,0.112332,-0.034236,0.5319468107
8.500748,-4.635945,-70.701835,0.133750,-0.025522,-1.201028,-0.003954,0.990079,-0.077122,0.111987,-0.035417,0.5094342962
8.600786,-4.634536,-70.802752,0.132991,0.014092,-1.008781,-0.007593,0.990052,-0.077291,0.112103,-0.035432,0.5270468496
8.710780,-4.644283,-70.908419,0.133219,0.049828,-0.825057,-0.020550,0.990201,-0.076503,0.111382,-0.035263,0.5327551199
8.811037,-4.692361,-71.207336,0.160929,0.132548,-0.365435,-0.052777,0.989588,-0.083842,0.110925,-0.037178,0.5095212898
8.910787,-4.670196,-71.222664,0.154190,0.222214,-0.153661,-0.067559,0.989586,-0.083986,0.110766,-0.037366,0.5270981348
9.020818,-4.720738,-71.452660,0.164218,0.210893,-0.170874,-0.053639,0.990415,-0.078024,0.107926,-0.036639,0.5249331225
9.120827,-4.722263,-71.558965,0.175352,0.209168,-0.137074,-0.042031,0.990985,-0.073755,0.105778,-0.036330,0.5209876269
9.230812,-4.768079,-71.959598,0.189588,0.187622,0.071904,-0.048438,0.991214,-0.074731,0.102857,-0.036489,0.5191835497
9.330920,-4.788112,-72.051645,0.201019,0.195886,0.081505,-0.036654,0.991729,-0.069838,0.101316,-0.036475,0.5165658801
9.430882,-4.823332,-72.035764,0.212401,0.192619,0.057317,-0.016721,0.992269,-0.063848,0.099925,-0.036624,0.5139763034
9.540869,-4.828029,-72.031034,0.214591,0.263779,0.206705,-0.026070,0.992478,-0.062842,0.098457,-0.036680,0.5204452240
9.640930,-4.836579,-71.889327,0.229356,0.397330,0.302240,-0.047475,0.992845,-0.060741,0.095924,-0.036993,0.5173953152
9.740926,-4.885971,-71.744254,0.245095,0.474280,0.446452,-0.061932,0.993269,-0.059865,0.091875,-0.037317,0.5145189160
9.851059,-4.784683,-71.608724,0.242916,0.644629,0.617209,-0.090270,0.993287,-0.059862,0.091613,-0.037465,0.5282421026
9.950936,-4.901503,-71.575536,0.265848,0.551055,0.542768,-0.065217,0.994147,-0.052597,0.085371,-0.040205,0.5220350037
10.060905,-4.999746,-71.491388,0.278413,0.507338,0.442226,-0.040646,0.994832,-0.044243,0.080199,-0.043808,0.5198901674
10.160903,-5.060372,-71.833660,0.282571,0.410783,0.496504,-0.030571,0.995288,-0.042780,0.074861,-0.044348,0.5168422292
10.260941,-5.026809,-71.655211,0.281776,0.556280,0.626274,-0.052212,0.995272,-0.042901,0.075031,-0.044320,0.5304913879
10.371002,-5.112064,-71.931229,0.285184,0.454093,0.381156,-0.026111,0.995799,-0.031938,0.069989,-0.049660,0.5264752398
10.470958,-5.183600,-71.607740,0.292629,0.383919,0.430987,-0.020263,0.996133,-0.029094,0.065243,-0.051143,0.5227590008
10.570955,-5.190111,-71.606936,0.296064,0.363073,0.282939,-0.006122,0.996295,-0.021718,0.062468,-0.054982,0.5194997384
10.680976,-5.244629,-71.316400,0.301318,0.348439,0.423682,-0.012498,0.996538,-0.022177,0.058605,-0.054637,0.5186154296
10.781092,-5.243898,-71.411932,0.301666,0.345794,0.375544,-0.007601,0.996690,-0.018494,0.055504,-0.056447,0.5156116221
10.881113,-5.142886,-70.918852,0.308138,0.464485,0.501085,-0.014776,0.996676,-0.018827,0.055568,-0.056515,0.5294639198
10.990994,-5.235698,-70.992062,0.306669,0.367866,0.385235,-0.007234,0.996835,-0.012986,0.050973,-0.059605,0.5328245116
11.091046,-5.277976,-70.957912,0.307499,0.302768,0.352964,-0.001006,0.996957,-0.009811,0.047266,-0.061210,0.5276971619
11.201038,-5.338256,-71.009882,0.307213,0.264061,0.277214,0.005610,0.996997,-0.005784,0.044336,-0.063231,0.5322893249
11.301237,-5.325816,-71.236724,0.302907,0.244423,0.104472,0.010840,0.996911,0.000124,0.042347,-0.066148,0.5277314647
11.401068,-5.299570,-71.064895,0.298198,0.161327,0.259670,0.007452,0.997179,-0.002025,0.037818,-0.064807,0.5040756751
11.511064,-5.274301,-71.031140,0.298597,0.229726,0.306880,0.003633,0.997171,-0.002027,0.038019,-0.064804,0.5246488279
11.611063,-5.263557,-71.490373,0.295059,0.194788,-0.062273,0.013109,0.996859,0.008543,0.036862,-0.069577,0.5202774406
11.711078,-5.178152,-71.433582,0.298408,0.269800,-0.036766,0.015056,0.996857,0.008561,0.036836,-0.069614,0.5339137298
11.821341,-5.200839,-71.672078,0.289486,0.198817,-0.084574,0.012038,0.996919,0.010451,0.033535,-0.070133,0.5086089217
11.921145,-5.175981,-71.678841,0.290481,0.249071,-0.067768,0.009964,0.996915,0.010424,0.033579,-0.070168,0.5283093893
12.031108,-5.169494,-71.673211,0.292716,0.314605,-0.049250,0.007696,0.996916,0.010476,0.033598,-0.070146,0.5453129106
12.131106,-5.244682,-71.571620,0.293180,0.229720,0.005019,0.007976,0.997055,0.010451,0.029783,-0.069888,0.5349561885
12.231127,-5.261193,-71.648773,0.290341,0.172964,0.101060,0.004869,0.997220,0.008574,0.026658,-0.069050,0.5272418155
12.341140,-5.218404,-71.872684,0.293150,0.182815,-0.017437,0.004540,0.997123,0.011952,0.026265,-0.070097,0.5231850874
12.441304,-5.210528,-71.829750,0.294614,0.152501,0.053891,0.004453,0.997219,0.010964,0.024131,-0.069650,0.5179064303
12.541175,-5.148462,-71.714656,0.298470,0.183837,0.085768,0.003167,0.997222,0.010849,0.024154,-0.069623,0.5312738645
12.651156,-5.183375,-71.700274,0.299598,0.141793,0.091152,0.005258,0.997259,0.011601,0.021998,-0.069681,0.5252390071
12.751156,-5.190471,-71.741214,0.302093,0.112737,0.064388,0.001400,0.997253,0.012925,0.020591,-0.069964,0.5185385448
12.851276,-5.194618,-71.620224,0.306214,0.077166,0.083999,0.005294,0.997282,0.013481,0.018806,-0.069957,0.5132702058
12.961224,-5.206818,-71.653937,0.304810,0.085423,0.035518,0.003003,0.997244,0.015146,0.018280,-0.070293,0.5180068425
13.061212,-5.209815,-71.448725,0.308018,0.072893,0.140783,0.003963,0.997323,0.013339,0.016775,-0.069914,0.5136115478
13.171226,-5.205766,-71.498029,0.310214,0.083543,0.225935,0.002971,0.997392,0.011352,0.015863,-0.069491,0.5117054518
13.271388,-5.175861,-71.586688,0.315996,0.045592,0.084123,0.007310,0.997289,0.015659,0.015725,-0.070158,0.5081075303
13.371287,-5.152211,-71.474962,0.315504,0.050880,0.095210,0.001863,0.997280,0.015984,0.015544,-0.070256,0.5048765539
13.481297,-5.191697,-71.762868,0.313803,0.052606,0.347921,-0.004880,0.997447,0.008791,0.013470,-0.069574,0.5038158670
13.581270,-5.158586,-71.879242,0.319659,0.042653,0.355430,-0.003118,0.997459,0.008975,0.012504,-0.069566,0.5027700908
13.681287,-5.096316,-71.745080,0.326782,0.055352,0.141722,0.000678,0.997319,0.015614,0.013539,-0.070200,0.5015000436
13.791705,-5.114430,-71.560328,0.329533,0.027069,0.393988,0.003597,0.997454,0.009737,0.011334,-0.069723,0.5085297364
13.891335,-5.142953,-71.634107,0.324292,-0.002028,0.165311,0.000476,0.997338,0.016505,0.011264,-0.070129,0.4892751980
13.991297,-5.087428,-71.727931,0.323468,0.029012,-0.092529,-0.000012,0.997148,0.023365,0.012673,-0.070633,0.4891352889
14.101311,-5.082175,-71.738945,0.323019,0.047750,-0.100108,-0.004076,0.997145,0.023441,0.012572,-0.070670,0.5088412490
14.201335,-5.089296,-71.564942,0.328497,0.032707,0.021468,-0.002973,0.997240,0.020596,0.011266,-0.070439,0.5060566287
14.311473,-5.082463,-71.761737,0.333077,0.036136,-0.117364,0.000896,0.997148,0.023832,0.011722,-0.070649,0.5053526459
14.411315,-5.065695,-71.632780,0.336141,0.028079,-0.113981,0.003823,0.997150,0.024013,0.011119,-0.070652,0.5025960280
14.511338,-5.030647,-71.518434,0.339321,0.060546,-0.207553,0.003055,0.997073,0.026631,0.011477,-0.070747,0.5000754799
14.621361,-5.044906,-71.355056,0.340788,0.039444,0.052598,0.002830,0.997285,0.020001,0.009382,-0.070241,0.5061772656
14.721377,-5.044191,-71.152314,0.345037,0.063876,-0.068625,0.004218,0.997173,0.023707,0.010734,-0.070493,0.5035958917
14.821486,-5.039688,-71.351016,0.348992,0.038357,-0.070900,0.012011,0.997188,0.023331,0.009912,-0.070524,0.5012177859
14.931391,-5.027194,-71.398748,0.345952,0.064576,-0.134097,0.006533,0.997144,0.024759,0.010465,-0.070572,0.5074739309
15.031388,-5.015550,-71.341759,0.350497,0.052158,-0.140473,0.005475,0.997146,0.025045,0.009873,-0.070538,0.5047131130
15.141433,-5.052030,-71.256129,0.351068,0.050563,-0.080251,0.003167,0.997190,0.023464,0.009176,-0.070551,0.5039555337
