t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.156751,0.075657,-0.000124,-15.675059,7.565685,-0.012395,1.000000,0.000036,0.000026,0.000023,330.0045256523
0.110016,-1.572075,0.762068,-0.001454,-15.702690,7.611964,-0.014527,1.000000,0.000367,-0.000157,0.000037,6.1569896292
0.210064,-3.192520,1.605094,-0.005231,-15.967533,8.049547,-0.029722,1.000000,0.000275,-0.000857,0.000237,6.0559359069
0.310176,-4.790159,2.329170,-0.009148,-15.992249,7.806244,-0.038783,0.999997,0.002372,-0.000868,0.000754,6.0246672368
0.419992,-6.506038,3.108341,-0.012635,-15.913324,7.627329,-0.040809,0.999988,0.004945,-0.000076,0.000492,6.0129796658
0.530098,-8.218478,3.926826,-0.011812,-15.850458,7.610508,-0.017571,0.999981,0.006120,0.000738,0.000563,6.0092025165
0.630043,-9.775080,4.688379,-0.013449,-15.815787,7.665933,-0.016308,0.999978,0.006433,0.001585,0.000974,6.0079511745
0.730101,-11.304904,5.384365,-0.015081,-15.736839,7.572852,-0.008945,0.999949,0.009431,0.003394,0.000926,6.0092191940
0.840059,-13.031997,6.146679,-0.012461,-15.739396,7.478388,0.014803,0.999915,0.012625,0.003051,0.000812,6.0137319868
0.940078,-14.613364,6.886064,-0.007908,-15.761879,7.485673,0.039913,0.999913,0.012971,0.002483,0.000656,6.0173245538
1.040067,-16.193800,7.644831,-0.006347,-15.781338,7.521833,0.041105,0.999922,0.012277,0.002374,0.000251,6.0213397747
1.140056,-17.732627,8.343889,-0.002039,-15.727448,7.447939,0.039643,0.999878,0.014815,0.004867,-0.000331,6.0256173788
1.250072,-19.486325,9.156954,0.003082,-15.783383,7.398582,0.038210,0.999891,0.014176,0.004004,-0.001366,6.0319326181
1.350063,-20.966848,9.846314,0.006691,-15.643878,7.319860,0.038229,0.999815,0.016454,0.009595,-0.002769,6.0361660573
1.450121,-22.575372,10.615753,0.005617,-15.728283,7.365048,0.026365,0.999862,0.014151,0.007827,-0.003835,6.0404283722
1.560088,-24.241054,11.462021,0.007883,-15.643022,7.396653,0.018309,0.999853,0.011663,0.011320,-0.005483,6.0465954593
1.660090,-25.812599,12.262194,0.009501,-15.672465,7.465770,0.021046,0.999888,0.008152,0.010531,-0.006798,6.0506545851
1.760150,-27.358059,13.147724,0.004299,-15.650512,7.679340,0.032188,0.999899,0.000709,0.011270,-0.008657,6.0548854278
1.870150,-28.902415,13.863568,-0.004831,-15.376917,7.453987,0.029312,0.999722,0.006208,0.020280,-0.010309,6.0609353326
1.970110,-30.303244,14.664858,-0.007312,-15.151295,7.511636,0.026821,0.999548,0.002335,0.027139,-0.012706,6.0653319519
2.080099,-32.052045,15.522116,-0.007941,-15.264204,7.523281,0.019233,0.999619,0.000144,0.023045,-0.015170,6.0715383090
2.180091,-30.575521,19.718017,-0.134745,-15.232036,7.461685,0.018281,0.999585,0.001168,0.023022,-0.017256,3.4447713421
2.280316,-32.094421,20.489210,-0.135659,-15.210544,7.477280,0.012885,0.999543,-0.000899,0.023222,-0.019340,3.4493675921
2.390145,-33.755730,21.415933,-0.136008,-15.174916,7.659954,0.021973,0.999452,-0.007589,0.023118,-0.022447,3.4554860984
2.490152,-35.253304,22.227812,-0.136631,-15.125231,7.713040,0.030157,0.999337,-0.010603,0.023988,-0.025236,3.4596472180
2.590126,-36.762928,22.995237,-0.132411,-15.100243,7.676286,0.042208,0.999267,-0.010489,0.023774,-0.028100,3.4779073556
2.700113,-38.388371,24.077624,-0.138236,-15.012423,8.064652,0.044118,0.998957,-0.021981,0.024025,-0.032010,3.4807066761
2.800172,-39.881601,24.637194,-0.143371,-14.971342,7.639264,0.043197,0.999021,-0.010985,0.025203,-0.034648,3.4831049697
2.900155,-41.311812,25.499466,-0.149118,-14.838459,7.746800,0.022774,0.998747,-0.015713,0.027838,-0.038509,3.4865796350
3.010158,-42.939432,26.345412,-0.146475,-14.796174,7.690224,0.024022,0.998592,-0.015826,0.027636,-0.042413,3.5090698212
3.110132,-44.398324,27.189233,-0.149377,-14.725259,7.748907,0.023156,0.998342,-0.019494,0.027886,-0.046435,3.5085635083
3.220149,-45.961003,28.289418,-0.149525,-14.610193,7.999655,0.050069,0.997818,-0.029917,0.029089,-0.051170,3.5117361253
3.320357,-47.319975,29.199254,-0.158773,-14.424382,8.097052,0.043082,0.997342,-0.034790,0.032476,-0.055167,3.5138682749
3.420127,-48.669249,30.183918,-0.173739,-14.250200,8.317884,0.020954,0.996731,-0.041728,0.035051,-0.059637,3.5163735586
3.530224,-50.285669,31.221811,-0.178788,-14.260423,8.419640,0.028251,0.996242,-0.045885,0.032762,-0.065751,3.5215430746
3.630166,-51.673107,32.240913,-0.194253,-14.164576,8.606701,0.035006,0.995611,-0.051891,0.032562,-0.070747,3.5247546475
3.730136,-53.158694,33.269961,-0.207337,-14.205431,8.778956,0.061180,0.995015,-0.056462,0.028588,-0.077075,3.5283868003
3.840186,-54.716487,34.230645,-0.196228,-14.155355,8.729539,0.100946,0.994659,-0.055582,0.028314,-0.082239,3.5516895732
3.940140,-56.136899,35.385720,-0.219989,-14.118377,9.047706,0.112112,0.993729,-0.063923,0.026344,-0.087880,3.5514926814
4.040135,-57.467103,36.215175,-0.236591,-13.972058,8.924874,0.104197,0.993395,-0.061606,0.029401,-0.092228,3.5533174692
4.150136,-58.991804,37.440415,-0.245505,-13.907288,9.204034,0.103244,0.992344,-0.069065,0.028504,-0.098339,3.5578598001
4.250145,-60.352874,38.556975,-0.256099,-13.816569,9.439535,0.109227,0.991367,-0.075218,0.028352,-0.103581,3.5609609547
4.350167,-61.656342,39.735242,-0.257395,-13.661923,9.749157,0.110083,0.990176,-0.083175,0.029029,-0.108585,3.5643422117
4.460133,-63.393718,40.991028,-0.272507,-13.914919,9.975512,0.118887,0.989024,-0.086847,0.020277,-0.117808,3.5704587412
4.560150,-64.635370,42.111929,-0.284980,-13.685409,10.151618,0.130850,0.988094,-0.091866,0.023611,-0.121131,3.5755547268
4.670170,-66.081570,43.314327,-0.296806,-13.559155,10.273365,0.147806,0.987180,-0.094543,0.025260,-0.126092,3.5824645943
4.770218,-67.366520,44.524880,-0.310579,-13.420944,10.537553,0.143341,0.986034,-0.100168,0.026512,-0.130385,3.5868298041
4.870165,-68.817196,45.696783,-0.330049,-13.518592,10.734787,0.096863,0.985029,-0.101490,0.023054,-0.137428,3.5909062584
4.980158,-70.114647,46.981568,-0.341810,-13.222193,10.938552,0.063327,0.984121,-0.105271,0.027606,-0.140221,3.5971266072
5.080183,-71.298917,48.245873,-0.348987,-12.986182,11.235389,0.060626,0.983040,-0.110814,0.029631,-0.143088,3.6014532232
5.180174,-72.543916,49.377158,-0.356642,-12.852558,11.328004,0.066252,0.982411,-0.110379,0.030978,-0.147394,3.6060072310
