t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,0.000552,0.001912,-0.000545,0.055195,0.191198,-0.054538,1.000000,0.000033,-0.000004,-0.000318,330.0045256513
0.100134,0.005623,0.022771,-0.005034,0.062323,0.252442,-0.055798,0.999997,-0.000164,-0.000087,-0.002543,6.1561316802
0.200061,0.005501,0.041718,-0.008898,0.042232,0.256526,-0.053061,0.999993,0.000357,-0.000307,-0.003654,6.0552319970
0.310030,2.382222,-0.602587,-0.351587,0.143348,0.451388,-0.077502,0.999997,0.000298,-0.000910,-0.002444,3.4195806260
0.410007,4.289660,-1.449367,0.380750,0.183852,0.372196,-0.103517,0.999990,0.001101,-0.002662,-0.003323,2.4924954046
0.510025,4.234640,-1.398737,0.377245,0.029258,0.455914,-0.080258,0.999968,0.001008,-0.007223,-0.003328,2.4870584573
0.620134,4.235237,-1.304744,0.372328,0.114768,0.645675,-0.071806,0.999958,-0.000010,-0.008757,-0.002766,2.4870617877
0.720089,1.949578,-1.469484,0.164714,0.288921,0.512993,-0.029481,0.999941,0.005077,-0.008746,-0.003905,2.0158463672
0.820059,1.966703,-1.551473,0.161254,0.364454,0.251674,-0.024142,0.999844,0.013360,-0.010096,-0.005550,2.0191078842
0.930042,0.554536,-0.907141,0.040819,0.345461,0.259110,-0.044538,0.999743,0.015537,-0.014837,-0.007177,1.7568253475
1.030058,0.523566,-0.962659,0.037613,0.314163,0.133942,-0.039078,0.999524,0.020984,-0.020742,-0.009028,1.7615638391
1.130122,0.502609,-1.093137,0.039497,0.346985,-0.133163,-0.026317,0.999140,0.030109,-0.025324,-0.013078,1.7663654669
1.240076,0.770381,-1.455586,-0.073348,0.429280,-0.451240,-0.012285,0.998568,0.040028,-0.029679,-0.019488,1.4326584933
1.340106,0.713810,-1.614722,-0.073856,0.341231,-0.696097,0.010170,0.997829,0.047107,-0.038188,-0.025674,1.4374715304
1.440041,-0.531704,-1.471576,-0.430553,0.199935,-0.870835,0.027195,0.997004,0.051141,-0.048077,-0.032506,1.3288676227
1.550100,-0.643351,-1.626964,-0.433116,0.038947,-1.046969,0.045996,0.995866,0.054310,-0.058743,-0.043027,1.3359494907
1.650197,-0.794245,-1.881098,-0.429076,-0.151440,-1.392967,0.061794,0.994120,0.063330,-0.069300,-0.053960,1.3405608616
1.750079,-1.472630,-3.017456,-0.141868,-0.168846,-1.712385,0.057372,0.992646,0.069648,-0.074340,-0.065393,1.2556104113
1.860117,-1.310835,-2.281441,-0.259831,-0.130948,-1.597647,0.075268,0.991986,0.062979,-0.079532,-0.075314,1.1883796332
1.960089,-1.448755,-2.622937,-0.261573,-0.298943,-2.026691,0.100397,0.989515,0.071645,-0.087488,-0.089847,1.1930973816
2.070109,-1.474739,-2.863765,-0.246672,-0.236174,-2.188944,0.135435,0.988074,0.071382,-0.089512,-0.102965,1.2163078416
2.170128,-1.004230,-4.260306,-0.261068,-0.526654,-2.650590,0.141181,0.984661,0.081143,-0.099295,-0.118317,1.1331258026
2.270169,-1.213043,-4.554111,-0.262747,-0.789643,-2.846648,0.139898,0.982047,0.083658,-0.107974,-0.130104,1.1387929808
2.380123,-1.426503,-4.930678,-0.254550,-1.028704,-3.103999,0.133036,0.978972,0.088256,-0.114420,-0.143989,1.1457406193
2.480154,-1.648634,-5.291216,-0.254910,-1.248424,-3.321593,0.118832,0.976134,0.091895,-0.121008,-0.155163,1.1500941336
2.580207,-1.877074,-5.609247,-0.255327,-1.452889,-3.444493,0.134888,0.973678,0.093965,-0.127800,-0.163670,1.1544330057
2.690417,-2.277925,-6.517123,-0.189697,-1.612266,-3.643050,0.132370,0.971122,0.096022,-0.132713,-0.173464,1.0948149558
2.790135,-2.684315,-7.891179,-0.172275,-1.783630,-3.781502,0.100977,0.969079,0.096801,-0.138647,-0.179700,1.0401806858
2.890360,-3.011115,-8.247821,-0.171346,-2.092328,-3.873997,0.097018,0.966237,0.097169,-0.149279,-0.186170,1.0450685453
3.000168,-3.210088,-8.855938,-0.151299,-2.172548,-4.288980,0.111326,0.963798,0.103236,-0.151255,-0.193799,1.0516736282
3.100385,-3.442789,-9.169485,-0.133868,-2.303497,-4.238362,0.188289,0.962470,0.101235,-0.158583,-0.195585,1.0562387891
3.200255,-3.701702,-9.567226,-0.110798,-2.439826,-4.307856,0.250428,0.960714,0.101092,-0.164492,-0.199380,1.0605615175
3.310228,-3.927615,-9.966026,-0.112551,-2.584338,-4.305533,0.248917,0.959305,0.097665,-0.170687,-0.202635,1.0665627624
3.410198,-4.108988,-10.324222,-0.086107,-2.643851,-4.268019,0.279992,0.958343,0.092799,-0.175854,-0.205044,1.0703897449
3.510189,-4.383206,-10.775561,-0.061793,-2.832633,-4.387133,0.320768,0.956717,0.090762,-0.182579,-0.207652,1.0745358693
3.620291,-4.652626,-11.117536,-0.004182,-2.968084,-4.292916,0.405911,0.955814,0.083430,-0.190076,-0.208159,1.0807434185
3.720213,-4.985368,-11.602201,0.073605,-3.184346,-4.430100,0.500621,0.955087,0.083117,-0.193474,-0.208489,1.0848281607
3.820233,-4.542852,-12.539558,0.216514,-3.204762,-4.466813,0.635716,0.955619,0.074843,-0.192821,-0.209785,1.0270108356
3.930215,-4.822448,-12.977658,0.304594,-3.280413,-4.443545,0.727286,0.956448,0.066713,-0.190808,-0.210592,1.0335576360
4.030233,-4.193608,-13.381774,0.411764,-3.075489,-4.431214,0.759606,0.958365,0.054980,-0.182302,-0.212791,0.9838118360
4.130428,-4.613193,-13.826851,0.469708,-3.411292,-4.491086,0.701387,0.957733,0.052978,-0.184934,-0.213869,0.9885683953
4.240213,-4.958880,-14.368767,0.533001,-3.527830,-4.626594,0.614337,0.957929,0.051525,-0.183566,-0.214525,0.9946968721
4.340182,-5.206034,-14.775650,0.579571,-3.507108,-4.581313,0.576321,0.958393,0.046006,-0.181655,-0.215331,0.9990014749
4.450238,-5.605942,-15.283243,0.682012,-3.668501,-4.612055,0.608376,0.958459,0.041917,-0.181256,-0.216206,1.0054835488
4.550242,-5.882824,-15.763781,0.758177,-3.726169,-4.695337,0.681029,0.959201,0.035861,-0.176700,-0.217773,1.0101809233
4.650354,-6.029447,-16.220463,0.831512,-3.570132,-4.723648,0.727999,0.960838,0.027403,-0.167909,-0.218739,1.0146362979
4.760231,-6.223160,-15.800310,1.140621,-3.597008,-4.611172,0.651884,0.961474,0.021884,-0.164358,-0.219263,0.9711541361
4.860237,-6.578289,-16.165554,1.176445,-3.679399,-4.481697,0.536444,0.961191,0.016178,-0.166365,-0.219482,0.9761622731
4.960208,-6.881785,-16.734133,1.226936,-3.731516,-4.662374,0.510648,0.961465,0.018009,-0.163159,-0.220544,0.9814606819
5.070247,-7.233512,-17.198818,1.309279,-3.786250,-4.572371,0.565880,0.961263,0.014135,-0.162645,-0.222082,0.9887403221
5.170304,-7.669317,-17.859673,1.386787,-3.980666,-4.830369,0.575254,0.960791,0.017247,-0.160196,-0.225654,0.9935342884
5.270291,-7.991659,-18.439230,1.454126,-4.035550,-4.959193,0.587634,0.960825,0.014813,-0.156766,-0.228078,0.9985104055
5.380295,-8.944003,-18.446095,1.469145,-3.875939,-4.994732,0.638488,0.961956,0.007411,-0.149270,-0.228700,0.9572826230
5.480277,-9.307174,-18.962018,1.534576,-3.935517,-5.027479,0.640639,0.961880,0.008931,-0.147505,-0.230108,0.9629531339
5.580330,-9.720219,-19.478878,1.613079,-4.037702,-5.015847,0.663705,0.961237,0.008554,-0.146103,-0.233676,0.9683620374
5.690551,-10.677424,-19.675802,1.661508,-4.103034,-5.180564,0.747676,0.961987,0.008511,-0.138088,-0.235459,0.9333997210
5.790327,-11.168056,-19.472112,1.588511,-4.198782,-5.263417,0.691522,0.962335,0.008489,-0.131798,-0.237632,0.9003035473
5.890441,-11.561557,-19.975230,1.649627,-4.254700,-5.227772,0.581737,0.962465,0.006893,-0.129063,-0.238654,0.9051715202
6.000296,-11.497618,-20.294273,1.830570,-4.322786,-5.077312,0.552644,0.961949,0.004047,-0.131749,-0.239331,0.8776097947
6.100507,-11.884539,-20.834375,1.871573,-4.384984,-5.136350,0.527168,0.961808,0.003315,-0.130387,-0.240652,0.8825566811
6.200315,-12.252544,-21.448210,1.933875,-4.407724,-5.280474,0.560269,0.962134,0.005700,-0.126221,-0.241524,0.8875149788
6.310340,-12.698477,-21.898677,2.024936,-4.446909,-5.054600,0.649495,0.961927,0.002458,-0.126906,-0.242043,0.8944684115
6.410294,-13.289079,-22.473345,2.080739,-4.766227,-5.065743,0.601442,0.961391,0.007640,-0.125792,-0.244632,0.8986319440
6.520314,-13.567922,-22.695280,2.106741,-4.737929,-4.964782,0.587094,0.961691,0.003113,-0.121243,-0.245849,0.8682984522
6.620433,-13.538669,-23.548784,2.064124,-4.696398,-5.107204,0.546258,0.962380,0.003228,-0.114677,-0.246301,0.8388728673
6.720305,-13.960183,-24.141814,2.103123,-4.750744,-5.204508,0.472266,0.962653,0.002984,-0.110955,-0.246940,0.8429232164
6.830327,-14.397551,-24.717547,2.168785,-4.731269,-5.128700,0.516939,0.963123,0.000009,-0.106143,-0.247241,0.8495162138
6.930297,-14.741293,-25.327005,2.233147,-4.628287,-5.202531,0.573425,0.963950,-0.004051,-0.096815,-0.247813,0.8540407863
7.030327,-15.116021,-25.918857,2.269601,-4.601119,-5.281621,0.486899,0.964442,-0.008383,-0.089490,-0.248540,0.8579602973
7.140424,-14.898553,-26.111903,2.299643,-4.493749,-5.399548,0.408814,0.965096,-0.010136,-0.081813,-0.248583,0.8301821330
7.240370,-15.291205,-26.662827,2.337208,-4.481797,-5.348062,0.323335,0.964951,-0.010323,-0.080270,-0.249640,0.8349683088
7.340368,-15.776547,-27.234156,2.385897,-4.587743,-5.346056,0.330464,0.964455,-0.008351,-0.081936,-0.251083,0.8401652268
7.450358,-16.231022,-27.910624,2.460353,-4.600806,-5.441219,0.416117,0.964782,-0.007096,-0.079984,-0.250497,0.8473983458
7.550439,-16.623622,-28.468237,2.532278,-4.568950,-5.398473,0.534483,0.965010,-0.008782,-0.078920,-0.249902,0.8526294365
7.650593,-17.056556,-28.970300,2.572959,-4.573834,-5.255119,0.492504,0.965148,-0.009347,-0.079255,-0.249240,0.8569750975
7.760394,-17.503359,-29.751606,2.601750,-4.524392,-5.444787,0.480215,0.966074,-0.005506,-0.074049,-0.247362,0.8633419679
7.860426,-17.991259,-30.272389,2.655171,-4.608700,-5.407135,0.519497,0.966222,-0.005255,-0.075712,-0.246283,0.8683364984
7.960398,-18.401459,-30.834287,2.712657,-4.576275,-5.373720,0.600216,0.966618,-0.007259,-0.072991,-0.245498,0.8734656684
8.070401,-18.867496,-30.723195,3.053785,-4.563004,-5.375302,0.625605,0.966669,-0.010169,-0.068945,-0.246360,0.8455303566
8.170449,-19.312441,-31.302244,3.079026,-4.569698,-5.415677,0.569986,0.966997,-0.009894,-0.066101,-0.245866,0.8504258136
8.280400,-19.761771,-31.952736,3.101478,-4.506604,-5.443067,0.496958,0.967509,-0.009911,-0.061770,-0.244974,0.8569517610
8.380429,-20.336213,-32.654974,3.069860,-4.503448,-5.592556,0.484145,0.968060,-0.006584,-0.057828,-0.243869,0.8299096549
8.480428,-20.789994,-33.250989,3.110300,-4.545424,-5.610881,0.446179,0.968024,-0.006218,-0.057159,-0.244180,0.8344023112
8.590599,-21.212521,-33.855081,3.140139,-4.437314,-5.562757,0.416417,0.968353,-0.008075,-0.056748,-0.242914,0.8408539884
8.690468,-21.678707,-34.466793,3.195179,-4.462822,-5.631896,0.439609,0.968745,-0.005586,-0.056750,-0.241416,0.8453442746
8.790410,-22.241324,-35.119432,3.284398,-4.623124,-5.754965,0.516286,0.968937,-0.000413,-0.057287,-0.240582,0.8500712057
8.900449,-22.712309,-35.789710,3.359141,-4.586244,-5.802905,0.582087,0.968959,0.000083,-0.052924,-0.241490,0.8567186110
9.000418,-23.530727,-36.831559,3.343472,-4.590096,-5.891807,0.490444,0.969151,0.000495,-0.050267,-0.241286,0.8272099116
9.100508,-23.973020,-37.480309,3.388806,-4.576460,-5.957390,0.462839,0.969221,0.003140,-0.048007,-0.241445,0.8316289544
9.210500,-24.475907,-38.089807,3.436898,-4.593544,-5.858546,0.485294,0.969366,0.000937,-0.050125,-0.240450,0.8382385992
9.310443,-25.553127,-38.584415,3.463031,-4.397167,-5.988763,0.526839,0.969943,-0.000869,-0.041679,-0.239735,0.8112178347
9.410432,-26.113443,-38.967885,3.508049,-4.431456,-5.848001,0.514246,0.969755,-0.002240,-0.042141,-0.240406,0.7900251897
9.520457,-26.523541,-39.626836,3.544712,-4.344088,-5.828434,0.424230,0.969948,-0.003761,-0.038068,-0.240288,0.7966179848
