t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.000014,-0.000011,0.000054,-0.001395,-0.001137,0.005371,1.000000,0.000003,0.000002,0.000005,3.3015564371
0.109801,-0.001225,-0.001444,0.000408,-0.012390,-0.014278,0.003836,1.000000,-0.000005,-0.000010,-0.000018,2.4035821087
0.209842,-0.002076,-0.002393,0.001188,-0.017893,-0.020687,0.005119,1.000000,-0.000034,-0.000003,-0.000038,1.9499461516
0.309832,1.103619,-0.001510,0.001857,-0.014974,-0.020618,0.004617,1.000000,-0.000101,0.000025,-0.000062,1.4764463673
0.419871,1.100443,-0.005355,0.002541,-0.028861,-0.034939,0.006213,1.000000,-0.000094,0.000021,-0.000048,1.4879857947
0.520056,0.536230,-0.002678,0.002878,-0.036303,-0.032414,0.004823,1.000000,-0.000311,0.000276,-0.000033,1.2418727940
0.619841,0.531382,-0.007129,0.003435,-0.048587,-0.044597,0.005578,1.000000,-0.000304,0.000254,-0.000016,1.2558746218
0.729846,0.249654,-0.003317,0.118065,-0.360175,-0.037626,0.005746,0.999977,-0.000703,-0.006755,-0.000124,1.1670550673
0.829906,0.215657,-0.001002,0.089114,-0.229969,-0.037946,0.006463,0.999996,0.000901,-0.002596,-0.000098,1.0931366071
0.929873,0.181943,0.001114,0.068586,-0.150988,-0.035917,0.004773,1.000000,0.000395,0.000237,-0.000083,1.0316792831
1.039930,0.150438,0.002152,0.054327,-0.101191,-0.036527,0.005037,0.999998,0.000008,0.002151,-0.000036,0.9814256995
1.139870,0.124313,0.004000,0.043396,-0.068703,-0.033784,0.003509,0.999994,-0.000427,0.003486,-0.000010,0.9364980729
1.249884,0.101218,0.005076,0.039670,-0.047789,-0.032452,0.005695,0.999990,-0.000875,0.004441,0.000017,0.8992551414
1.349872,0.082324,0.010516,0.019657,-0.033911,0.009359,-0.012658,0.999987,-0.001269,0.005018,0.000029,0.8646988632
1.449935,0.066357,0.005946,0.018715,-0.024086,-0.005815,-0.007719,0.999984,-0.001119,0.005468,0.000017,0.8341584068
1.559995,0.052612,0.003897,0.017421,-0.018128,-0.016330,-0.003050,0.999983,-0.000821,0.005725,-0.000016,0.8086952780
1.659945,0.041249,0.004124,0.015271,-0.014483,-0.019874,-0.002840,0.999982,-0.001019,0.005947,-0.000060,0.7838562801
1.759940,0.031792,0.004790,0.010547,-0.012410,-0.022782,-0.003738,0.999981,-0.001259,0.006008,-0.000032,0.7615048328
1.869907,0.019786,0.005670,0.009582,-0.047706,-0.023356,-0.003072,0.999980,-0.001491,0.006125,-0.000017,0.7429907815
1.970072,0.019186,0.006847,0.008447,-0.029920,-0.024451,-0.004287,0.999976,-0.001762,0.006679,0.000013,0.7242148474
