t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,-0.000000,-0.000002,-0.000000,-0.000039,-0.000061,0.000006,0.000000,1,1.250215,5.394595,-0.123731,1.242537,5.382560,-0.122627,217.917994,0
0.109983,0.116199,0.598708,-0.006966,0.061285,0.335270,-0.004254,0.203449,1,1.157429,5.514944,-0.119803,1.068340,5.395927,-0.124652,214.042343,0
0.209995,0.218083,9.955078,0.328137,0.146044,9.673288,0.325945,57.992895,0,1.104835,5.625902,-0.096741,0.933602,5.442407,-0.145765,212.695276,0
0.310022,0.321639,1.721269,-0.034142,0.138072,0.874141,-0.029058,1.270556,1,1.087667,5.731057,-0.045394,0.825203,5.476456,-0.152075,210.263848,0
0.420005,0.433643,2.360227,0.746946,0.137561,0.960082,0.478547,1.797023,1,1.046729,5.846535,0.000458,0.689462,5.464884,-0.170234,203.180656,0
0.520073,0.528292,2.953766,-0.046006,0.124291,1.021684,-0.227522,1.642780,1,1.018195,5.938848,0.053267,0.528760,5.464700,-0.156521,196.799854,0
0.630003,0.633119,3.618070,-0.042649,0.116828,1.132934,-0.166800,1.905929,1,1.006863,6.032006,0.056914,0.445323,5.460432,-0.077624,190.403290,0
0.730095,0.719542,4.228144,-0.045404,0.098998,1.194822,-0.130199,2.048218,1,1.004916,6.111449,0.037016,0.361473,5.437756,-0.092983,182.909265,0
0.830072,0.808231,4.848413,-0.050600,0.085219,1.256887,-0.106838,2.215700,1,1.710527,6.197937,0.027863,1.009260,5.384248,-0.091830,179.079138,0
0.929987,0.896222,5.476705,-0.052027,0.069006,1.320030,-0.091856,2.405187,1,0.978417,6.287446,0.051414,0.186084,5.417979,-0.117685,169.224886,0
1.039999,0.993933,6.179060,-0.044948,0.051072,1.412540,-0.079994,2.726113,1,0.972165,6.394368,0.117822,0.084229,5.352340,-0.094186,158.264594,0
1.140000,1.085410,6.828797,-0.039265,0.034879,1.444272,-0.069926,2.829415,1,0.949348,6.485465,0.127065,-0.007111,5.256695,-0.069845,147.203161,0
1.250188,1.182541,7.551877,-0.038388,0.015804,1.500372,-0.064265,3.045258,1,0.923169,6.568489,0.088996,-0.082078,5.120722,-0.066341,134.240170,0
1.349983,1.272034,8.215950,-0.039007,0.003249,1.494472,-0.057567,3.015829,1,0.909680,6.607429,0.066184,-0.100956,4.932489,-0.057021,120.238240,0
1.449990,1.356539,8.883447,-0.043822,-0.005818,1.474810,-0.052024,2.937454,1,0.868931,6.645606,0.034581,-0.085154,4.727666,-0.039919,106.742503,0
1.560038,1.447881,9.622202,-0.048660,-0.018044,1.474447,-0.045770,2.947072,1,0.849041,6.705246,0.006523,-0.146277,4.523021,-0.038032,93.975387,0
1.660020,1.525854,-3.795486,-0.047716,-0.044795,-12.164341,-0.051124,108.956180,0,0.863589,6.768854,0.004399,-0.183832,4.557453,-0.058598,90.306131,0
1.760197,1.605901,10.975154,-0.043024,-0.052515,1.707308,-0.043013,4.060782,1,0.847895,6.830302,0.071362,-0.222006,4.216088,-0.066907,74.802114,0
