t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.133778,0.055602,-0.000224,-13.377760,5.560160,-0.022356,1.000000,-0.000119,-0.000056,-0.000144,330.0045257778
0.099972,-1.207308,0.502684,-0.001241,-13.403932,5.580981,-0.013764,0.999999,-0.001297,-0.000585,-0.000387,6.1561281087
0.209963,-2.685738,1.120999,0.001059,-13.441404,5.621518,0.020912,0.999998,-0.001663,-0.000984,-0.000906,6.1691269200
0.310028,-3.959363,1.748554,0.005073,-13.232736,5.872288,0.033304,0.999996,-0.002528,-0.000265,-0.001375,6.0645923838
0.410048,-5.206996,2.389826,0.014522,-13.041231,6.035974,0.086063,0.999995,-0.002764,0.000997,-0.001341,6.0329567417
0.519978,-6.611027,3.041298,0.022083,-12.989481,6.024668,0.082888,0.999996,-0.001054,0.002115,-0.001541,6.0043043665
0.619961,-7.913780,3.647652,0.030011,-13.029839,6.064619,0.079290,0.999995,0.000544,0.002865,-0.001046,6.0187124835
0.719944,-9.249400,4.029155,0.035621,-13.102160,5.712845,0.047179,0.999943,0.010343,0.002800,-0.000228,6.0167159189
0.829969,-8.974368,0.453077,0.112295,-13.098927,5.738815,0.029358,0.999931,0.011631,0.001761,0.000196,3.5117499256
0.930095,-10.429116,1.050181,0.120039,-13.439004,5.813147,0.071349,0.999916,0.010175,-0.008080,0.000242,3.5125392625
1.040017,-11.811387,1.661797,0.121939,-13.246429,5.801916,0.107146,0.999909,0.013029,-0.003539,0.000315,3.5166554883
1.140116,-13.135738,2.238722,0.134528,-13.230519,5.763594,0.125774,0.999918,0.012476,-0.002903,0.000314,3.5364014753
1.239975,-14.194248,2.796270,0.141697,-12.739089,5.739158,0.116625,0.999828,0.013576,0.012647,-0.000774,3.5348075300
1.349979,-15.521661,3.480644,0.146561,-12.606080,5.857747,0.049048,0.999778,0.010639,0.018103,-0.001670,3.5378237267
1.450231,-16.641405,4.019698,0.152548,-12.337642,5.787107,0.014378,0.999580,0.012464,0.026019,-0.002894,3.5394921605
1.559967,-18.193547,4.648384,0.158449,-12.619658,5.779644,0.023290,0.999801,0.011858,0.015695,-0.003232,3.5440759077
1.659984,-19.451971,5.228007,0.154255,-12.582039,5.795212,-0.041928,0.999796,0.012202,0.015593,-0.003975,3.5657866160
1.760003,-20.961701,5.756637,0.167029,-12.940339,5.695431,-0.012458,0.999873,0.014658,0.003725,-0.004930,3.5641518220
