t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.004412,0.003069,-0.000511,-0.441184,0.306948,-0.051112,1.000000,0.000031,0.000021,-0.000348,330.0045256941
0.100134,-0.039494,0.032827,-0.006111,-0.437682,0.363881,-0.067744,0.999994,0.000388,-0.000343,-0.003451,6.1561152673
0.200061,-0.016112,0.069661,-0.010554,-0.074576,0.407085,-0.061582,0.999992,0.000805,-0.000546,-0.003968,6.0552192235
0.310030,0.003612,0.163167,-0.017120,0.076584,0.644475,-0.070770,0.999986,0.000294,-0.000913,-0.005187,6.0250654519
0.410007,0.098850,0.181042,-0.020543,0.379979,0.572811,-0.064793,0.999975,0.001570,0.000098,-0.006845,6.0120221104
0.510025,0.100378,0.139886,-0.028444,0.392477,0.401132,-0.062278,0.999953,0.005100,-0.002558,-0.007846,6.0068737429
0.620134,0.010696,0.185286,-0.033302,0.256421,0.482761,-0.053110,0.999926,0.005963,-0.008559,-0.006304,6.0073625888
0.720089,0.007526,0.128097,-0.039338,0.302149,0.365797,-0.030493,0.999866,0.010164,-0.010773,-0.006952,6.0089747756
0.820059,-0.071109,0.072376,-0.050875,0.206268,0.239060,-0.036477,0.999740,0.014288,-0.016024,-0.007658,6.0118303302
0.930042,-0.041099,-0.006979,-0.041662,0.351937,0.102624,-0.005613,0.999616,0.020184,-0.016894,-0.008642,6.0175749642
1.030058,-0.134861,0.003612,-0.051179,0.253079,0.154409,-0.014195,0.999449,0.019962,-0.024614,-0.009864,6.0216741495
1.130122,-0.080941,-0.187492,-0.055600,0.457055,-0.167144,-0.014932,0.999110,0.031060,-0.024612,-0.014468,6.0261056527
1.240076,-0.107538,-0.354270,-0.051790,0.447324,-0.401605,0.009722,0.998590,0.038632,-0.030133,-0.020435,6.0332121315
1.340106,-0.045790,-0.395772,-0.049218,0.617293,-0.414900,0.025709,0.998430,0.038022,-0.031449,-0.026508,6.0539491122
1.440041,-0.181458,-2.865665,-0.248453,0.360754,-0.674265,0.062010,0.997266,0.044822,-0.045862,-0.036720,3.4831670772
1.550100,-0.223146,-3.063839,-0.242560,0.287105,-1.006795,0.089725,0.996017,0.053440,-0.054005,-0.046670,3.4877920238
1.650197,-0.348570,-3.403374,-0.263770,0.067605,-1.573638,0.071672,0.993714,0.069346,-0.064941,-0.059216,3.4790438448
1.750079,-0.423576,-3.616611,-0.275833,-0.004206,-1.762122,0.055462,0.992262,0.072760,-0.072607,-0.069647,3.4845879204
1.860117,-0.413425,-3.825491,-0.265550,0.092255,-1.898253,0.093453,0.991107,0.072655,-0.074635,-0.082811,3.5052391693
1.960089,-0.571490,-4.095894,-0.277876,-0.131231,-2.171397,0.111691,0.988874,0.076615,-0.085442,-0.094643,3.5073327559
2.070109,-2.164245,-5.166989,-0.349770,-0.426749,-2.657319,0.112017,0.985426,0.086514,-0.096895,-0.109826,2.5847434197
2.170128,-2.203700,-5.451620,-0.336238,-0.394468,-2.845749,0.135290,0.983766,0.086556,-0.098953,-0.122152,2.6021035994
2.270169,-2.510404,-5.836570,-0.343815,-0.901522,-3.181553,0.134861,0.979657,0.094684,-0.113973,-0.135339,2.5917545247
2.380123,-2.715751,-6.191451,-0.341145,-1.129915,-3.362697,0.106877,0.976823,0.096744,-0.121009,-0.147696,2.5982522586
2.480154,-3.008324,-6.383775,-0.349053,-1.477415,-3.272153,0.091565,0.974643,0.093791,-0.133100,-0.153489,2.6027531815
2.580207,-3.115197,-6.715172,-0.331171,-1.472876,-3.426949,0.125687,0.972873,0.094702,-0.133985,-0.163087,2.6084817363
2.690417,-3.265426,-7.221615,-0.327208,-1.527599,-3.749991,0.117058,0.970409,0.099236,-0.134653,-0.174148,2.6154994862
2.790135,-3.179556,-6.685939,-0.428131,-1.402740,-3.841281,0.096734,0.969817,0.096677,-0.133122,-0.179965,2.1251249455
2.890360,-3.469308,-7.029418,-0.431757,-1.754444,-3.885981,0.069970,0.967299,0.096963,-0.144852,-0.184254,2.1294189582
