t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.000053,-0.000409,-0.000006,-0.005326,-0.040938,-0.000648,0.999998,0.000094,-0.000069,-0.002062,3.3015567368
0.100118,-0.006808,-0.033352,-0.000922,-0.075247,-0.367815,-0.010197,0.999779,0.000475,-0.001322,-0.020972,2.5577755189
0.210089,-0.038214,-0.530033,-0.016330,-0.174145,-0.824375,0.010219,0.998986,0.002612,-0.003614,-0.044796,2.1580017297
0.309994,-0.066588,-0.652303,-0.013981,-0.284014,-1.223868,0.023506,0.997929,0.002814,-0.005809,-0.063994,2.1793358353
0.419981,-0.179375,-1.743520,-0.042891,-0.412553,-1.667704,0.104949,0.996040,0.002068,-0.007519,-0.088560,1.9355894512
0.519900,-0.322714,-2.775135,-0.069698,-0.586414,-2.156355,0.128965,0.993782,0.002853,-0.007970,-0.111022,1.7714691463
0.620135,-0.399724,-3.030935,-0.055927,-0.768288,-2.551980,0.137383,0.991010,0.003179,-0.008439,-0.133485,1.8127605103
0.729907,-0.508654,-3.363195,-0.038156,-0.992328,-3.026816,0.161894,0.987456,0.005099,-0.010049,-0.157491,1.8683178071
0.829908,-0.628220,-3.703495,-0.020158,-1.195661,-3.402991,0.179976,0.983776,0.006356,-0.011612,-0.178914,1.9282754067
0.929876,-0.768723,-4.079557,0.001261,-1.405473,-3.761822,0.214259,0.979574,0.006630,-0.012580,-0.200581,1.9978895115
1.039896,-1.368969,-6.208350,-0.081252,-1.796949,-4.447049,0.173702,0.974316,0.008425,-0.012818,-0.224664,1.8774446992
1.140060,-1.900284,-7.822616,-0.138473,-2.124849,-5.020547,0.149929,0.968918,0.009581,-0.012834,-0.246863,1.8043079589
1.249874,-2.456430,-9.268463,-0.184123,-2.513882,-5.614186,0.103213,0.962365,0.010744,-0.012932,-0.271239,1.7654062302
1.349859,-3.017357,-10.536753,-0.225155,-2.904924,-6.153294,0.070910,0.955907,0.012427,-0.013187,-0.293109,1.7336523903
1.449800,-3.339877,-11.183551,-0.219722,-3.227105,-6.471793,0.054363,0.949011,0.013682,-0.014131,-0.314628,1.8337969843
1.559836,-4.091970,-12.520741,-0.268644,-3.719938,-7.013476,0.027751,0.940873,0.016050,-0.015316,-0.338032,1.8171976851
1.659845,-4.821794,-13.669029,-0.309782,-4.188238,-7.471283,0.008250,0.932920,0.019252,-0.015630,-0.359230,1.8006934945
1.759802,-5.275575,-14.443102,-0.310025,-4.539751,-7.744027,-0.002427,0.924627,0.019414,-0.016548,-0.380019,1.9246712665
1.869793,-6.198116,-15.586696,-0.359677,-5.105643,-8.135642,-0.079748,0.914578,0.021205,-0.018381,-0.403434,1.9156035908
1.969817,-7.070747,-16.543874,-0.400851,-5.649735,-8.456224,-0.131045,0.904929,0.023897,-0.019856,-0.424428,1.9018672327
2.079766,-8.013338,-17.505112,-0.432903,-6.231052,-8.722100,-0.130508,0.893904,0.024703,-0.022491,-0.447011,1.9110667633
2.179859,-8.904023,-18.288829,-0.222646,-6.744079,-8.912052,-0.095019,0.883393,0.025282,-0.025419,-0.467260,1.9090490521
2.279742,-9.811536,-19.018882,-0.304385,-7.245542,-9.062895,-0.128134,0.872364,0.028385,-0.028411,-0.487204,1.9116022327
2.389842,-11.190312,-19.763553,-0.413475,-7.966510,-9.168745,-0.164320,0.859528,0.030494,-0.032547,-0.509138,1.8096380268
2.489775,-12.031198,-20.701852,-0.426305,-8.414486,-9.389272,-0.128379,0.848538,0.031650,-0.032443,-0.527190,1.9676657494
2.589824,-12.918941,-21.144362,-0.443034,-8.835711,-9.299310,-0.177356,0.837391,0.030845,-0.035483,-0.544579,1.9697391791
2.699732,-13.933043,-21.652077,-0.453479,-9.263362,-9.232985,-0.164731,0.825572,0.029867,-0.039872,-0.562094,1.9907765993
2.799674,-14.876340,-22.013664,-0.450943,-9.616259,-9.120604,-0.100815,0.817560,0.027978,-0.043452,-0.573519,1.9938959068
