t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,-0.000000,-0.000002,-0.000000,0.000062,0.000054,0.000007,0.000000,1,-2.089370,2.171588,-0.222508,-2.077018,2.182693,-0.221021,65.145089,0
0.100027,-0.192646,0.215453,-0.040360,-0.103903,0.131286,-0.021693,0.049906,1,-1.985337,2.222893,-0.237075,-1.865961,2.381189,-0.210554,65.099458,0
0.209888,-0.385419,0.459947,-0.095520,-0.165101,0.257523,-0.045484,0.154543,1,-1.822074,2.310165,-0.247740,-1.546699,2.672283,-0.216276,66.857746,0
0.309858,-0.546468,0.691047,-0.137726,-0.185960,0.353054,-0.056521,0.248613,1,-1.682215,2.369738,-0.218208,-1.262018,2.878240,-0.204932,68.060076,0
0.419802,-0.709076,0.947103,-0.175217,-0.193567,0.464247,-0.061925,0.378392,1,-1.539145,2.416549,-0.194508,-0.955852,3.081195,-0.167044,70.030282,0
0.519764,-0.842727,1.189023,-0.208512,-0.178675,0.552390,-0.062387,0.488210,1,-1.402102,2.477931,-0.213998,-0.680517,3.302604,-0.152285,74.752678,0
0.619747,-0.962522,1.438352,-0.241730,-0.151194,0.644975,-0.063302,0.620680,1,-1.248403,2.597183,-0.221261,-0.375113,3.587008,-0.148749,83.334104,0
0.719714,-1.065910,1.693617,-0.277146,-0.110679,0.737686,-0.065577,0.773258,1,-1.089016,2.889068,-0.217812,-0.063046,4.016668,-0.130029,100.489260,0
0.829659,-1.167837,1.984445,-0.304841,-0.157420,0.761637,-0.069180,0.823276,1,-0.947281,2.687333,-0.201078,0.087164,3.773566,-0.110252,89.024037,0
0.929617,53.798412,2.255125,-0.340391,55.068592,1.314594,-0.068749,2241.587291,0,-0.817835,2.748649,-0.211856,0.488516,4.180850,-0.014234,102.639593,0
1.029627,-1.309243,2.532216,-0.375977,0.077669,1.277530,-0.060636,2.250024,1,-0.691497,2.798969,-0.235487,0.753382,4.272608,-0.006514,105.843816,0
1.139559,-1.364691,2.841395,-0.414384,0.146730,1.297168,-0.054867,2.328444,1,-0.538138,2.850987,-0.225057,1.061344,4.379276,0.015026,110.217433,0
1.239487,-1.400325,3.124709,-0.454087,0.212158,1.286947,-0.064746,2.316672,1,-0.403024,2.882428,-0.225829,1.340289,4.419423,-0.129597,112.080574,0
