lat,lon,alt,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,az,af,al,au,wx,wy,wz,wf,wl,wu,timestamp,rel_time
49.011970169959554,8.4179857720467,115.14321777849497,0.04681325641541594,0.02050294594668487,-1.652903938625792,-57.992062229265066,-1.049851375222489,16.75794921533826,-0.04106090485926185,0.07001638109487564,-5.999114259922618,0.8714263440263128,9.730531884322106,-10.505724955353442,0.18401731439093666,9.618443744540189,-0.026153070116518705,-0.003242355912171797,-0.012200303950748927,-0.0070378021319563435,-0.018510787795894403,-0.006805295053268147,2011-09-28 12:26:56.233527746,0.000000000
49.011716162555544,8.418099113578528,115.91261052166334,0.04385177624918158,0.014735550447028461,-1.6109160197282846,-68.78347348522044,-0.7899988516071607,12.325217980999668,-0.11280027490450598,-0.04190949504070613,2.8102532915130993,0.1822338956361414,10.464130021878075,0.5856824564654625,0.1617450416746829,10.509525148217607,0.001452390667634947,0.023759439440987462,-0.05368526546604266,-0.03460095950594194,-0.025893608166210384,0.004760841931607435,2011-09-28 12:26:56.333491894,0.099964148
49.01211563192438,8.418055840418537,115.27195404641046,0.0546098373360019,0.01150493572318079,-1.613586069110714,-3.680549167332164,-0.4003641349185532,6.519407423093832,-0.1009682341305525,0.012704248072181804,-2.817385708561518,0.6520573812658742,10.519623858577784,-3.4559427687701345,-0.28763404994829656,9.475105925237695,-0.009874317410556686,0.008456631191998385,-0.006154021122951754,-0.018294711192618433,0.0018391873513183127,-0.01309685058184077,2011-09-28 12:26:56.443536100,0.210008354
49.01336882000769,8.41800977167513,115.57704750024742,0.026238682261545715,0.01683415889281785,-1.6950509722822225,7.834328830012684,-1.5112344464547545,6.38073658796786,-0.14782370582200763,0.11493553547204172,-0.7948674286280166,-0.14033640241513323,9.992886509432326,1.199952473696741,-0.11589481059187859,10.387786780984994,0.0023402624494498533,-0.007073835477333236,0.0010487466018280732,-0.125358676617632,0.048946220279239255,0.0016843773652000862,2011-09-28 12:26:56.543585625,0.310057879
49.01162350433105,8.417941894518025,115.24106560249298,0.038029290944740765,0.014952930565992367,-1.6313380150071752,-8.666325910551791,-1.0343946348228914,38.500512536102,-0.07818629704387944,-0.3912135617154535,-1.1789486818821002,0.05528464624956014,12.418362821085923,-0.791363527512558,3.911282802415705e-06,9.657917298483943,-0.019254241473331803,-0.004112149546234302,-0.012793873593015103,-0.02368860755112323,-0.04963703224315687,-0.0014423504224227086,2011-09-28 12:26:56.653532376,0.420004630
49.0111911238966,8.4180545861595,115.33727457329138,0.05296667183718491,0.0196806256292508,-1.6375116555027895,-32.10167474697944,-0.34349929703875354,20.04099180266554,-0.10318796431740443,0.7035440231859768,-1.7292883361827291,-0.11475846087190728,9.50810712338213,-0.3381962621979975,0.8423496431779409,10.210227508777349,-0.01991418226689167,-0.030844204986160903,0.004755522929861252,-0.031279888558623445,0.002397272207293543,-0.007777781608593468,2011-09-28 12:26:56.753572489,0.520044743
49.011730276506604,8.41802821671125,115.3636497646085,0.04421909288466359,0.015530889603391268,-1.663224732181379,-41.5231336202004,-1.2987519120223663,7.218578088383056,-0.20377468744908833,-0.004014829041303239,0.09057583067455066,0.5006050396386882,9.63175773503437,1.4630885290874154,0.4017425857823845,9.058905358376819,0.010685449759362376,0.31191392418077757,-0.0032569681111351183,0.016619662089360655,0.003518688122040132,-0.007703089453577856,2011-09-28 12:26:56.853543788,0.620016042
49.014616221235784,8.418007771481454,115.31845190328423,0.038481938038716225,0.018312159089017874,-1.6284913656807645,2.5010606498685224,-1.0096871056578085,40.83989896835208,0.0575454444324881,0.10440885503278038,-0.16583813231296474,0.23933031265818006,9.29702097735954,1.6590853189880301,-0.2445367720626303,9.585967925199121,-0.015606554651937863,-0.0016455111125038765,-0.009274430018280884,0.01489668496425699,0.025677398871493624,-0.0005444738424473785,2011-09-28 12:26:56.963578900,0.730051154
49.01046945056681,8.418078611045386,114.93779882682638,0.03658756659979895,0.022588696065217788,-1.6160057573509192,-14.270530647366446,-0.26981940740839977,40.49358775071444,0.027010129049779855,-0.05045855131512114,5.808224391750887,0.9196219649509016,9.226375080621766,-2.58217664850738,-0.2419868370512112,9.863159389386963,0.0006765287968049771,0.005020549803680833,-2.4094091052474266e-05,-0.004511445877340721,-0.016461015524655877,0.001331401926945652,2011-09-28 12:26:57.063774129,0.830246383
49.01129967445897,8.418028031574687,114.00971640153527,0.06138377379795229,0.005402148992034629,-1.6396266256681398,-39.09918389945907,-1.1120693110374642,6.959304474760856,-0.1269315313777004,0.25643810084023133,3.2829357903113525,0.5315571376746258,9.491187606889222,0.02283811220862486,-0.01661710757446662,9.578669743032465,0.009906211598826091,-0.25372183121518194,0.001692923317473254,-0.051017738831825574,-0.0270774860665405,-0.0032194188350530093,2011-09-28 12:26:57.163550569,0.930022823
