t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,0.000278,0.000084,0.000011,0.027756,0.008436,0.001061,1.000000,0.000083,-0.000184,0.000017,3.3015564159
0.109995,0.003557,0.010745,0.004693,0.034181,0.107046,0.046879,1.000000,0.000220,-0.000813,0.000161,2.5588028511
0.210043,0.494004,-0.112608,0.010229,0.059621,0.190599,0.086809,0.999999,-0.001120,0.000323,0.000103,2.1575234414
0.310053,1.138609,-0.279365,0.010978,0.069867,0.233355,0.037979,0.999997,-0.001326,0.002136,0.000106,1.9079390175
0.419984,1.863084,-0.463316,0.009352,0.093846,0.294703,0.000970,0.999993,-0.001590,0.003431,0.000229,1.7435461499
0.520005,1.870625,-0.427404,0.007176,0.075388,0.359048,-0.021762,0.999992,-0.001442,0.003825,0.000312,1.7765693714
0.630077,3.023220,-0.737509,0.001262,0.161973,0.406086,-0.035942,0.999992,-0.000995,0.003821,0.000419,1.6651587701
0.730154,3.037359,-0.688573,-0.002091,0.141276,0.488979,-0.033506,0.999994,-0.001003,0.003308,0.000536,1.7125712124
0.830024,5.608431,-1.437171,-0.012216,0.490896,0.442493,-0.024228,0.999988,-0.000682,0.004830,0.000496,1.5361288387
0.940023,6.746125,-1.717158,-0.017773,0.665078,0.457569,-0.010012,0.999983,-0.000866,0.005710,0.000546,1.5169309771
1.040035,7.828681,-1.991161,-0.020833,0.847967,0.459324,0.005088,0.999972,-0.000747,0.007436,0.000515,1.5065547502
1.139997,8.892230,-2.266415,-0.023005,1.057647,0.454761,-0.004072,0.999956,-0.000185,0.009346,0.000413,1.5071386213
1.250139,9.990217,-2.546681,-0.025635,1.289398,0.438038,-0.011610,0.999938,0.000077,0.011156,0.000295,1.5252422940
1.350070,11.077457,-2.840671,-0.026324,1.564141,0.384510,-0.003761,0.999911,0.001250,0.013297,0.000189,1.5432414908
1.450049,12.174823,-3.139264,-0.024611,1.855768,0.342618,0.016018,0.999861,0.002165,0.016505,0.000086,1.5680932217
1.560039,13.334573,-3.449294,-0.023550,2.181012,0.283564,0.008325,0.999790,0.003149,0.020258,-0.000011,1.6081081606
1.660056,14.483847,-3.771706,-0.024125,2.530717,0.197762,-0.003638,0.999702,0.004640,0.023974,-0.000145,1.6417076879
1.760073,14.736587,-3.746935,-0.025504,2.526959,0.247663,-0.013783,0.999691,0.005872,0.024169,-0.000041,1.7610093800
1.870065,16.243795,-4.194500,-0.027512,3.033503,0.127413,-0.018522,0.999546,0.007642,0.029156,-0.000231,1.8009470614
1.970060,17.628362,-4.617374,-0.031097,3.513037,-0.053692,-0.028242,0.999416,0.009523,0.032801,-0.000378,1.8329960132
2.070092,18.964294,-5.020252,-0.032297,3.976363,-0.173950,-0.000037,0.999229,0.012008,0.037371,-0.000442,1.8678809672
2.180066,20.347321,-5.420172,-0.029374,4.481524,-0.285511,0.033073,0.998990,0.012490,0.043158,-0.000945,1.9168049241
2.280074,21.650067,-5.812103,-0.030698,4.962705,-0.439765,-0.007030,0.998726,0.013210,0.048679,-0.001415,1.9438237408
2.380102,22.928494,-6.196236,-0.034516,5.426720,-0.580114,-0.027510,0.998449,0.014272,0.053801,-0.001182,1.9664394724
2.490055,23.537077,-6.255797,-0.040197,5.534967,-0.541696,-0.051668,0.998442,0.013074,0.054240,-0.001309,2.1550258992
2.590072,25.030451,-6.758146,-0.047648,6.120047,-0.741492,-0.071152,0.998125,0.014987,0.059334,-0.001427,2.1413725338
2.690077,26.414580,-7.206736,-0.053778,6.646250,-0.899705,-0.098419,0.997886,0.016088,0.062950,-0.001308,2.1269510368
2.800183,27.827593,-7.637085,-0.052320,7.162167,-1.041574,-0.066934,0.997629,0.017203,0.066623,-0.001221,2.1330183870
2.900115,29.076642,-8.024236,-0.047380,7.597784,-1.171860,-0.058572,0.997333,0.017574,0.070822,-0.001172,2.1169739886
3.000104,30.283691,-8.405726,-0.041381,7.978837,-1.303929,-0.082136,0.997051,0.018312,0.074521,-0.001101,2.1008253795
3.110132,31.578763,-8.788978,-0.041443,8.365679,-1.426202,-0.128435,0.996844,0.018846,0.077111,-0.000794,2.1032545567
3.210322,34.126735,-10.366748,0.030028,9.978077,-2.667407,-0.142241,0.994243,0.038929,0.099827,-0.000351,1.0571572461
3.320160,35.158361,-9.927140,0.064542,10.225769,-2.111036,-0.129977,0.994506,0.029652,0.100385,-0.000870,0.9055489396
3.420084,35.984329,-10.548193,0.079794,10.329329,-2.511200,-0.122441,0.994403,0.036808,0.099038,0.000374,0.8311557492
3.520178,36.840534,-10.905950,0.081444,10.414711,-2.680294,-0.125670,0.994488,0.040163,0.096850,0.001169,0.7856626968
3.630148,37.857202,-11.218882,0.071320,10.518414,-2.778104,-0.148704,0.994705,0.041484,0.094016,0.001415,0.7561421501
3.730385,38.775432,-11.474559,0.077002,10.584080,-2.840500,-0.138786,0.994986,0.041443,0.091016,0.001096,0.7311606006
3.830143,39.715656,-11.733246,0.069478,10.624285,-2.913291,-0.149268,0.995271,0.041710,0.087722,0.000532,0.7106851684
3.940165,40.813218,-12.030903,0.052752,10.680107,-2.975138,-0.176521,0.995638,0.041522,0.083546,-0.000353,0.6954545050
4.040140,41.796867,-12.303931,0.018909,10.703724,-3.053349,-0.194004,0.996032,0.041828,0.078549,-0.001240,0.6799999707
4.140153,42.800772,-12.581925,0.015241,10.727568,-3.100538,-0.165895,0.996387,0.042150,0.073700,-0.002128,0.6664728937
4.250292,43.951566,-12.906439,0.004108,10.776360,-3.150370,-0.148785,0.996677,0.042378,0.069479,-0.003299,0.6560821076
4.350217,44.973857,-13.205722,-0.014607,10.781263,-3.195869,-0.144298,0.996952,0.042461,0.065311,-0.004302,0.6443706907
4.450165,46.007208,-13.514557,-0.039827,10.792133,-3.229466,-0.154247,0.997226,0.042316,0.060998,-0.005297,0.6335253324
4.560170,47.175540,-13.873327,-0.065445,10.819372,-3.275609,-0.155312,0.997511,0.041828,0.056410,-0.006288,0.6253092165
4.660190,48.219241,-14.199384,-0.081764,10.815622,-3.294962,-0.148472,0.997715,0.042374,0.052151,-0.007051,0.6157117676
4.760208,49.270770,-14.535043,-0.087402,10.825317,-3.336164,-0.115226,0.997886,0.042343,0.048701,-0.007613,0.6069294336
4.870229,50.473131,-14.910529,-0.100769,10.928511,-3.412873,-0.121493,0.997787,0.044229,0.048956,-0.008249,0.6266717453
4.970170,51.336076,-15.189940,-0.111876,10.822321,-3.390944,-0.127673,0.998044,0.043815,0.043781,-0.008504,0.6144718688
5.070232,52.267994,-15.507874,-0.113107,10.697075,-3.383560,-0.120483,0.998373,0.043159,0.036310,-0.008368,0.5806558492
5.180201,53.489686,-15.900177,-0.100808,10.723494,-3.386222,-0.043078,0.998506,0.042887,0.032792,-0.008487,0.5763745315
5.280199,54.610417,-16.260298,-0.089608,10.800887,-3.408891,0.019636,0.998523,0.041867,0.033424,-0.008989,0.5828873806
5.380211,55.673199,-16.604736,-0.095757,10.736966,-3.421530,-0.021903,0.998640,0.040387,0.031648,-0.009294,0.5738896186
5.490197,56.858902,-16.986206,-0.101906,10.780566,-3.468372,-0.055903,0.998621,0.040565,0.031989,-0.009376,0.5941445093
5.590206,57.758183,-17.270594,-0.094400,10.699040,-3.446939,-0.059055,0.998750,0.039878,0.028736,-0.009059,0.5824363399
5.700319,58.858628,-17.608459,-0.071587,10.620623,-3.408357,-0.038640,0.998865,0.039455,0.025313,-0.008498,0.5522483919
5.800336,59.925747,-17.950452,-0.074751,10.669374,-3.419351,-0.031635,0.998841,0.040025,0.025516,-0.007979,0.5697322302
5.900187,60.867325,-18.238386,-0.068597,10.626178,-3.381674,-0.048479,0.998891,0.039819,0.024090,-0.007077,0.5614700124
6.000216,61.835163,-18.533704,-0.054433,10.611248,-3.356611,-0.049342,0.998965,0.038926,0.022739,-0.006122,0.5544724207
6.110246,62.926433,-18.862549,-0.040149,10.612769,-3.331130,-0.037879,0.999034,0.037961,0.021553,-0.005068,0.5501405640
6.210437,63.926772,-19.160569,-0.029243,10.626125,-3.301928,-0.025244,0.999093,0.036519,0.021480,-0.004275,0.5444646965
6.310295,64.933910,-19.460339,-0.015738,10.630807,-3.274774,-0.035234,0.999156,0.034788,0.021550,-0.003426,0.5391555417
6.420285,66.058877,-19.795819,-0.004081,10.637016,-3.256041,-0.066987,0.999237,0.033049,0.020680,-0.002381,0.5359517821
6.520250,67.135109,-20.097307,0.011519,10.734772,-3.236534,-0.061533,0.999281,0.031353,0.021244,-0.001701,0.5314094714
6.620248,68.177457,-20.413178,0.001189,10.723785,-3.220506,-0.040951,0.999369,0.030068,0.018925,-0.000462,0.5358040467
6.730548,69.315785,-20.747978,0.008661,10.724169,-3.202890,-0.022430,0.999431,0.028869,0.017454,0.000730,0.5333927682
6.830287,70.351082,-21.050588,0.021251,10.724238,-3.192741,-0.014992,0.999487,0.027792,0.015825,0.001890,0.5290855521
