t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.013950,0.124681,-0.000895,-1.395019,12.468098,-0.089507,1.000000,0.000027,0.000053,0.000017,330.0045255618
0.100014,-0.126226,1.136200,-0.008159,-1.400729,12.608563,-0.090545,1.000000,0.000319,0.000715,0.000080,6.0496555195
0.209887,-0.278271,2.525640,-0.021340,-1.383815,12.645812,-0.119963,0.999999,0.000828,0.000903,0.000271,6.0591007880
0.309863,-0.423002,3.773527,-0.032388,-1.401310,12.621095,-0.119380,0.999998,0.002013,0.000229,0.000425,6.0264162073
0.419869,-0.578128,5.137371,-0.047801,-1.391082,12.604190,-0.119576,0.999995,0.003162,0.000379,0.000344,6.0143065176
0.520004,-0.730529,6.444124,-0.056822,-1.403436,12.731324,-0.109784,0.999997,0.002183,0.000444,0.000299,5.9957604459
0.620034,-0.868326,7.721447,-0.068443,-1.377542,12.769292,-0.116170,0.999995,0.002845,0.000960,0.000258,6.0097203896
0.729933,-1.030438,9.100297,-0.083768,-1.388847,12.770164,-0.148106,0.999991,0.004134,0.000890,0.000264,6.0117625298
0.829856,-1.182563,10.274639,-0.096807,-1.403173,12.638214,-0.162536,0.999960,0.008950,-0.000340,0.000323,6.0137582370
0.939848,-1.348600,11.666067,-0.109561,-1.410390,12.679825,-0.136779,0.999966,0.007967,-0.002240,0.000480,6.0188969832
1.039831,-1.500433,12.943001,-0.124685,-1.417065,12.724729,-0.110576,0.999975,0.006179,-0.003492,0.000426,6.0227131235
1.140212,-1.658708,14.219117,-0.138056,-1.431310,12.745381,-0.099436,0.999977,0.005140,-0.004433,0.000433,6.0268507167
1.249818,-1.828019,15.610590,-0.150646,-1.434740,12.747338,-0.090174,0.999978,0.004467,-0.004810,0.000434,6.0329018582
1.349843,-1.982277,16.984445,-0.156556,-1.447749,12.911764,-0.081447,0.999991,-0.000040,-0.004237,0.000503,6.0369346559
1.459869,-2.151454,18.421370,-0.176043,-1.461817,12.947582,-0.129211,0.999992,0.001099,-0.003855,0.000292,6.0426214383
1.559831,-2.294596,19.721606,-0.187486,-1.458855,12.984719,-0.158344,0.999986,0.002259,-0.004700,0.000398,6.0462920401
