t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,-0.000000,-0.000002,-0.000000,-0.005620,0.001532,-0.000225,0.000000,1,1.051159,-0.286170,0.042070,0.294211,-0.082798,0.012144,8.192774,1
0.099958,0.123667,-0.030222,0.003922,0.007517,-0.001508,-0.000496,0.000684,1,1.209698,-0.312921,0.053820,0.114443,-0.061982,0.008949,0.935682,1
0.210259,0.277481,-0.069957,0.010254,0.005273,0.000517,-0.001293,0.000210,1,1.383115,-0.374203,0.070184,0.022219,-0.060504,0.011085,0.201115,1
0.310010,0.434824,-0.114856,0.017395,0.007831,0.003585,-0.002338,0.000095,1,1.526084,-0.456792,0.087421,-0.023694,-0.065701,0.010343,0.216503,1
0.409980,0.603285,-0.169467,0.026932,0.010919,0.006525,-0.003201,0.000038,1,1.651096,-0.549628,0.106858,-0.056012,-0.066164,0.013934,0.320863,1
0.519976,0.801145,-0.243235,0.037735,0.015318,0.009712,-0.004340,0.000009,1,1.770538,-0.684533,0.108154,-0.085086,-0.062515,0.020124,0.472388,1
0.619989,0.990812,-0.325714,0.045975,0.021628,0.012750,-0.005205,0.000011,1,1.869353,-0.818669,0.091202,-0.100457,-0.070916,0.016290,0.622239,1
0.730050,1.212037,-0.426747,0.054031,0.027301,0.017558,-0.005937,0.000024,1,1.986261,-0.930684,0.079892,-0.107138,-0.078801,0.017140,0.729075,1
0.830018,1.423106,-0.529633,0.062668,0.031482,0.012982,-0.003993,0.000582,1,2.077042,-1.035575,0.095490,-0.076892,0.007606,-0.011812,0.245571,1
0.939975,1.656324,-0.665292,0.083526,0.037604,0.010290,-0.005110,0.000544,1,2.086135,-1.262699,0.189402,-0.096285,0.020993,0.018405,0.414106,1
1.039948,1.865389,-0.813940,0.104950,0.045813,0.011114,-0.009914,0.000304,1,2.077324,-1.473405,0.200060,-0.121030,-0.028746,0.055647,0.754977,1
1.139983,2.079259,-271.292533,0.112221,0.059460,-270.302731,-0.019151,56757.405499,0,2.125079,-1.595741,0.130592,-0.109155,-0.039230,0.029516,0.587319,1
1.250094,2.318638,-1.166668,0.129470,0.063285,0.015849,-0.011638,0.001776,1,2.148751,-1.764466,0.098027,-0.100062,-0.010309,0.010601,0.424651,1
1.349966,2.533464,-1.364266,0.139022,0.067956,0.014397,-0.009407,0.002150,1,2.125512,-1.977670,0.080501,-0.098657,-0.006658,0.007413,0.407935,1
1.459969,2.764578,-1.607086,-0.918308,0.072039,0.014272,-0.852779,0.915593,1,2.078736,-2.207007,0.069150,-0.101764,-0.011054,0.002677,0.437907,1
1.559935,2.967547,-1.849020,0.155730,0.075076,0.012596,0.170638,0.040052,1,2.022161,-2.415363,0.061261,-0.096190,-0.001642,0.005913,0.387071,1
1.659927,3.163492,-2.114587,0.158721,0.079427,0.010454,0.135627,0.027121,1,1.950629,-2.647244,0.021280,-0.102580,0.002848,0.012434,0.443254,1
1.770113,28.589400,-2.434922,0.154248,25.313712,0.013269,0.134563,516.555605,0,1.884143,-2.914364,-0.042806,-0.107195,-0.000953,0.007135,0.480190,1
1.869931,3.555127,-2.750538,0.147490,0.098388,0.012158,0.111543,0.019840,1,1.822443,-3.149689,-0.074049,-0.098985,-0.002082,-0.013729,0.411548,1
1.979960,3.748900,-3.125312,0.139082,0.097837,0.011423,0.093016,0.015610,1,1.744592,-3.412899,-0.073008,-0.085882,0.005453,-0.016110,0.315819,1
2.079908,3.911621,-3.494024,0.131071,0.096228,0.006774,0.078513,0.013348,1,1.622070,-3.673721,-0.096326,-0.076331,0.015608,-0.007223,0.252262,1
2.179939,4.058478,-3.890589,0.121045,0.095324,0.001918,0.104978,0.010210,1,1.482696,-3.942970,-0.271837,-0.086619,0.022730,-0.138637,0.982428,1
2.290080,4.206043,-4.356873,0.112134,0.236627,-0.333243,0.073515,0.234551,1,1.351070,-4.236359,-0.113778,-0.141924,-0.173531,0.019547,1.943902,1
2.389969,4.327918,-4.807869,0.097455,0.082863,0.104301,0.070831,0.032780,1,1.228412,-4.491435,-0.155891,-0.069430,0.084250,0.028043,0.531671,1
2.489930,4.436008,-5.283327,0.079388,0.082976,0.073875,0.054818,0.020071,1,1.081939,-4.745434,-0.193686,-0.057058,0.063419,0.024343,0.326068,1
2.599971,4.534098,-5.837397,0.055370,0.082923,0.051600,0.046306,0.012820,1,0.892264,-5.026242,-0.233583,-0.059378,0.054222,0.003647,0.268212,1
2.699949,4.606353,-6.366213,0.030818,0.083319,0.034825,0.038447,0.008889,1,0.737321,-5.277588,-0.250877,-0.063816,0.043290,0.003113,0.245242,1
2.799972,4.666414,-6.920396,0.005427,0.120666,-0.437048,0.010780,0.244369,1,-1.192529,-5.523468,-0.259053,-1.994668,-0.197237,-0.005135,64.933996,0
2.909979,12.773938,-7.557418,-0.021181,8.123402,0.111954,0.038285,55.059639,0,0.474925,-5.786530,-0.250221,-0.066673,0.050244,-0.006780,0.306058,1
3.009914,4.752596,-8.160803,-0.043525,0.071781,0.083418,0.034632,0.015360,1,0.358599,-6.013748,-0.234530,-0.053917,0.039472,-0.006867,0.192259,1
3.119935,4.781345,-8.849844,-0.067177,0.074797,0.064452,0.029976,0.010753,1,0.268219,-6.257359,-0.222697,-0.055080,0.029150,-0.000597,0.164798,1
3.220128,4.803514,-9.499811,-0.089822,0.075023,0.051057,0.023646,0.008402,1,0.223008,-6.477789,-0.232360,-0.044341,0.016045,0.008867,0.095934,1
3.319966,4.820286,-10.171076,-0.115137,0.071504,0.038317,0.018210,0.006883,1,0.164313,-6.691766,-0.253851,-0.028782,0.012829,0.007462,0.043146,1
3.429896,4.829559,-10.932522,-0.145550,0.060288,0.027094,0.014458,0.006261,1,0.079376,-6.916651,-0.274430,0.006531,0.018565,0.003384,0.016441,1
3.529926,4.830017,-11.646048,-0.174863,0.050211,0.019092,0.010997,0.003890,1,0.011001,-7.110794,-0.296100,0.003551,0.008189,0.006312,0.004794,1
3.630039,-64.442854,-12.376233,-0.208116,-69.213514,0.014261,0.009085,4082.911474,0,-0.063205,-8.765587,-0.321442,0.028155,-1.520183,-0.008386,35.791875,0
3.740068,4.806479,-13.199488,-0.248078,0.039528,0.021187,0.010033,0.002658,1,-0.152715,-7.473224,-0.344486,0.013943,-0.035368,-0.014204,0.071101,1
3.839906,4.783488,-13.960409,-0.285158,0.031690,0.027038,0.006972,0.001520,1,-0.225630,-7.600469,-0.353265,0.001823,-0.037695,0.000557,0.059923,1
3.939885,4.754161,-14.730329,-0.325382,0.021942,0.029812,0.005569,0.001417,1,-0.300366,-7.684129,-0.365311,0.017736,-0.031592,-0.009839,0.058691,1
4.049921,4.710303,-15.582509,-0.368917,0.011898,0.031752,0.002003,0.001172,1,-0.405824,-7.741443,-0.371486,0.026978,-0.028511,0.001987,0.064035,1
4.149891,4.660127,-16.361435,-0.411964,0.003381,0.032300,-0.003161,0.000809,1,-0.501313,-7.779201,-0.402981,0.023946,-0.025894,0.009387,0.053943,1
4.260036,4.593540,-17.221521,-0.462214,-0.004693,0.033523,-0.005657,0.000805,1,-0.610083,-7.815991,-0.444039,0.031445,-0.023983,0.007153,0.065912,1
4.359900,4.521542,-18.006694,-0.511776,-0.034614,0.026281,-0.007250,0.001075,1,-0.722277,-7.847259,-0.473552,0.122849,-0.006243,0.002514,0.616311,1
4.459905,4.437012,-18.795696,-0.560576,-0.051812,0.023536,-0.006672,0.000911,1,-0.838005,-7.882781,-0.480311,0.086843,-0.013833,0.000082,0.313526,1
4.569867,4.329001,-19.666115,-0.613756,-0.127841,-0.722709,-0.051143,0.644794,1,-0.978253,-7.917909,-0.486520,-0.033385,-0.025889,-0.003142,0.068590,1
4.669879,4.216267,-20.461309,-0.663563,-0.031772,0.126962,0.002144,0.018312,1,-1.128465,-7.942931,-0.485245,0.113772,-0.010876,-0.001587,0.537122,1
4.770117,4.085648,-21.257382,-0.713721,-0.050635,0.112606,-0.000514,0.013981,1,-1.323023,-7.957925,-0.488803,0.101892,-0.013646,0.006812,0.434673,1
4.879866,3.911739,-22.131634,-0.769205,-0.065202,0.096866,-0.000497,0.011074,1,-1.596254,-7.947870,-0.489298,0.097260,-0.012535,-0.003470,0.392830,1
4.979927,59.101173,-22.923250,-0.818109,55.290238,0.099591,-0.003121,2650.186272,0,-1.857390,-7.923007,-0.481962,0.088405,-0.013792,0.009944,0.331170,1
5.089883,3.489386,-23.789356,-0.872650,-0.092733,0.089560,-0.006688,0.012171,1,-2.156099,-7.877225,-0.498083,0.084000,-0.020189,0.018436,0.319444,1
5.189878,3.247569,-24.571227,-0.923617,-0.098209,0.082113,-0.008724,0.012369,1,-2.412269,-7.825886,-0.506468,0.071278,-0.020965,0.012175,0.230855,1
5.289987,2.981145,-25.347098,-0.974920,-0.105993,0.070789,-0.010807,0.012391,1,-2.658083,-7.767026,-0.497599,0.088250,0.002554,0.010444,0.321196,1
5.399896,2.656950,-26.190874,-1.029641,-0.113020,0.062938,-0.024758,0.010676,1,-2.955127,-7.671869,-0.484736,0.097599,-0.014686,0.058112,0.528604,1
5.499828,91.773650,-26.946577,-1.078612,89.307753,0.066639,-0.038296,6930.482502,0,-3.221624,-7.574088,-0.467419,0.082800,-0.016665,0.047400,0.378119,1
5.609938,1.950521,-27.768436,-1.126541,-0.135835,0.059833,-0.040474,0.015441,1,-3.495430,-7.462510,-0.434150,0.100363,-0.015635,0.032203,0.464638,1
5.710142,1.577691,-28.504015,-1.165790,-0.139491,0.055718,-0.040479,0.016670,1,-3.728943,-7.360122,-0.390796,0.094701,-0.014298,0.024246,0.398625,1
5.809895,1.178339,-29.229926,-1.199835,-0.441581,-0.605028,-0.084694,0.648978,1,-3.953427,-7.243948,-0.353560,-0.083110,0.071460,0.049500,0.528417,1
5.919974,0.717192,-30.014970,-1.234415,-0.060632,0.099673,-0.047420,0.010560,1,-4.158486,-7.103111,-0.332410,0.148296,-0.027860,0.047116,1.034926,1
6.019883,-21.229106,-30.712777,-1.267199,-21.603132,0.099131,-0.065289,404.337640,0,-4.309877,-6.973818,-0.290822,0.123699,-0.009609,0.060092,0.777854,1
6.119879,-0.166701,-31.398639,-1.298295,-0.110923,0.082324,-0.069553,0.016432,1,-4.454460,-6.849386,-0.307181,0.121234,0.006715,0.051107,0.706736,1
6.230000,-0.677571,-32.139951,-1.321736,-0.135472,0.064902,-0.060925,0.016372,1,-4.612477,-6.714280,-0.196415,0.164646,0.013637,0.005648,1.115515,1
6.329889,-1.160555,-32.799221,-1.322350,-0.166477,0.044805,-0.052520,0.016883,1,-4.784246,-6.562284,-0.023096,0.192357,0.026161,0.013850,1.550925,1
6.439861,-1.712041,-33.505888,-1.307812,-0.191477,0.024891,-0.058151,0.019621,1,-4.962550,-6.392465,0.107731,0.195558,0.038580,0.065351,1.812556,1
6.539895,-2.226462,-34.132373,-1.287369,-0.215210,0.010632,-0.068865,0.025307,1,-5.103566,-6.244095,0.186882,0.202040,0.029741,0.081279,1.975353,1
6.639856,-2.754934,78.497689,-1.263317,-0.260001,113.241688,-0.087177,11193.870322,0,-5.238918,-6.084758,0.229252,0.197257,0.021809,0.085099,1.895220,1
6.750034,-3.350531,-35.395166,-1.237541,-0.270774,-0.005645,-0.096150,0.049909,1,-5.367757,-5.900519,0.193704,0.190713,0.009487,0.099628,1.873977,1
