t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,0.000207,0.000038,-0.000005,0.020666,0.003836,-0.000460,1.000000,0.000036,-0.000094,-0.000491,3.3015559899
0.099958,0.091432,-0.017221,0.003287,0.953917,-0.174372,0.034032,0.999976,-0.000457,-0.000516,-0.006933,2.4029008096
0.210259,0.264035,-0.057252,0.009865,1.340755,-0.258733,0.049390,0.999839,-0.001342,0.000010,-0.017896,1.9585565909
0.310010,0.428595,-0.104517,0.018478,1.567749,-0.341273,0.069481,0.999534,-0.001844,0.000693,-0.030474,1.6782623505
0.409980,0.601472,-0.162264,0.028097,1.745306,-0.438356,0.083661,0.998930,-0.001452,0.001503,-0.046203,1.4840690075
0.519976,0.802568,-0.239946,0.038433,1.910995,-0.581423,0.075458,0.997813,0.000561,0.001953,-0.066066,1.3422220676
0.619989,0.989152,-0.323268,0.048544,2.033003,-0.703127,0.064682,0.996356,0.002944,0.001123,-0.085233,1.2320025308
0.730050,1.207031,-0.426746,0.056905,2.161043,-0.802122,0.052014,0.994069,0.004096,0.000201,-0.108673,1.1459694733
0.830018,1.404850,-0.549048,0.070993,2.201851,-1.047766,0.110282,0.991204,0.005396,-0.000464,-0.132230,1.0749723306
0.939975,1.638520,-0.685301,0.084147,2.245380,-1.297645,0.159023,0.987399,0.005787,0.001558,-0.158135,1.0176421124
1.039948,1.846510,-0.818260,0.100350,2.278521,-1.427162,0.117173,0.983264,0.008356,0.003178,-0.181968,0.9667356044
1.139983,2.050244,-0.978261,0.123484,2.305894,-1.531536,0.086174,0.978075,0.011630,0.002965,-0.207908,0.9229993332
1.250094,2.274691,-1.182213,0.140193,2.314856,-1.747425,0.080107,0.971245,0.013060,0.002325,-0.237712,0.9287615953
1.349966,2.483965,-1.378929,0.147830,2.289043,-1.966623,0.067299,0.964182,0.013987,0.001938,-0.264866,0.8902969948
1.459969,2.712820,-1.619369,0.156401,2.248249,-2.188185,0.072468,0.955235,0.016286,0.001811,-0.295395,0.8583683877
1.559935,2.910678,-1.862547,-0.060666,2.182134,-2.412700,0.048656,0.946056,0.019359,0.001498,-0.323422,0.8280642299
1.659927,3.104513,-2.126832,-0.014918,2.120587,-2.652358,-0.000101,0.936227,0.022068,0.000735,-0.350702,0.8008345531
1.770113,3.311347,-2.445991,0.017044,2.062720,-2.912816,-0.054908,0.924666,0.025279,-0.000900,-0.379939,0.7781435952
1.869931,3.473878,-2.762146,0.013902,1.985512,-3.145262,-0.057934,0.913488,0.027858,-0.002715,-0.405902,0.7819728405
1.979960,3.664303,-3.139085,0.030082,1.886456,-3.420818,-0.053302,0.900798,0.028395,-0.004345,-0.433286,0.7614886918
2.079908,3.825718,-3.506429,0.037170,1.747474,-3.698882,-0.089011,0.889251,0.029411,-0.005815,-0.456437,0.7408020345
2.179939,3.977851,-3.898014,0.044308,1.624064,-3.970904,-0.082469,0.877932,0.030608,-0.007034,-0.477754,0.7223198828
2.290080,4.126306,-4.504804,0.020254,1.424448,-4.368707,-0.166748,0.865389,0.035147,-0.005601,-0.499835,0.6776792157
2.389969,4.260532,-4.967779,0.000038,1.343754,-4.634918,-0.202383,0.854762,0.034832,-0.006454,-0.517809,0.6942650037
2.489930,4.362570,-5.397247,0.003348,1.175608,-4.852623,-0.232845,0.844058,0.036146,-0.009667,-0.534946,0.6789000177
2.599971,4.461965,-5.920228,-0.002157,0.989939,-5.116519,-0.242883,0.833055,0.038896,-0.012493,-0.551680,0.6668822075
2.699949,4.535326,-6.423795,-0.016751,0.841693,-5.349183,-0.258201,0.823948,0.041924,-0.014801,-0.564918,0.6539391742
2.799972,4.616374,-7.042426,-0.030781,0.706096,-5.589490,-0.254212,0.815877,0.044723,-0.016787,-0.576249,0.6276509853
2.909979,4.681558,-7.688529,-0.057620,0.592550,-5.873307,-0.243980,0.808953,0.045990,-0.017400,-0.585813,0.6480961761
3.009914,4.695565,-8.277177,-0.082217,0.450585,-6.081961,-0.227654,0.803894,0.048075,-0.018374,-0.592542,0.6488521309
3.119935,4.720528,-8.938195,-0.102760,0.360953,-6.307664,-0.223618,0.799671,0.049337,-0.018488,-0.598123,0.6376613274
3.220128,4.736213,-9.566152,-0.121763,0.296087,-6.505993,-0.245624,0.796096,0.049535,-0.018525,-0.602854,0.6256275692
3.319966,4.749540,-10.221177,-0.139924,0.210832,-6.713985,-0.264989,0.792750,0.049287,-0.018424,-0.607272,0.6149165120
3.429896,4.756212,-10.973152,-0.164209,0.067589,-6.947660,-0.280736,0.789267,0.048949,-0.018111,-0.611829,0.6071496552
3.529926,4.769700,-11.672306,-0.190581,0.004286,-7.124747,-0.305640,0.786249,0.047372,-0.018584,-0.615811,0.5980609201
3.630039,4.770660,-12.390494,-0.217201,-0.091360,-7.245405,-0.313057,0.783016,0.046914,-0.018335,-0.619959,0.5898519959
3.740068,4.751113,-13.205951,-0.252658,-0.177651,-7.411285,-0.322249,0.779488,0.046677,-0.017937,-0.624418,0.6105549023
3.839906,4.744032,-13.973170,-0.293245,-0.229561,-7.537171,-0.351915,0.776245,0.044806,-0.016553,-0.628619,0.5989703075
3.939885,4.718759,-14.750425,-0.327159,-0.330459,-7.631332,-0.350359,0.772710,0.043119,-0.015206,-0.633111,0.5892986866
4.049921,4.682568,-15.606823,-0.372069,-0.451221,-7.694633,-0.373678,0.770092,0.040924,-0.013317,-0.636480,0.5825821966
4.149891,4.644299,-16.387779,-0.412469,-0.541232,-7.737489,-0.415607,0.766016,0.039312,-0.012413,-0.641498,0.5745253661
4.260036,4.583824,-17.250370,-0.458801,-0.662065,-7.777363,-0.453929,0.761119,0.038521,-0.012213,-0.647352,0.5692154203
4.359900,4.506108,-18.037701,-0.504563,-0.922507,-7.837191,-0.480724,0.756472,0.037915,-0.012781,-0.652801,0.5625983764
4.459905,4.458297,-18.819061,-0.552809,-0.978548,-7.860507,-0.482796,0.751089,0.036261,-0.014233,-0.659051,0.5566635893
4.569867,4.332938,-19.813464,-0.616545,-1.126789,-7.912301,-0.490454,0.743831,0.035095,-0.015555,-0.667264,0.5334138193
4.669879,4.201331,-20.606239,-0.665288,-1.315919,-7.926845,-0.487378,0.735751,0.034368,-0.017264,-0.676159,0.5507226261
4.770117,4.098714,-21.383911,-0.716058,-1.489702,-7.937480,-0.502324,0.725698,0.031440,-0.019621,-0.687014,0.5452025792
4.879866,3.943695,-22.240176,-0.766877,-1.754812,-7.928937,-0.489023,0.713395,0.029088,-0.021657,-0.699823,0.5421345250
4.979927,3.776644,-23.019077,-0.818755,-2.001740,-7.900925,-0.500173,0.701503,0.027282,-0.023241,-0.711765,0.5373031049
5.089883,3.558813,-23.885577,-0.873073,-2.292931,-7.846207,-0.528250,0.688323,0.026170,-0.024789,-0.724509,0.5432973168
5.189878,3.329399,-24.658226,-0.918691,-2.527316,-7.793478,-0.527321,0.676417,0.025072,-0.026696,-0.735607,0.5384589803
5.289987,3.065460,-25.431487,-0.966689,-2.800111,-7.772972,-0.517386,0.659531,0.023997,-0.029036,-0.750733,0.5340852684
5.399896,2.744728,-26.258671,-1.026945,-3.115400,-7.649854,-0.571675,0.646007,0.025252,-0.030721,-0.762295,0.5315820231
5.499828,2.434383,-27.008068,-1.058720,-3.358150,-7.547679,-0.538736,0.636673,0.026933,-0.031582,-0.770016,0.5275790444
5.609938,2.063046,-27.832298,-1.093793,-3.658626,-7.438743,-0.485665,0.623486,0.029757,-0.032192,-0.780605,0.5340919552
5.710142,1.697366,-28.563603,-1.129233,-3.881999,-7.338416,-0.430789,0.611695,0.031690,-0.032647,-0.789784,0.5299697143
5.809895,1.206023,-29.342604,-1.155093,-4.149206,-7.194814,-0.400511,0.600627,0.035704,-0.032021,-0.798090,0.5075760125
5.919974,0.721167,-30.119691,-1.200133,-4.404617,-7.059342,-0.409154,0.588792,0.040744,-0.032450,-0.806605,0.5264798610
6.019883,0.326708,-30.809823,-1.225287,-4.515280,-6.958139,-0.383269,0.577611,0.040971,-0.034172,-0.814567,0.5219218335
6.119879,-0.091240,-31.498045,-1.240432,-4.652847,-6.861649,-0.385239,0.566284,0.046500,-0.040995,-0.821876,0.5256214141
6.230000,-0.593149,-32.223047,-1.252349,-4.879832,-6.738812,-0.214368,0.553536,0.052050,-0.048759,-0.829766,0.5242650036
6.329889,-1.051244,-32.864839,-1.266254,-5.097069,-6.607148,-0.054481,0.541703,0.055639,-0.054237,-0.836971,0.5210119638
6.439861,-1.575210,-33.554048,-1.269333,-5.284377,-6.456407,0.004524,0.529046,0.057299,-0.057680,-0.844689,0.5190984039
6.539895,-2.064226,-34.160250,-1.243514,-5.434783,-6.292578,0.061451,0.517894,0.056135,-0.061053,-0.851415,0.5152996348
6.639856,-2.567335,-34.754708,-1.208651,-5.563020,-6.119433,0.098564,0.507653,0.053363,-0.063168,-0.857584,0.5116934566
6.750034,-3.120576,-35.395662,-1.171281,-5.678468,-5.914632,0.044100,0.497533,0.051356,-0.063492,-0.863592,0.5172281604
6.849817,-3.649098,-35.965903,-1.140573,-5.705774,-5.776340,0.008206,0.489903,0.050762,-0.065931,-0.867797,0.5131306896
6.949855,-4.168424,-36.516893,-1.113301,-5.820607,-5.580929,-0.013238,0.483481,0.051410,-0.068499,-0.871155,0.5174316234
7.059823,-4.762462,-37.135512,-1.108161,-5.822766,-5.483802,-0.021287,0.477301,0.051247,-0.072709,-0.874226,0.5156771529
7.159840,-5.309213,-37.687752,-1.094451,-5.828573,-5.419386,0.062918,0.471834,0.049814,-0.079355,-0.876695,0.5127178803
