t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,0.000057,-0.000026,0.000023,0.005652,-0.002645,0.002348,1.000000,0.000173,0.000040,-0.000806,3.3015560833
0.109993,0.005443,0.000237,0.000009,0.054157,0.002509,-0.000027,0.999977,0.001536,0.000460,-0.006521,2.5587334451
0.209996,0.131682,-0.062906,0.004685,0.123065,0.004933,-0.030103,0.999946,0.002595,0.000537,-0.010020,2.1571976552
0.309980,0.301555,-0.146825,0.008759,0.218759,0.012571,-0.061261,0.999928,0.003968,0.000026,-0.011324,1.9075360810
0.420012,0.501744,-0.239640,0.014299,0.335754,0.046783,-0.053958,0.999933,0.004781,-0.000709,-0.010486,1.7432709691
0.519971,0.724279,-0.346655,0.019676,0.443717,0.058501,-0.067481,0.999952,0.006004,-0.001338,-0.007592,1.6268121348
0.619956,0.960451,-0.453900,0.028510,0.562545,0.114555,-0.038830,0.999971,0.007034,-0.002091,-0.002135,1.5447126669
0.730116,1.218721,-0.554473,0.039013,0.705700,0.228366,-0.017376,0.999955,0.006858,-0.001842,0.006272,1.4919062253
0.830014,1.492704,-0.663875,0.048773,0.858056,0.306559,-0.038737,0.999870,0.005110,-0.001459,0.015252,1.4524848323
0.930204,1.784058,-0.775174,0.059271,1.026663,0.369216,-0.044483,0.999689,0.003585,-0.001568,0.024642,1.4279646154
1.039939,2.106655,-0.885054,0.070305,1.226901,0.415498,-0.040061,0.999372,0.003524,-0.001389,0.035229,1.4217781709
1.139969,2.441185,-1.007432,0.084541,1.418315,0.462847,-0.022117,0.998967,0.004525,-0.000738,0.045211,1.4191938936
1.239968,2.792287,-1.127241,0.099450,1.613106,0.550407,-0.016677,0.998481,0.005684,0.000166,0.054804,1.4247694227
1.350175,3.181122,-1.238390,0.117470,1.832162,0.633955,0.008595,0.997905,0.005909,0.001176,0.064417,1.4466571869
1.449989,3.574997,-1.361409,0.134879,2.050054,0.683512,-0.003224,0.997381,0.006064,0.002338,0.072038,1.4644922489
1.559963,4.011518,-1.477958,0.153771,2.289238,0.705109,0.005391,0.996824,0.006454,0.003085,0.079312,1.4979172734
1.659992,4.449183,-1.612057,0.171941,2.527882,0.692892,-0.007033,0.996328,0.007822,0.003544,0.085190,1.5242874409
1.759957,4.903762,-1.747471,0.188793,2.773923,0.694995,-0.023911,0.995880,0.010156,0.003263,0.090049,1.5535478370
1.870058,5.407951,-1.877672,0.205415,3.043762,0.695323,-0.027576,0.995488,0.010849,0.003121,0.094215,1.5977808642
1.969922,5.728195,-1.800800,0.203673,3.206821,0.769772,-0.017437,0.995144,0.010324,0.002384,0.097856,1.7290972815
2.079933,6.326180,-2.017192,0.231723,3.504902,0.675025,0.008709,0.994718,0.012296,0.002074,0.101890,1.7648162374
2.179916,6.891823,-2.232256,0.262032,3.777585,0.594514,0.044499,0.994302,0.015529,0.002162,0.105444,1.7858080118
2.279933,7.455791,-2.433940,0.295310,4.024636,0.513137,0.087352,0.993839,0.020100,0.001931,0.108982,1.8073678316
2.390033,8.686864,-4.185976,0.494950,4.895816,-1.006328,0.143928,0.992851,0.048821,0.006025,0.108756,0.9852708526
2.489933,9.211566,-4.353845,0.586018,5.112345,-1.142981,0.223772,0.992349,0.051065,0.004684,0.112316,0.8530164764
2.599902,9.760444,-4.402774,0.604251,5.278300,-1.244825,0.286354,0.991841,0.050705,0.003332,0.116915,0.7933059256
2.699953,10.256301,-4.415836,0.322430,5.463198,-1.257447,0.108934,0.991300,0.051943,0.003229,0.120896,0.7536173341
2.799898,10.788116,-4.423191,0.370093,5.626926,-1.202837,0.131063,0.990708,0.053207,0.002251,0.125145,0.7606476768
2.909980,11.356869,-4.495116,0.542504,5.753042,-1.180255,0.237857,0.990114,0.053475,-0.000837,0.129667,0.7303830319
3.009926,11.897099,-4.554300,0.648967,5.885041,-1.189595,0.306333,0.989579,0.053050,-0.003595,0.133814,0.7057030955
3.119937,12.503761,-4.630426,0.438752,6.042899,-1.181997,0.157671,0.988989,0.052643,-0.006143,0.138174,0.6885348934
3.220000,13.087622,-4.696518,0.613036,6.154643,-1.158457,0.267400,0.988506,0.051690,-0.011123,0.141635,0.6720377281
