t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,-0.000000,-0.000002,0.000000,0.000013,-0.000017,0.000000,0.000000,1,-13.137303,5.720901,-0.020641,-13.134699,5.717668,-0.020594,1464.729026,0
0.099972,-1.313901,0.573598,0.001015,-0.748158,0.326077,0.000193,1.166250,1,-13.125318,5.719273,-0.009830,-13.074662,5.686775,-0.017360,1438.936636,0
0.209963,-2.757646,1.206953,0.005935,-1.350743,0.586886,0.000928,3.504575,1,-13.108912,5.727358,0.019537,-12.997830,5.614808,-0.013333,1398.521834,0
0.310028,-4.068065,1.782538,0.011610,-1.727719,0.749047,0.001747,5.427872,1,-13.093072,5.729251,0.032946,-12.880851,5.549978,-0.006365,1349.338261,0
0.410048,-5.377433,2.360273,0.020230,-2.046305,0.887812,0.002312,7.327324,1,-13.075959,5.744953,0.059105,-12.769932,5.521112,-0.010621,1300.364609,0
0.519978,-6.814883,2.999192,0.030826,-2.412862,1.050681,0.003998,9.794890,1,-13.051503,5.761436,0.074270,-12.599383,5.476008,0.008447,1232.203028,0
0.619961,-53.315620,3.579746,0.039961,-48.865713,1.598569,0.007312,1662.232767,0,-13.037926,5.769563,0.077769,-12.558973,5.442846,0.019553,1179.607879,0
0.719944,-9.422178,4.157656,0.050430,-4.921566,2.136661,0.015778,19.935091,0,-13.022238,5.759482,0.071595,-12.515104,5.361234,0.051568,1131.946873,0
0.829969,-10.852970,4.789062,0.052311,-6.294924,2.716630,0.016031,32.309122,0,-13.010351,5.730771,0.018988,-12.488350,5.263263,0.004183,1078.846727,0
0.930095,-12.154433,5.361679,0.058572,-7.541953,3.238225,0.016532,45.894462,0,-13.004272,5.711213,0.040035,-12.460623,5.201637,-0.017499,1028.880051,0
1.040017,-13.585861,5.994249,0.065695,-8.913688,3.806473,0.012457,63.200601,0,-13.003235,5.706986,0.078665,-12.460181,5.121835,-0.023201,976.610303,0
1.140116,-14.887133,-4.700862,0.074688,-10.214960,-6.888638,0.021450,102.315449,0,-13.005901,5.704515,0.107140,-12.462847,5.119364,0.005275,977.460815,0
1.239975,-16.188835,7.144406,0.084311,-11.404509,4.835895,0.006788,100.231021,0,-13.008927,5.709944,0.112691,-12.445156,5.092468,-0.007562,887.963593,0
