t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,0.099728,-0.031322,-0.000724,9.972775,-3.132154,-0.072354,1.000000,0.000073,-0.000178,-0.000008,330.0045259396
0.109995,1.002580,-0.304330,-0.004155,10.016437,-3.040333,-0.041477,0.999993,0.000231,-0.000816,-0.003522,6.1570357440
0.210043,2.034423,-0.744124,-0.005757,10.161767,-3.683308,-0.009207,0.999998,0.000321,0.000415,-0.002140,6.0560626960
0.310053,3.099906,-1.227077,-0.007257,10.325515,-4.048995,-0.043401,0.999992,0.002161,0.002877,-0.001896,6.0258440295
0.419984,4.228667,-1.666863,-0.015922,10.267916,-4.000568,-0.078824,0.999988,0.001767,0.004141,-0.001792,6.0403511716
0.520005,2.046907,-1.033751,-0.029628,10.230536,-3.933035,-0.100177,0.999986,0.001952,0.004870,-0.000920,3.4988332076
0.630077,3.076546,-0.905158,-0.040232,10.144363,-3.343377,-0.097424,0.999979,-0.005685,0.003024,0.000491,2.5772075177
0.730154,4.179354,-1.207536,-0.045530,10.351905,-3.182259,-0.086164,0.999949,-0.006798,0.007040,-0.002363,2.5706960513
0.830024,5.278819,-1.543211,-0.051559,10.484342,-3.161839,-0.072557,0.999927,-0.005789,0.010054,-0.003418,2.5684557871
0.940023,6.431197,-1.880269,-0.058084,10.476185,-3.064172,-0.059320,0.999927,-0.006644,0.009831,-0.002176,2.5880508515
1.040035,6.000677,-0.802209,-0.046669,10.211917,-2.859056,-0.041964,0.999942,-0.009951,0.003379,-0.002138,2.0997348206
1.139997,7.019131,-1.079273,-0.052160,10.188417,-2.771691,-0.054933,0.999942,-0.009977,0.003565,-0.002052,2.1191455255
1.250139,8.107492,-1.312571,-0.054422,10.098758,-2.560254,-0.065824,0.999904,-0.013583,0.001691,-0.002215,2.1170832208
1.350070,8.993983,-1.715327,-0.055739,9.861430,-2.761764,-0.051460,0.999971,-0.005439,-0.005053,-0.001593,2.1155437305
1.450049,10.256076,-3.789482,-0.056974,9.938829,-2.716992,-0.037507,0.999985,-0.005203,-0.001021,0.001005,1.8050433102
1.560039,11.329903,-4.134214,-0.060449,9.865862,-2.734114,-0.041629,0.999989,-0.002668,-0.001096,0.003801,1.8094941670
1.660056,12.606286,-3.346288,-0.072990,9.979666,-2.582303,-0.055637,0.999977,-0.004732,0.003679,0.003127,1.6018840111
1.760073,13.623251,-3.571700,-0.076616,9.992596,-2.466971,-0.066783,0.999969,-0.004993,0.005131,0.003385,1.6047984106
1.870065,13.313272,-3.287090,-0.060809,9.928945,-2.346511,-0.080018,0.999970,-0.005738,0.004188,0.003138,1.4638326732
1.970060,13.997976,-3.460673,-0.071682,9.727941,-2.339896,-0.100684,0.999982,-0.005030,-0.001305,0.003112,1.3454588196
2.070092,15.001745,-3.806775,-0.073586,9.776420,-2.467268,-0.068280,0.999995,0.001796,-0.000056,0.002583,1.3470984890
2.180066,16.083747,-4.083996,-0.078353,9.762981,-2.397842,-0.031971,0.999995,0.000938,0.001482,0.002464,1.3514131065
2.280074,17.059062,-4.321030,-0.085629,9.752415,-2.370167,-0.072754,0.999995,-0.000446,0.002300,0.002170,1.3720716041
2.380102,18.127545,-4.667833,-0.083031,9.888330,-2.491627,-0.076033,0.999960,0.003699,0.006724,0.004575,1.3697964997
2.490055,19.243779,-4.859253,-0.089413,9.971471,-2.318072,-0.094876,0.999942,-0.000447,0.008104,0.007134,1.3716815115
2.590072,20.243834,-5.084734,-0.100238,9.998799,-2.254406,-0.108234,0.999944,-0.001143,0.007510,0.007375,1.3938623420
2.690077,21.014078,-5.537762,-0.108345,9.683312,-2.510549,-0.124568,0.999929,0.006463,-0.002504,0.009674,1.3898157905
2.800183,21.966248,-5.942417,-0.109043,9.505237,-2.641583,-0.073050,0.999848,0.010295,-0.007143,0.012151,1.3924454925
2.900115,23.074218,-6.282291,-0.119066,9.727489,-2.709178,-0.050299,0.999854,0.011798,-0.000777,0.012366,1.3934515314
3.000104,24.156096,-6.516474,-0.126400,9.877402,-2.641290,-0.065407,0.999850,0.009727,0.003863,0.013835,1.3951435002
3.110132,26.083945,-7.629051,-0.106814,9.927107,-2.679267,-0.101140,0.999850,0.009112,0.004139,0.014168,1.3015013336
3.210322,27.067839,-8.056421,-0.110034,9.935973,-2.875921,-0.102176,0.999770,0.014955,0.003207,0.015039,1.3008621316
3.320160,28.164949,-8.369127,-0.120339,9.988403,-2.846958,-0.093821,0.999772,0.014628,0.003290,0.015227,1.3261632611
3.420084,28.874215,-9.219180,-0.092813,9.972163,-2.955253,-0.083499,0.999711,0.017540,0.003212,0.016104,1.2241335489
3.520178,29.541883,-8.682653,-0.061327,10.197732,-2.864249,-0.082038,0.999706,0.016271,0.008013,0.016118,1.1418121837
3.630148,30.669789,-8.995928,-0.071522,10.256442,-2.848714,-0.092700,0.999712,0.016151,0.008001,0.015822,1.1657156332
3.730385,31.701997,-9.280675,-0.080262,10.297682,-2.840745,-0.087198,0.999720,0.015858,0.008453,0.015408,1.1905078435
3.830143,32.732095,-9.564799,-0.090020,10.325935,-2.848114,-0.097811,0.999730,0.015469,0.009004,0.014794,1.2181123375
3.940165,33.884156,-9.400409,-0.070934,10.443911,-3.116227,-0.121092,0.999624,0.022078,0.009869,0.012938,1.1271783312
4.040140,35.090057,-9.862845,-0.073397,10.698238,-3.341909,-0.134672,0.999469,0.027251,0.014081,0.011033,1.1192693649
4.140153,36.166860,-10.200991,-0.084801,10.766630,-3.381016,-0.114026,0.999465,0.027987,0.013816,0.009773,1.1439591184
4.250292,37.362205,-10.578542,-0.097314,10.853060,-3.427954,-0.113611,0.999458,0.028723,0.014015,0.007868,1.1744058883
4.350217,38.241954,-10.581877,-0.105293,10.650839,-3.055288,-0.107214,0.999746,0.019241,0.008769,0.007770,1.1573128094
4.450165,39.312488,-10.888361,-0.117508,10.710972,-3.066447,-0.122218,0.999751,0.019763,0.008695,0.005603,1.1845276533
4.560170,40.200146,-11.151641,-0.129507,10.425327,-2.995733,-0.111337,0.999829,0.017673,-0.000026,0.005516,1.1735062397
4.660190,41.488814,-11.286462,-0.145642,10.724935,-2.805667,-0.110272,0.999858,0.014556,0.006447,0.005457,1.1666123141
4.760208,42.652947,-11.814618,-0.153275,10.867193,-3.087827,-0.091388,0.999714,0.021893,0.009057,0.003140,1.1640042561
4.870229,43.849886,-12.158174,-0.164171,10.879230,-3.122646,-0.099030,0.999673,0.023716,0.009364,0.001906,1.1906574513
4.970170,44.793026,-12.120049,-0.178020,10.706249,-2.711327,-0.123075,0.999873,0.014942,0.005116,0.002320,1.1848407883
5.070232,45.972038,-12.616601,-0.172680,10.830984,-2.953760,-0.124156,0.999742,0.022023,0.005507,0.000802,1.1839851951
5.180201,47.248350,-12.810619,-0.179335,10.937308,-2.779204,-0.069303,0.999801,0.018859,0.006307,-0.001750,1.1873135857
5.280199,47.593384,-13.572073,-0.144012,10.915542,-2.777656,-0.005225,0.999821,0.017688,0.006519,-0.001458,1.1332435322
5.380211,48.684437,-13.850177,-0.148559,10.909240,-2.780706,-0.045464,0.999821,0.017101,0.007866,-0.001828,1.1580384357
5.490197,49.816535,-13.797393,-0.144562,10.825645,-2.342342,-0.068115,0.999955,0.006765,0.006260,-0.002384,1.1309455882
5.590206,50.899435,-14.028888,-0.152656,10.827978,-2.314736,-0.080932,0.999952,0.007352,0.006040,-0.002234,1.1534715937
5.700319,52.092850,-14.280102,-0.160796,10.838093,-2.281423,-0.073919,0.999943,0.008487,0.006005,-0.002255,1.1812600718
5.800336,53.026897,-14.732674,-0.152204,10.658544,-2.518618,-0.053886,0.999869,0.015792,0.001720,-0.003019,1.1735357524
5.900187,54.091207,-14.980393,-0.159818,10.658974,-2.480883,-0.076256,0.999864,0.016315,0.002122,0.000752,1.1991517511
6.000216,55.156944,-15.222473,-0.168973,10.654250,-2.420087,-0.091525,0.999866,0.016188,0.001836,0.001869,1.2276496065
6.110246,56.475002,-15.936399,-0.150657,10.829829,-2.903066,-0.063282,0.999576,0.028352,0.005669,0.003315,1.2142440331
6.210437,57.491906,-16.236834,-0.155055,10.770434,-2.882327,-0.048096,0.999596,0.027764,0.004485,0.003999,1.2083139602
6.310295,58.567835,-16.521180,-0.160804,10.774567,-2.847492,-0.057571,0.999628,0.026373,0.005284,0.004486,1.2344920624
6.420285,59.926895,-16.684412,-0.165804,10.974003,-2.651766,-0.092375,0.999725,0.020861,0.009986,0.003960,1.2283705323
6.520250,61.025962,-16.947229,-0.174592,10.994514,-2.629086,-0.087912,0.999758,0.019549,0.009225,0.004173,1.2552294004
6.620248,62.127389,-17.205899,-0.181874,11.014449,-2.586747,-0.072823,0.999777,0.018519,0.008455,0.005678,1.2850236702
6.730548,63.344785,-17.487776,-0.187410,11.037166,-2.555553,-0.050188,0.999776,0.017444,0.008246,0.008718,1.3216111020
6.830287,64.449725,-17.740571,-0.191400,11.078345,-2.534570,-0.040003,0.999784,0.016660,0.007919,0.009608,1.3583280660
6.930273,66.024240,-17.681988,-0.102563,11.029432,-2.937835,-0.011559,0.999561,0.027171,0.004637,0.010818,1.2208886565
7.040286,67.698491,-17.815025,-0.039796,10.882036,-2.982070,0.014663,0.999509,0.028536,0.000212,0.012918,1.1311447466
7.140285,68.786993,-18.113710,-0.039328,10.885127,-2.986879,0.004681,0.999505,0.028545,0.001257,0.013203,1.1583127634
7.240526,69.577352,-18.454317,-0.041748,10.521984,-3.042844,-0.015997,0.999422,0.029582,-0.006532,0.015440,1.1447802165
7.350363,70.619325,-18.664731,-0.057871,10.380266,-2.893972,-0.046720,0.999477,0.025941,-0.009272,0.016936,1.1407695240
7.450309,71.656233,-18.954396,-0.062771,10.374664,-2.898205,-0.049023,0.999445,0.026135,-0.009104,0.018548,1.1659936575
7.560276,73.041331,-19.299297,-0.065867,10.659188,-2.951086,-0.045354,0.999461,0.027027,-0.001740,0.018548,1.1606944775
7.660324,74.166016,-19.405615,-0.067993,10.730786,-2.720150,-0.048981,0.999552,0.022130,0.001280,0.020108,1.1569903975
7.760346,74.272872,-18.932708,0.011240,10.562158,-2.764138,-0.067482,0.999451,0.025658,-0.001049,0.020941,1.0820708977
7.870285,75.532447,-18.993686,0.001910,10.709716,-2.439037,-0.088088,0.999571,0.019110,0.002548,0.022069,1.0870754771
7.970319,76.930019,-18.538454,0.016679,10.734951,-2.363003,-0.096704,0.999540,0.019870,0.002272,0.022778,1.0514859541
8.070341,78.003052,-18.772180,0.006472,10.727951,-2.336736,-0.102055,0.999544,0.019817,0.001650,0.022741,1.0752006392
8.180329,79.167303,-19.583492,0.018859,10.685904,-2.066422,-0.079148,0.999642,0.012054,0.000654,0.023895,1.0201417053
