t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,0.000000,0.000000,0.000000,-0.000987,0.000312,0.000007,0.000108,1,9.972745,-3.140409,-0.073373,0.000000,-0.000033,-0.000004,0.000007,1
0.109995,-2.864959,-6.159700,-0.033836,-3.882717,-5.784084,-0.029001,16.573848,0,10.246647,-4.121494,-0.051523,0.076198,-0.357888,-0.003418,10.112750,1
0.210043,15.107512,-0.973126,-0.028281,13.040266,-0.150991,-0.025365,56.946017,0,10.485586,-4.452911,0.019108,0.152387,-0.362186,0.013183,7.972704,1
0.310053,-3.555156,8.204823,-0.008436,-6.655062,9.431900,-0.001179,44.223400,0,10.518249,-2.900359,0.008030,0.192735,1.148636,0.051431,17.678516,0
0.419984,-0.653338,-0.103267,-0.021537,-1.676982,0.537100,-0.001928,8.731327,1,10.155368,-2.828942,-0.030106,-0.090319,1.164508,0.048759,17.205866,0
0.520005,1.911560,-0.273373,-0.038966,-0.048371,0.263771,-0.009458,0.274303,1,10.066258,-2.933137,-0.053801,-0.082439,0.501773,0.027110,12.263336,1
0.630077,5.827880,10.310781,-0.033199,2.684511,11.199847,0.003708,69.732244,0,10.663645,-3.218295,-0.072047,0.288394,0.069545,0.015170,3.653321,1
0.730154,9.384368,1.323041,-0.020289,5.152616,2.550481,0.024024,17.622040,0,10.704480,-3.316120,-0.077606,0.203552,-0.077310,0.004574,1.912510,1
0.830024,-0.715779,4.633982,-0.086949,-5.994598,6.177193,-0.035390,39.179906,0,10.057612,-2.035735,-0.054462,-0.426730,1.126103,0.018094,20.151440,0
0.940023,3.332031,1.132973,-0.027894,-1.647336,1.649243,0.014578,9.914395,1,9.931745,-2.825742,-0.046233,-0.285875,0.117923,0.010420,4.121500,1
1.040035,-15.728895,16.404922,-0.042558,-21.729572,17.207131,0.004111,440.313180,0,10.214539,-4.077275,-0.034748,0.002622,-1.218218,0.007215,19.862155,0
1.139997,5.111469,5.992104,-0.023382,-1.883723,7.022683,0.023790,30.889701,0,10.074885,-2.540788,-0.031853,-0.060921,0.124163,0.017287,0.846457,1
1.250139,8.908569,4.410454,-0.048252,0.900047,5.849796,0.002345,19.316432,0,9.650169,-3.134725,-0.047167,-0.247925,-0.317766,0.007873,6.975348,1
1.350070,9.552272,-6.326503,-0.041664,0.289876,-2.808664,0.011561,12.476588,1,10.129097,-2.794955,-0.065185,0.149416,0.006146,-0.010206,0.936042,1
1.450049,10.347055,4.807441,-0.059661,0.102299,8.640930,-0.003791,44.359963,0,9.880654,-2.943160,-0.031017,-0.034227,-0.133264,0.002687,0.736156,1
1.560039,11.950416,-1.207976,-0.086179,0.342260,1.880040,-0.018754,5.409323,1,10.212351,-2.559896,-0.031850,0.200423,0.086781,0.007394,1.882297,1
1.660056,31.898096,2.815340,-0.056122,19.274279,6.140300,0.013814,260.552033,0,10.070229,-2.472152,-0.041366,0.053521,0.065358,0.010770,0.286033,1
1.760073,9.312948,-1.903327,-0.001315,-2.908218,1.125665,0.050692,13.647951,1,9.318362,-1.566107,-0.056772,-0.634486,0.885530,0.009600,16.734095,0
1.870065,12.530238,-3.030834,-0.052017,-0.494994,0.195862,0.009597,0.434577,1,9.621460,-2.420307,-0.097352,-0.168763,-0.043354,-0.011957,1.223469,1
1.970060,-3.622455,-4.075191,-0.032837,-17.646250,-0.515220,0.033919,206.061569,0,9.854142,-2.823494,-0.075896,0.072579,-0.278031,0.012168,3.306730,1
2.070092,14.317233,-8.859435,-0.204062,-0.692835,-5.039141,-0.129226,17.380088,0,9.815294,-2.530270,-0.073486,0.022648,-0.036746,-0.004483,0.074867,1
2.180066,23.642577,-18.799985,-0.060376,7.558829,-14.715989,0.017976,184.015049,0,10.769282,-5.405238,-0.041076,1.006301,-3.007396,-0.009105,138.002248,0
2.280074,26.612661,-8.214286,-0.059422,9.474227,-3.795687,0.016003,71.843952,0,10.058602,-2.745948,-0.033719,0.166946,-0.204863,0.021944,3.058528,1
2.380102,26.266531,-5.135895,-0.082197,8.119142,-0.531519,-0.003216,45.078034,0,9.964552,-2.247295,-0.061545,0.042902,0.138132,0.012355,0.889109,1
2.490055,23.246209,-40.452783,-0.055941,4.002430,-35.593530,0.033472,873.291937,0,9.963253,-5.107993,-0.066975,-0.008218,-2.789921,0.027901,107.640546,0
2.590072,26.919983,-20.715265,-0.031480,6.874286,-15.428571,0.064407,196.882900,0,9.332119,-2.935778,-0.092276,-0.358502,-0.366655,0.004779,11.829885,1
