t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.040702,0.071813,0.000191,-4.070219,7.181297,0.019062,1.000000,0.000035,0.000056,-0.000251,330.0045261016
0.099996,-0.380895,0.646834,0.001795,-4.227930,7.179488,0.019923,0.999997,-0.000122,0.000741,-0.002167,6.1561409427
0.209969,-0.758711,1.406808,0.001948,-3.881840,7.019676,-0.001412,0.999982,-0.000356,0.002920,-0.005152,6.0562631452
0.310194,-1.206665,2.076698,0.002238,-4.212675,6.889397,-0.001274,0.999930,0.000187,0.003587,-0.011258,6.0249341115
0.409988,-1.647133,2.763045,0.000488,-4.413779,6.877641,-0.017534,0.999870,-0.000283,0.005251,-0.015242,6.0380707330
0.520002,-2.156437,3.517693,-0.003695,-4.629436,6.859546,-0.038021,0.999750,-0.001422,0.005358,-0.021671,6.0565669236
0.619995,-2.638325,4.198975,-0.011537,-4.819235,6.813329,-0.078426,0.999467,-0.002570,0.005010,-0.032147,6.0771243215
0.720040,-3.141980,4.874076,-0.020502,-5.034270,6.747956,-0.089616,0.999225,-0.002818,0.003605,-0.039090,6.1018967547
0.830095,-3.717808,5.606950,-0.027480,-5.232209,6.659180,-0.063403,0.998745,-0.002785,0.002732,-0.049929,6.1344421395
0.930000,-4.256447,6.262824,-0.031217,-5.391470,6.564937,-0.037404,0.998290,-0.003191,0.002349,-0.058319,6.1690024916
1.030039,-1.834939,6.403226,-0.045839,-5.514343,6.458192,-0.038664,0.997390,-0.002654,0.002632,-0.072104,3.5295398987
1.140023,-2.457385,7.104416,-0.050178,-5.659435,6.375397,-0.039453,0.995854,-0.002643,0.001615,-0.090919,3.5679687467
1.240059,-3.031902,7.731578,-0.058203,-5.743059,6.269311,-0.080216,0.994445,-0.003470,-0.000689,-0.105198,3.6083046543
1.350065,-3.673974,8.406727,-0.065442,-5.836729,6.137423,-0.065809,0.992443,-0.003854,-0.003823,-0.122590,3.6608688643
1.450051,-2.849606,8.800790,-0.091705,-5.848764,5.930529,-0.013298,0.990148,-0.003835,-0.004947,-0.139887,2.7378335296
1.550072,-3.446534,9.377618,-0.087403,-5.968072,5.767118,0.043019,0.986657,-0.003699,-0.006078,-0.162660,2.7927000345
1.660091,-4.117695,9.989101,-0.080980,-6.100380,5.557952,0.058376,0.982988,-0.003624,-0.007323,-0.183488,2.8615383022
1.760052,-4.739380,10.527196,-0.071656,-6.219260,5.383038,0.093272,0.979025,-0.004189,-0.008694,-0.203511,2.9339053033
1.860073,-7.322356,11.580121,-0.106024,-6.590816,5.264181,0.067425,0.974643,-0.004078,-0.013230,-0.223337,2.4427081256
1.970046,-7.714043,12.784486,-0.119375,-6.724648,5.160516,0.078835,0.969378,-0.005122,-0.013210,-0.245163,2.1801445474
2.070024,-8.403099,13.281948,-0.106186,-6.892069,4.975710,0.131917,0.964376,-0.003516,-0.013111,-0.264187,2.2657612978
2.180081,-9.176982,13.808792,-0.092431,-7.031631,4.786999,0.124982,0.958453,-0.002688,-0.013315,-0.284927,2.3711967424
2.280194,-9.888655,14.272326,-0.084764,-7.108728,4.630126,0.076590,0.952886,-0.002618,-0.013542,-0.303016,2.4785594246
2.390094,-10.681307,14.761176,-0.077952,-7.212489,4.448138,0.061983,0.945554,-0.004476,-0.015028,-0.325088,2.6128284392
2.490063,-11.415908,15.186078,-0.070901,-7.348284,4.250328,0.070528,0.938254,-0.007557,-0.016663,-0.345462,2.7512439164
2.590104,-12.168815,15.588007,-0.057042,-7.525986,4.017652,0.138530,0.930023,-0.009188,-0.017060,-0.366991,2.9079164759
2.690107,-12.938417,15.967886,-0.043337,-7.695785,3.798668,0.137045,0.920678,-0.010298,-0.015665,-0.389871,3.0787250490
2.800287,-13.809319,16.361479,-0.033326,-7.904383,3.572282,0.090869,0.908694,-0.010906,-0.014727,-0.417060,3.2852915269
2.900128,-14.619392,16.696470,-0.026179,-8.113577,3.355229,0.071582,0.897478,-0.011371,-0.014747,-0.440666,3.4931560677
3.010092,-15.536263,17.041897,-0.013949,-8.337917,3.141275,0.111215,0.885155,-0.012742,-0.014853,-0.464884,3.7470777420
3.110085,-16.394352,17.337606,-0.003261,-8.581478,2.957292,0.106890,0.873071,-0.014481,-0.014756,-0.487155,3.9992156791
3.210087,-17.279723,17.613779,0.007591,-8.853541,2.761672,0.108514,0.860148,-0.016308,-0.014513,-0.509577,4.2743079735
3.310228,-18.195257,17.872702,0.018286,-9.142468,2.585596,0.106797,0.846709,-0.016358,-0.013475,-0.531634,4.5733240093
3.420093,-19.235073,18.137462,0.029688,-9.464454,2.409852,0.103783,0.830840,-0.016501,-0.011767,-0.556142,4.9294112314
3.520121,-20.210347,18.365591,0.040825,-9.750063,2.280671,0.111341,0.816250,-0.016144,-0.010572,-0.577376,5.2813746174
3.630106,-21.316742,18.601914,0.055487,-10.059465,2.148673,0.133313,0.801293,-0.015288,-0.009205,-0.598006,5.7001672038
3.730143,-22.350240,18.800806,0.070790,-10.331180,1.988192,0.152966,0.788223,-0.014741,-0.008032,-0.615161,6.1118721204
3.830273,-23.408474,18.987453,0.085876,-10.568641,1.864050,0.150665,0.775923,-0.013500,-0.006694,-0.630648,6.5525353911
3.940150,-24.592586,19.176972,0.100759,-10.776657,1.724821,0.135457,0.763081,-0.011871,-0.005600,-0.646170,7.0705395939
4.040171,-25.684870,19.336635,0.114417,-10.920582,1.596299,0.136546,0.753221,-0.010866,-0.005173,-0.657657,7.5769961512
4.140149,-29.968159,19.822142,-0.126726,-12.319171,1.846198,0.034940,0.742898,0.003514,-0.012799,-0.669272,4.3720777436
4.250152,-31.345603,20.007681,-0.122705,-12.521919,1.686682,0.036560,0.734378,0.003754,-0.012677,-0.678612,4.7079841502
4.350185,-32.609176,20.161713,-0.119524,-12.631519,1.539805,0.031797,0.729591,0.004689,-0.011990,-0.683763,5.0375678356
4.450160,-33.879186,20.299240,-0.117150,-12.703282,1.375616,0.023744,0.726111,0.006041,-0.011327,-0.687458,5.3915670995
4.570146,-35.408410,20.438586,-0.113723,-12.744983,1.161344,0.028564,0.722133,0.006901,-0.010694,-0.691638,5.8509273395
4.660181,-36.557316,20.530170,-0.109336,-12.760734,1.017212,0.048728,0.721883,0.007753,-0.009739,-0.691903,6.2232678224
4.760190,-37.837626,20.614192,-0.105216,-12.801999,0.840151,0.041195,0.721290,0.008283,-0.009021,-0.692525,6.6638704582
