t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,-0.000000,-0.000002,0.000000,0.000092,0.000007,-0.000005,0.000000,1,-3.478239,6.986375,0.018903,-3.459715,6.988075,0.017848,433.989307,0
0.099996,-0.339418,0.680534,0.002769,-0.184292,0.388887,0.001667,0.324275,1,-3.375139,6.848393,0.021289,-3.188453,6.848798,0.022996,403.972671,0
0.209969,-0.700261,1.414070,0.002266,-0.310387,0.695823,0.002841,0.937998,1,-3.264794,6.693120,0.003290,-2.862279,6.696949,0.034394,370.145826,0
0.310194,-1.011040,2.069250,-0.003212,-0.366342,0.884849,0.000451,1.403880,1,-3.140049,6.555063,-0.010135,-2.527422,6.565396,0.023051,339.561537,0
0.409988,-1.309551,-9.951019,-0.007271,-0.583570,-11.132686,0.001385,84.390203,0,-4.924074,6.411781,-0.006939,-4.109567,6.439174,0.043090,391.778841,0
0.520002,-1.621084,3.399790,-0.012880,-0.527123,1.500852,0.002405,3.748868,1,-2.880715,6.246615,-0.037303,-1.818445,6.225846,0.033256,275.282191,0
0.619995,-1.886281,4.017336,-0.015276,-0.462956,1.472725,0.007057,3.432253,1,-2.738845,6.114684,-0.059968,-1.457948,6.061112,0.040923,247.854631,0
0.720040,-2.135713,4.623581,-0.026941,-0.400288,1.475758,0.004920,3.296474,1,-2.571115,5.997438,-0.080629,-1.067178,5.924557,0.034013,224.542967,0
0.830095,-2.398574,5.274055,-0.042292,-0.342974,1.530655,-0.000222,3.417575,1,-2.407096,5.882446,-0.064400,-0.686096,5.773428,0.027073,202.059972,0
0.930000,-2.625927,5.856944,-0.062709,-0.277119,1.538087,-0.010444,3.352730,1,-2.246250,5.785875,-0.044254,-0.323437,5.641848,0.019283,184.407104,0
1.030039,-2.837274,6.429146,-0.080273,-0.203799,1.545864,-0.015545,3.309157,1,-2.066137,5.694402,-0.026654,0.061284,5.495665,0.043422,168.436187,0
1.140023,-3.046837,7.056475,-0.092290,-0.120340,1.593767,-0.014787,3.461887,1,-1.872733,5.606858,-0.021109,0.413781,5.327523,0.050080,152.983428,0
1.240059,-3.220960,7.626278,-0.103857,-0.221263,1.625914,-0.019926,3.583457,1,-1.732258,8.538901,-0.056421,0.573914,8.111176,0.015626,357.264789,0
1.350065,-112.574069,8.251795,-0.128530,-109.061757,2.200863,-0.035608,8797.031645,0,-1.542995,5.606036,-0.072165,0.940561,5.438622,-0.037695,148.699700,0
1.450051,-3.531695,8.821692,-0.146011,0.173163,2.010105,-0.041928,5.615308,1,-1.338607,5.638172,-0.038649,1.211628,5.367213,-0.057922,142.962296,0
1.550072,-3.642679,9.397747,-0.088767,-0.706254,1.670226,0.061489,4.887783,1,-1.119905,0.687862,0.000244,0.276700,0.055140,-0.042724,10.846672,1
1.660091,-3.736551,10.035694,-0.161241,-0.630844,1.819752,-0.008673,4.544761,1,-0.886707,5.664267,0.030560,0.536683,4.950520,-0.012124,246.640637,0
1.760052,-3.802760,10.609962,-0.160563,-0.290081,1.791902,-0.019392,4.089508,1,-0.668841,5.662853,0.054942,0.943341,5.146125,-0.040687,246.954320,0
1.860073,-3.845550,11.179960,-0.159107,-0.126702,1.821095,-0.021539,4.151937,1,-0.431150,5.656731,0.057193,1.285248,5.191996,-0.041853,246.260906,0
1.970046,-3.862391,11.809743,-0.156743,0.044832,1.890657,-0.024601,4.478304,1,-0.158220,5.636071,0.050005,1.663536,5.212583,-0.064333,243.935278,0
2.070024,-3.850726,12.380873,-0.148344,0.195352,1.901843,-0.026381,4.595544,1,0.085621,5.602630,0.076641,2.004560,5.193183,-0.099730,239.493149,0
2.180081,-3.811004,12.998864,-0.139144,0.354977,1.941328,-0.029130,4.924501,1,0.341172,5.579130,0.098768,2.312748,5.174501,-0.081190,234.275523,0
2.280194,-3.753063,13.563447,-0.140328,0.476488,1.926200,-0.036034,5.002528,1,0.543410,5.594976,0.068624,2.495580,5.158973,-0.079547,227.810603,0
