t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,0.000000,0.000000,0.000000,0.000041,0.000023,-0.000001,0.000000,1,-0.418213,-0.236357,0.006331,0.000010,0.000009,0.000000,0.000001,1
0.109801,0.397032,-3.998782,-0.003757,0.137160,-1.350469,-0.001364,5.375191,1,-0.132985,0.091077,0.002934,0.100120,0.122565,0.000142,1.890979,1
0.209842,0.303042,-5.744561,-0.005744,0.023128,-1.462771,-0.001717,4.548945,1,-0.088621,-0.162325,0.002628,0.069618,-0.056741,-0.000031,0.434909,1
0.309832,0.167830,-1.644071,-0.010517,-0.053859,1.485601,-0.003721,3.902185,1,-0.160685,-0.304745,0.002180,0.015382,-0.105496,-0.000134,0.532249,1
0.419871,-0.239457,-8.747674,-0.011670,-0.465259,-5.517854,-0.005432,19.168915,0,0.045666,-0.938411,0.005125,0.123501,-0.421155,0.001666,8.419539,1
0.520056,0.469719,-3.405745,-0.011356,0.050851,-0.115586,-0.001273,0.047145,1,0.879902,-0.166217,-0.015899,0.580434,0.235081,-0.011509,16.067855,1
0.619841,0.418381,-2.551995,-0.002338,0.013323,0.472553,0.004847,0.375063,1,-0.007008,-0.005161,0.001705,-0.194529,0.276038,0.003310,4.175302,1
0.729846,0.351079,-5.173604,0.014123,-0.059266,-1.480163,0.014454,2.870306,1,0.256611,-0.096668,0.000815,0.038561,0.128558,0.002020,0.672297,1
0.829906,-0.492164,-3.137296,0.036644,-0.606394,0.342046,0.025277,0.789957,1,-0.157899,0.303529,0.006803,-0.225496,0.327460,0.004234,5.986253,1
0.929873,-0.408692,-2.816960,-0.029200,-0.374407,0.476009,-0.029027,0.493361,1,-0.000575,0.022954,0.002302,-0.035096,0.010805,-0.004912,0.052676,1
1.039930,0.780691,0.391711,-0.006584,0.619223,2.692572,-0.004066,10.007568,1,-0.121702,0.162512,-0.000816,-0.090052,0.074899,-0.006534,0.540128,1
1.139870,0.435235,-3.502688,0.011337,0.264048,-0.874150,0.009250,1.088106,1,-0.416428,-0.173338,0.010432,-0.224717,-0.155695,0.004546,2.856007,1
1.249884,0.497553,-3.913917,-0.004477,0.248448,-1.012047,-0.005428,1.276654,1,-0.096986,0.196212,0.004938,0.070330,0.128309,-0.000500,0.837993,1
1.349872,0.442393,-2.476464,-0.007372,0.173145,0.320880,-0.005758,0.161771,1,-0.262505,0.087308,-0.002838,-0.027749,0.001531,-0.003577,0.031050,1
1.449935,0.580932,-4.069677,-0.004457,0.213808,-0.980260,-0.002414,1.309343,1,0.036310,-0.016647,0.001785,0.171489,-0.055901,0.000804,1.301675,1
1.559995,0.063064,-3.366708,-0.009128,-0.227963,-0.399826,-0.004901,0.121851,1,-0.140082,1.044177,-0.003123,0.008717,0.608593,-0.005211,15.037877,1
1.659945,0.219588,-2.649781,-0.014210,-0.066722,0.284241,-0.008044,0.077353,1,-0.084624,0.232764,0.002698,0.042082,-0.133436,0.000435,0.686603,1
1.759940,1.291729,-2.969401,-0.008964,0.719056,0.001931,-0.004439,0.803590,1,0.465740,-0.097293,0.015681,0.358790,-0.303792,0.008275,8.557730,1
1.869907,0.646115,-1.398362,-0.023736,0.079760,1.284185,-0.014508,1.787604,1,-0.046990,0.079707,-0.001722,-0.092948,-0.094592,-0.005948,0.677543,1
1.970072,-0.282106,-4.398210,-0.020790,-0.700526,-1.376914,-0.011079,2.825606,1,0.076341,0.007062,0.010155,0.021844,-0.098931,0.005651,0.400461,1
2.069964,0.171327,-7.480325,-0.006798,-0.124489,-3.586734,0.000853,15.353605,1,-0.350902,-0.239632,0.004809,-0.243386,-0.168421,0.007959,3.438157,1
2.179916,0.294205,-3.759043,-0.013008,0.017342,0.130910,-0.003480,0.014992,1,-0.150647,-0.134248,-0.006856,-0.027702,-0.040649,-0.002029,0.088231,1
2.279929,0.972027,-3.996459,-0.023808,0.540370,-0.115292,-0.013558,0.382691,1,0.104571,0.062624,0.006548,0.135069,0.107992,0.006440,1.113208,1
2.389926,0.504821,-4.705985,-0.032423,0.022247,-0.700761,-0.019386,0.519517,1,0.143385,0.051829,0.002973,0.125574,0.055440,0.003859,0.716668,1
2.489975,0.256772,-5.720210,0.015652,-0.201411,-1.374848,0.022670,2.317778,1,0.065687,-0.239072,0.005316,0.037148,-0.143106,0.004002,0.840536,1
2.589954,0.311514,-4.715178,-0.026117,-0.100471,-0.344475,-0.016254,0.119338,1,-0.084325,0.104127,0.001850,-0.065878,0.123035,0.000998,0.754823,1
2.699944,0.525050,-4.001276,-0.039958,0.109273,0.219279,-0.024378,0.116629,1,-0.091457,0.428394,-0.003431,-0.030063,0.227555,-0.002615,2.067885,1
2.799932,0.064721,-5.011722,-0.021649,-0.137019,-0.606417,-0.005293,0.621768,1,-0.734790,-0.123459,0.000123,-0.407658,-0.194585,0.002134,8.036054,1
2.899951,-0.160757,-2.047828,-0.018955,-0.380821,2.019234,-0.002353,4.480585,1,0.129963,-0.097567,-0.000077,0.285263,-0.129503,0.000595,3.800949,1
3.010056,0.356162,-4.331217,-0.022392,0.136083,-0.149987,-0.004350,0.076112,1,-0.202166,-0.314453,-0.001415,-0.011982,-0.194109,-0.001482,1.482741,1
3.109953,0.023087,-3.204072,-0.023965,-0.272812,0.717606,-0.005172,0.819610,1,0.338125,0.392653,0.000956,0.329504,0.310115,-0.000311,8.054045,1
