t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,-0.000043,0.000062,-0.000010,-0.004323,0.006178,-0.000958,1.000000,-0.000056,-0.000024,-0.000029,3.3015556962
0.099964,-0.003844,0.004869,0.000693,-0.042487,0.053796,0.007757,1.000000,-0.000721,-0.000152,-0.000295,2.5576983618
0.210008,-0.041649,-0.482305,0.005901,-0.082983,0.097574,0.020022,0.999998,-0.001791,-0.000091,-0.000613,2.1575953047
0.310058,-0.095541,-1.211025,0.010008,-0.128288,0.113698,0.012933,0.999997,-0.002492,0.000079,-0.000838,1.9081046164
0.420005,-0.158118,-2.017801,0.015140,-0.171654,0.113045,0.014645,0.999995,-0.002916,0.000238,-0.001093,1.7438882501
0.520045,-0.225411,-2.913303,0.019614,-0.214825,0.086721,0.013455,0.999995,-0.002938,0.000644,-0.001264,1.6276104363
0.620016,-0.312185,-3.829512,0.023450,-0.431431,0.045252,0.010235,0.999995,-0.002505,0.001337,-0.001449,1.5454088625
0.730051,-0.435076,-4.766250,0.024330,-0.485586,-0.021055,-0.012435,0.999995,-0.001570,0.002094,-0.001624,1.4926944716
0.830246,-0.513754,-5.754185,0.023323,-0.548361,-0.128318,-0.030922,0.999996,-0.000377,0.002222,-0.001741,1.4552671919
0.930023,-0.592447,-6.747398,0.022152,-0.585224,-0.270018,-0.042125,0.999996,0.001456,0.001731,-0.001921,1.4341568170
1.040052,-0.677373,-7.756172,0.022548,-0.622106,-0.422581,-0.042490,0.999990,0.002833,0.002936,-0.002084,1.4334346561
1.140070,-0.756424,-8.815140,0.025754,-0.665890,-0.648972,-0.067720,0.999972,0.005070,0.005010,-0.002294,1.4369088911
1.240134,-0.839289,-9.891222,0.022114,-0.733939,-0.917132,-0.179270,0.999957,0.007462,0.004867,-0.002481,1.4488470694
1.350161,-0.931349,-11.000844,0.027225,-0.775014,-1.196938,-0.123525,0.999932,0.011009,0.003114,-0.002449,1.4805691720
1.450085,-1.017368,-12.157557,0.037521,-0.811038,-1.540068,-0.067114,0.999873,0.015680,0.002093,-0.002175,1.5105310461
1.560134,-1.114364,-13.355771,0.047819,-0.847407,-1.874113,-0.027302,0.999803,0.019650,0.001765,-0.002059,1.5570763472
1.660092,-1.204256,-14.593191,0.057016,-0.884519,-2.258822,-0.013455,0.999721,0.023415,0.002312,-0.002079,1.5972024041
1.760122,-1.295762,-15.857659,0.062331,-0.931106,-2.705659,-0.032065,0.999625,0.027193,0.002493,-0.002160,1.6404194761
1.870239,-1.398222,-17.183529,0.064515,-0.979269,-3.183284,-0.041412,0.999491,0.031758,0.002013,-0.002231,1.6989801439
1.970199,-1.500972,-17.505755,0.062798,-1.027910,-3.223563,-0.017179,0.999481,0.032113,0.000890,-0.002392,1.8363116164
2.070157,-1.589215,-19.180505,0.073082,-1.062064,-3.882645,0.016175,0.999210,0.039682,-0.000109,-0.002139,1.8697097599
2.180175,-1.689378,-20.802559,0.086781,-1.093307,-4.495713,0.039463,0.998896,0.046915,-0.000970,-0.001983,1.9226443723
2.280393,-1.777253,-22.352614,0.105713,-1.113330,-5.084230,0.082497,0.998557,0.053659,-0.001021,-0.001894,1.9586363936
2.380224,-1.864439,-23.854075,0.124797,-1.136342,-5.655695,0.096882,0.998208,0.059802,-0.000486,-0.001943,1.9893560697
2.490215,-1.948472,-25.381222,0.144483,-1.162302,-6.190179,0.090844,0.997881,0.065044,-0.000048,-0.001915,2.0305388384
2.590210,-2.039240,-26.826914,0.155895,-1.205112,-6.689844,0.052068,0.997572,0.069623,-0.000240,-0.001922,2.0449378180
2.700256,-2.141018,-28.293940,0.163614,-1.234269,-7.141718,0.069040,0.997278,0.073675,-0.002246,-0.001616,2.0736749838
2.800495,-2.226718,-29.666940,0.171255,-1.246854,-7.608859,0.108984,0.996992,0.077378,-0.004253,-0.001546,2.0787944285
2.900252,-2.312842,-30.992397,0.184903,-1.288425,-8.005032,0.182334,0.996795,0.079894,-0.003617,-0.001800,2.0809972307
3.010257,-2.414698,-32.372903,0.189148,-1.341956,-8.410570,0.116988,0.996587,0.082486,-0.002512,-0.002089,2.0947086506
3.110243,-1.999328,-35.645174,0.217050,-0.919093,-10.600798,0.064610,0.993282,0.115569,0.005623,-0.001647,1.0563692565
3.210307,-2.078271,-36.587404,0.213464,-0.900588,-10.782847,0.080677,0.993123,0.116832,0.007267,-0.002035,0.9033076658
3.320464,-2.187490,-37.545460,0.201460,-0.915684,-10.861756,0.042302,0.993309,0.115053,0.009638,-0.002572,0.8336564836
3.420315,-2.278765,-38.383518,0.216675,-0.911612,-10.872124,0.018211,0.993580,0.112540,0.011160,-0.003049,0.7877762844
3.520333,-2.325973,-39.314528,0.234253,-0.909938,-10.845316,0.004609,0.993987,0.108809,0.011806,-0.003385,0.7769753314
3.630347,-2.442897,-40.307708,0.229706,-0.897353,-10.823448,0.026728,0.994433,0.104519,0.012822,-0.003879,0.7528649728
3.730324,-2.686360,-41.220325,0.215406,-1.075271,-10.770818,0.040710,0.994929,0.099925,0.010765,-0.003921,0.7307883047
3.840501,-2.748800,-42.270745,0.195874,-1.043428,-10.697291,0.004604,0.995463,0.093874,0.014708,-0.004892,0.7140209518
3.940469,-2.812737,-43.229734,0.189538,-1.002235,-10.635011,0.021939,0.995903,0.088520,0.017551,-0.005834,0.6973876166
4.040367,-2.891649,-44.192144,0.166518,-0.991460,-10.528407,0.058538,0.996331,0.082944,0.020012,-0.006637,0.6827510908
4.150351,-2.987945,-45.264255,0.130501,-1.001040,-10.404631,0.069855,0.996863,0.075394,0.022776,-0.007763,0.6713240044
4.250353,-3.066514,-46.233285,0.101434,-0.991789,-10.298292,0.029950,0.997247,0.069195,0.025056,-0.009082,0.6584246748
4.350422,-3.145625,-47.188858,0.081663,-0.970541,-10.126173,0.072495,0.997655,0.061500,0.028108,-0.010633,0.6470592071
4.460384,-3.233856,-48.243411,0.060635,-0.957946,-10.001095,0.102398,0.997965,0.053675,0.032101,-0.012414,0.6382404894
4.560409,-3.308797,-49.178955,0.045172,-0.934767,-9.818032,0.095011,0.998165,0.046179,0.036466,-0.014316,0.6277628537
4.670423,-3.397077,-50.200860,0.036932,-0.943473,-9.653827,0.074904,0.998291,0.039456,0.039963,-0.016150,0.6196939072
4.770685,-3.470119,-51.104382,0.024553,-0.927468,-9.453823,0.070190,0.998383,0.032466,0.042909,-0.018331,0.6104286909
4.870459,-3.539543,-51.987154,0.011579,-0.903930,-9.258383,0.072696,0.998399,0.025901,0.045889,-0.020548,0.6017822828
4.980483,-3.616715,-52.949610,0.002974,-0.890277,-9.087564,0.094169,0.998278,0.020550,0.050070,-0.022599,0.5955593577
5.080473,-3.684513,-53.792152,-0.004705,-0.882344,-8.860711,0.116199,0.998105,0.014987,0.054286,-0.024789,0.5878762677
5.180473,-3.751179,-54.618961,-0.015491,-0.884482,-8.654349,0.077902,0.997924,0.009783,0.057617,-0.027065,0.5803700997
5.290813,-3.821666,-55.509959,-0.016317,-0.880893,-8.435009,0.057699,0.997779,0.005494,0.059615,-0.029216,0.5751739668
5.390507,-3.876754,-56.279642,-0.027360,-0.851341,-8.188265,0.083613,0.997576,0.000759,0.061901,-0.031770,0.5687193410
5.490542,-3.885798,-57.033033,-0.041249,-0.725155,-7.942011,0.123754,0.997146,-0.004242,0.067079,-0.034387,0.5628253634
5.600509,-3.977591,-57.899118,-0.024388,-0.834729,-7.875871,0.153328,0.997121,-0.004657,0.067501,-0.034233,0.5823777647
5.700521,-4.009568,-58.509316,-0.047676,-0.795110,-7.657624,0.129724,0.996751,-0.008295,0.071349,-0.036433,0.5736180738
5.810724,-4.051988,-59.193403,-0.043462,-0.761584,-7.407057,0.137942,0.996318,-0.012229,0.075438,-0.038865,0.5679525989
