t,zx,zy,zz,innov_x,innov_y,innov_z,mahalanobis_pos,accepted_pos,vx,vy,vz,innov_vx,innov_vy,innov_vz,mahalanobis_vel,accepted_vel
0.000000,-0.000000,-0.000002,0.000000,0.000021,-0.000032,0.000005,0.000000,1,-0.731413,-11.591473,-0.008025,-0.727090,-11.597651,-0.007066,963.823560,0
0.099964,-0.070701,-1.156086,0.007698,-0.038183,-0.663043,0.004001,0.772344,1,-0.727350,-11.562637,-0.000326,-0.684490,-11.609963,-0.008122,957.415046,0
0.210008,-0.149378,-2.424245,0.013282,-0.066672,-1.201844,0.004568,2.341125,1,-0.726163,-11.528078,0.000862,-0.641903,-11.602641,-0.019252,942.121534,0
0.310058,-0.221603,-3.573957,0.020163,-0.082357,-1.543728,0.006633,3.658173,1,-0.733343,-11.498364,-0.000235,-0.602847,-11.570695,-0.013364,921.110931,0
0.420005,-0.300680,-4.832160,0.024855,-0.096760,-1.910182,0.006587,5.389797,1,-0.739361,-11.464804,-0.002451,-0.564278,-11.510215,-0.017387,891.003625,0
0.520045,-0.370092,-5.965692,0.028882,-0.101038,-2.131655,0.006455,6.521320,1,-0.746187,-11.435229,-0.005941,-0.527015,-11.430375,-0.019800,857.998265,0
0.620016,-0.555267,-7.099708,0.031185,-0.173623,-2.335775,0.005486,7.651644,1,-0.753032,-11.406843,-0.007103,-0.312811,-11.334017,-0.017846,819.526243,0
0.730051,-0.522131,-8.343397,0.031672,-0.063320,-2.602069,0.005251,9.173607,1,-0.758791,-11.372389,-0.025690,-0.269427,-11.197278,-0.014037,772.518321,0
0.830246,-0.591720,-9.466644,0.034379,-0.057665,-2.746187,0.008024,9.844558,1,-0.760853,-11.339370,-0.044172,-0.208623,-11.029122,-0.014496,722.884324,0
0.930023,-0.658157,-10.588328,0.041426,-0.049233,-2.878652,0.014203,10.447394,1,-0.759657,-11.305319,-0.054958,-0.170750,-10.824140,-0.014852,670.251460,0
1.040052,-0.728307,-11.830162,0.061978,-0.038484,-3.079931,0.029451,11.596965,1,-0.749604,-11.291702,-0.063234,-0.124236,-10.616445,-0.024480,616.957061,0
1.140070,-0.795934,-12.953608,0.083948,-0.030085,-3.154158,0.043896,11.756177,1,-0.751175,-11.269797,-0.037387,-0.082482,-10.339759,0.024974,561.669385,0
1.240134,-0.868149,-14.069263,0.099708,-0.022072,-3.200115,0.058892,11.774387,1,-0.765206,-11.229079,-0.120813,-0.029001,-10.003129,0.051351,506.536515,0
1.350161,-0.952447,-15.294490,0.096524,-0.016121,-3.290823,0.052296,12.209120,1,-0.771383,-11.190023,-0.145945,0.005534,-9.643713,-0.029912,448.840797,0
1.450085,-1.033116,-16.413728,0.089632,-0.012008,-3.264201,0.038808,11.783652,1,-0.838625,-11.166412,-0.089361,-0.025970,-9.252776,-0.029135,395.683907,0
1.560134,-1.120212,-17.641820,0.085570,-0.004371,-3.274417,0.027209,11.750696,1,-0.778906,-11.149004,-0.057091,0.069373,-8.864776,-0.036594,346.968637,0
1.660092,-1.196914,-18.756694,0.084178,0.005710,-3.169681,0.018640,10.932900,1,-0.758055,-11.129321,-0.034638,0.126082,-8.443827,-0.027773,303.021472,0
1.760122,-1.273068,-19.868315,0.079879,0.017320,-3.035320,0.010804,10.044834,1,-0.752860,-11.102451,-0.054898,0.176163,-7.957062,-0.028771,260.128980,0
1.870239,-1.356277,-22.499961,0.076277,0.041945,-5.316432,0.011762,17.504525,0,-0.760234,-11.066916,-0.066165,0.219035,-7.883632,-0.024753,240.775121,0
1.970199,-1.434720,-22.195250,0.078094,0.048332,-3.402850,0.006629,13.546948,1,-0.780226,-10.511046,-0.066112,0.239423,-6.660257,-0.055795,168.208261,0
2.070157,-1.514837,-23.302156,0.093005,0.054258,-2.994205,0.010566,10.233021,1,-0.789600,-11.005728,-0.040854,0.262785,-6.557638,-0.063222,158.172175,0
2.180175,-1.604049,-24.517202,0.112448,0.061628,-2.674121,0.015003,8.239425,1,-0.795875,-10.978087,-0.019263,0.285593,-5.946602,-0.064512,126.432751,0
2.280393,-1.685116,-25.617629,0.127611,0.065881,-2.328167,0.012486,6.384325,1,-0.799518,-10.956734,0.013570,0.300333,-5.379927,-0.073414,101.529019,0
2.380224,-1.715591,-26.719399,0.148603,0.105038,-2.019040,0.014112,4.976576,1,-1.068907,-10.939732,0.025764,0.044267,-4.831257,-0.074821,80.507774,0
2.490215,-1.850585,-27.925280,0.156372,0.068151,-1.767316,0.005683,3.946992,1,-0.805853,-10.912399,0.015856,0.340547,-4.300093,-0.076447,63.245336,0
2.590210,-1.929392,-29.013631,0.146685,0.075800,-1.505606,-0.009331,2.947845,1,-0.795334,-10.879065,0.001857,0.391330,-3.814863,-0.048950,49.708578,0
2.700256,-2.017285,-30.207951,0.143483,0.084449,-1.303719,-0.016847,2.274656,1,-0.797064,-10.831204,-0.003254,0.415618,-3.350055,-0.069398,38.096117,0
2.800495,-2.094822,-31.299991,0.148299,0.089491,-1.106154,-0.018414,1.673853,1,-0.788892,-10.796602,0.013760,0.434349,-2.891752,-0.091280,28.448351,0
2.900252,-2.171762,-32.390970,0.148485,0.095314,-0.943272,-0.027794,1.242355,1,-0.784884,-10.759894,0.087023,0.477797,-2.496569,-0.089774,21.366393,0
3.010257,-2.258191,-33.587266,0.147364,-0.350760,0.997978,-0.063225,0.946084,1,-0.793123,-10.703248,0.103088,0.072312,-0.288892,0.004184,14.911492,1
3.110243,-2.338958,-34.663446,0.144467,-0.350803,0.844982,-0.060924,0.775432,1,-0.810420,-10.643513,0.064145,0.048320,-0.036692,0.001513,0.216654,1
3.210307,-2.419162,-35.734137,0.144759,-0.332541,0.614826,-0.052041,0.628616,1,-0.805322,-10.594386,0.078686,0.050896,0.074500,-0.000664,0.390770,1
3.320464,-2.506221,-36.906362,0.146827,-0.318481,0.391560,-0.068029,0.388021,1,-0.792654,-10.536188,0.089463,0.068972,0.160926,0.027133,1.380570,1
3.420315,-2.585982,-124.483037,0.146809,-0.351019,-86.253231,-0.086983,5701.694924,0,-0.797836,-10.473884,0.064990,0.063313,0.221706,0.026049,2.254466,1
3.520333,-2.665741,-39.013788,0.145525,-0.321566,0.103193,-0.081240,0.165795,1,-0.792424,-10.409968,0.039635,0.071897,0.248600,0.020586,2.741809,1
3.630347,-2.754776,-40.164131,0.137751,-0.175919,-0.020643,-0.073584,0.099139,1,-1.182410,-10.348255,0.039665,-0.164627,0.278591,0.006787,4.224888,1
3.730324,-2.840514,-41.208024,0.130916,-0.206676,-0.115871,-0.064450,0.024613,1,-0.773268,-10.285947,0.064200,0.182128,0.290340,0.011083,4.700507,1
3.840501,-2.930329,-42.340845,0.129070,-0.217783,-0.174275,-0.058275,0.033863,1,-0.756585,-10.196788,0.049508,0.174199,0.302091,0.024997,4.889729,1
3.940469,-3.012355,-43.364401,0.123120,-0.219750,-0.224020,-0.037551,0.050333,1,-0.750109,-10.102173,0.025935,0.154653,0.324828,-0.004066,5.156648,1
4.040367,-3.093870,-44.371615,0.121556,-0.216025,-0.251707,-0.001262,0.061064,1,-0.748944,-9.996879,0.020286,0.149488,0.325769,-0.034495,5.149933,1
4.150351,-3.181431,-45.468204,0.126554,-0.214098,-0.264772,0.028115,0.064679,1,-0.706761,-9.868433,0.044646,0.180193,0.327319,-0.026667,5.624552,1
4.250353,-3.257395,-46.446831,0.127241,-0.208891,-0.271282,0.052832,0.068083,1,-0.698976,-9.736024,0.006246,0.180278,0.344895,-0.026710,6.088993,1
4.350422,-3.332458,-47.412804,0.122343,-0.203941,-0.269138,0.072968,0.071735,1,-0.672628,-9.603213,0.024294,0.183573,0.321188,-0.043931,5.547144,1
4.460384,-3.414145,-48.460848,0.128385,-0.198847,-0.263935,0.092716,0.070131,1,-0.646179,-9.453510,0.062643,0.190886,0.334033,-0.038821,6.034270,1
4.560409,-3.487101,-49.395738,0.134695,-0.193819,-0.256935,0.106004,0.072456,1,-0.638692,-9.299768,0.063400,0.181921,0.317121,-0.032399,5.433996,1
4.670423,-3.568440,-50.405597,0.131422,-0.191311,-0.249080,0.113907,0.067215,1,-0.625062,-9.118086,0.032421,0.195179,0.326771,-0.040579,5.931705,1
4.770685,-3.638291,-51.306458,0.130965,-0.188936,-0.243046,0.126639,0.067654,1,-0.607013,-8.943509,0.015120,0.197197,0.312289,-0.049208,5.602371,1
4.870459,-3.707347,-52.194358,0.132712,-0.188584,-0.244596,0.140099,0.072372,1,-0.585545,-8.769314,0.009792,0.196512,0.300026,-0.054468,5.299280,1
4.980483,-3.779927,-53.146299,0.129408,-0.183641,-0.240135,0.145732,0.068806,1,-0.587112,-8.574825,0.025392,0.186431,0.312754,-0.058561,5.508737,1
5.080473,-3.847863,-53.993913,0.126990,-0.185133,-0.240384,0.150271,0.071907,1,-0.573476,-8.382834,0.041567,0.190395,0.292128,-0.062203,5.070230,1
5.180473,-3.911484,-54.816775,0.124649,-0.187015,-0.237534,0.147332,0.071858,1,-0.548000,-8.180211,0.031927,0.207879,0.290829,-0.041294,5.240280,1
5.290813,-3.980995,-55.697165,0.115219,-0.189116,-0.233850,0.150914,0.066279,1,-0.540918,-7.943213,-0.024672,0.209913,0.300610,-0.067398,5.619540,1
5.390507,-4.038099,-56.473550,0.111153,-0.224842,-0.234991,0.164782,0.070770,1,-0.291260,-7.735803,-0.019368,0.345372,0.277166,-0.084542,8.189540,1
5.490542,-4.092096,-57.228712,0.091597,-0.162048,0.514751,0.152247,0.401873,1,-0.491030,-7.521985,0.017527,0.201098,0.198614,-0.103657,3.741492,1
5.600509,-4.150254,-58.035585,0.115159,-0.182194,0.341538,0.173824,0.229363,1,-0.464244,-7.281265,0.047374,0.196792,0.217028,-0.065145,3.728725,1
5.700521,-4.201605,-58.745212,0.113871,-0.186559,0.322529,0.172932,0.210810,1,-0.457093,-7.053018,0.039325,0.182827,0.205516,-0.075996,3.340099,1
5.810724,-4.257575,-59.498978,0.115321,-0.201603,0.177188,0.170688,0.116750,1,-0.437182,-6.804090,0.039993,0.175019,0.225627,-0.063215,3.494514,1
5.910530,-4.303766,-60.159749,0.121480,-0.205428,0.116105,0.172526,0.088016,1,-0.420902,-6.575647,0.035423,0.161215,0.209475,-0.064633,3.000821,1
6.010532,-4.348786,-60.797123,0.127806,-0.248010,-0.523814,0.169032,0.314758,1,-0.401066,-6.350578,0.059877,0.118577,0.282301,-0.031770,3.647156,1
6.120556,-4.393562,-61.472151,0.131645,-0.195171,0.078761,0.159970,0.064821,1,-0.374881,-6.109933,0.019042,0.162968,0.183296,-0.061735,2.616576,1
6.220550,-4.434398,-62.063314,0.136850,-0.235618,-0.513966,0.165078,0.298072,1,-0.367104,-5.895213,0.009056,0.111590,0.257543,-0.054113,3.157800,1
6.320830,-4.472759,-62.632655,0.141269,-0.179350,0.105350,0.150285,0.066594,1,-0.365051,-5.688367,0.035174,0.115916,0.122724,-0.045552,1.258412,1
6.430581,-4.512413,-63.235772,0.144903,-0.181131,0.017208,0.149905,0.046525,1,-0.345094,-5.462380,0.011403,0.105678,0.131361,-0.057222,1.287056,1
6.530623,-4.546294,-63.761729,0.147819,-0.177490,-0.009066,0.145991,0.043684,1,-0.321799,-5.259300,0.009517,0.094118,0.124919,-0.048330,1.084321,1
6.630581,-4.578746,-64.269116,0.150263,-0.169482,0.014719,0.138045,0.043057,1,-0.304178,-5.059611,0.008987,0.085414,0.111779,-0.036562,0.858224,1
6.740594,-4.615388,-64.806343,0.149548,-0.167899,-0.055315,0.126109,0.039143,1,-0.296305,-4.841262,0.004399,0.071510,0.118177,-0.026762,0.803296,1
6.840883,-4.646503,-65.274055,0.148681,-0.151045,-0.057285,0.117765,0.034237,1,-0.314715,-4.508934,-0.010248,0.039390,0.174920,-0.032829,1.352880,1
6.950638,-4.678043,-65.764551,0.150400,-0.147279,-0.104459,0.116974,0.037954,1,-0.267631,-4.430346,-0.015923,0.055137,0.065892,-0.042371,0.363729,1
7.050660,-4.705808,-66.189370,0.147901,-0.138386,-0.103702,0.111068,0.036411,1,-0.255654,-4.240596,-0.011070,0.038047,0.059047,-0.038946,0.254199,1
7.150648,-4.733685,-66.592638,0.147149,-0.130327,-0.063792,0.100349,0.027468,1,-0.242646,-4.047784,0.004810,0.043199,0.051474,-0.019646,0.197658,1
7.260639,-4.760335,-67.014055,0.145939,-0.127404,-0.102676,0.091579,0.029102,1,-0.226887,-3.827706,0.006588,0.048308,0.066017,-0.023005,0.290813,1
7.360768,-4.782498,-67.376084,0.148018,-0.123315,-0.105082,0.084743,0.026880,1,-0.210499,-3.623319,0.010008,0.052528,0.073892,-0.017086,0.343252,1
7.460671,-4.803232,-67.717176,0.150662,-0.117823,-0.073389,0.079560,0.020166,1,-0.198033,-3.416526,0.011946,0.054653,0.060491,-0.019338,0.283722,1
7.570695,-4.826576,-68.069461,0.171207,-0.118337,-0.110011,0.091259,0.027317,1,-0.189147,-3.181134,0.008353,0.053399,0.075592,-0.019974,0.361908,1
7.670736,-4.845599,-68.365416,0.148862,-0.116979,-0.111285,0.062787,0.022833,1,-0.171355,-2.964527,0.008761,0.055343,0.075012,-0.015428,0.360161,1
7.770922,-4.863471,-68.640610,0.150217,-0.115179,-0.262505,0.049101,0.017912,1,-0.153478,-1.963185,0.005580,0.059790,0.557668,-0.000041,12.704440,1
7.880751,-4.881334,-68.917516,0.149093,-0.113832,-0.231642,0.049350,0.091086,1,-0.145823,-2.508829,-0.006319,0.045939,-0.113036,-0.020653,0.571233,1
7.980894,-4.896242,-69.147876,0.143956,-0.105955,-0.171285,0.046492,0.053208,1,-0.135710,-2.297483,-0.007354,0.027697,-0.069088,-0.024222,0.228381,1
8.090733,-4.910823,-69.377808,0.137224,-0.101361,-0.168281,0.037057,0.043198,1,-0.114321,-2.075946,0.006346,0.024085,-0.011280,-0.009735,0.030281,1
8.190751,-4.921514,-69.563623,0.141647,-0.090224,-0.144327,0.040185,0.033478,1,-0.110003,-1.883652,0.004705,0.005222,-0.005450,-0.015420,0.009911,1
8.291088,-4.930698,-69.728405,0.151648,-0.077265,-0.106427,0.043315,0.022388,1,-0.098705,-1.694782,0.009970,-0.003947,-0.010657,-0.000828,0.005077,1
8.400763,-4.938510,-69.890165,0.162808,-0.067121,-0.106320,0.045727,0.019744,1,-0.077880,-1.493175,0.010071,-0.004402,0.006643,0.003560,0.002876,1
8.500748,-4.943741,-70.017040,0.178385,-0.054958,-0.091444,0.053981,0.015972,1,-0.065357,-1.312394,0.002800,-0.013670,0.007192,-0.002350,0.009660,1
8.600786,-4.949802,-70.128239,0.188768,-0.040905,-0.068252,0.053080,0.012275,1,-0.056426,-1.134397,0.003904,-0.034598,-0.002260,0.010855,0.052001,1
8.710780,-4.956661,-70.231663,0.199799,-0.023664,-0.066613,0.052485,0.011275,1,-0.051867,-0.954776,-0.002337,-0.061077,-0.001991,0.014014,0.155738,1
8.811037,-4.961516,-70.309837,0.207130,-0.003738,-0.050830,0.051620,0.008534,1,-0.041455,-0.811996,-0.010592,-0.078575,-0.024176,0.007505,0.271687,1
8.910787,-4.963936,-70.376264,0.216277,0.007636,-0.125373,0.049575,0.015266,1,-0.026850,-0.683080,-0.008533,-0.041849,0.069920,0.008097,0.251525,1
9.020818,-4.965682,-70.433623,0.230169,0.026356,-0.035523,0.053920,0.010534,1,-0.019642,-0.547836,-0.001869,-0.122340,-0.094801,0.020559,0.991497,1
9.120827,-4.966342,-70.472537,0.244314,0.052977,-0.001777,0.054005,0.006340,1,-0.015728,-0.429766,0.002987,-0.127658,-0.099345,0.024745,1.090648,1
9.230812,-4.966344,-70.501532,0.259648,0.076743,0.019606,0.054581,0.005771,1,-0.006787,-0.305222,0.004895,-0.124508,-0.084834,0.024734,0.944912,1
9.330920,-4.965768,-70.517144,0.272023,0.100493,-0.001378,0.052886,0.009179,1,-0.036183,-0.197796,0.003337,-0.100715,0.014958,0.016157,0.405135,1
9.430882,-4.964810,-70.520314,0.287839,0.112705,0.038877,0.056915,0.008053,1,0.004466,-0.090197,0.005569,-0.155776,-0.130351,0.023315,1.718117,1
9.540869,-4.963415,-70.512861,0.298375,0.151516,0.061117,0.050076,0.010559,1,0.012341,0.022870,0.010136,-0.215712,-0.094448,0.035160,2.313453,1
9.640930,-4.962250,-70.504008,0.306676,0.193380,0.089624,0.041507,0.016045,1,0.012680,0.036977,0.011266,-0.252140,-0.134537,0.040183,3.384164,1
9.740926,-4.961407,-70.502647,0.306577,0.227326,0.122098,0.028742,0.023954,1,0.011257,0.001121,0.010562,-0.253825,-0.191368,0.037072,4.174132,1
9.851059,-4.960031,-70.500695,0.307752,0.261880,0.152635,0.021149,0.039102,1,0.010773,0.005008,0.005839,-0.258434,-0.189536,0.029027,4.201089,1
9.950936,-4.960125,-70.499250,0.304235,0.291064,0.176408,0.014562,0.052673,1,0.007693,0.012427,0.000883,-0.271223,-0.191209,0.017631,4.488382,1
