t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,traceP
0.010000,0.013089,0.058876,-0.001237,1.308949,5.887574,-0.123711,1.000000,-0.000037,-0.000233,0.000926,330.0045256863
0.109983,0.137882,0.597067,-0.011448,1.377777,5.965879,-0.114376,0.999946,-0.000924,-0.003439,0.009714,6.1570061040
0.209995,0.491572,-1.245400,0.007404,1.214425,5.879990,-0.074508,0.999800,-0.001462,-0.006510,0.018854,3.4527611461
0.310022,0.603086,-0.535590,0.003029,1.224257,6.399108,-0.026978,0.999677,-0.002905,-0.008412,0.023787,3.4214080309
0.420005,0.749490,0.042588,0.001615,1.322406,6.093962,0.007646,0.999607,0.001041,-0.009291,0.026419,3.4102520550
0.520073,0.956537,0.637938,0.005002,1.552494,6.102474,0.050597,0.999564,0.002429,-0.006904,0.028591,3.4057853589
0.630003,1.063737,1.408450,0.006805,1.471115,6.331697,-0.003010,0.999440,-0.001050,-0.009939,0.031942,3.4060003770
0.730095,1.085884,2.022816,0.020021,1.287747,6.303092,0.028748,0.999263,0.000807,-0.016799,0.034496,3.4072807961
0.830072,1.128667,2.593802,0.022280,1.184499,6.227283,0.020361,0.999064,0.004402,-0.022841,0.036468,3.4098842081
0.929987,1.178303,3.208407,0.027191,1.103457,6.224005,0.077569,0.998929,0.006345,-0.026184,0.037621,3.4138389305
1.039999,1.245890,4.113187,0.036666,1.059464,6.648032,0.123564,0.998789,-0.002779,-0.026821,0.041149,3.4200636891
1.140000,2.890011,6.229724,0.020781,1.077413,6.615929,0.116422,0.998733,0.002311,-0.026252,0.042874,2.5480986505
1.250188,2.960147,6.900790,0.031026,0.990403,6.548854,0.088007,0.998643,0.008591,-0.028261,0.042890,2.5543275589
1.349983,3.034474,7.569350,0.038245,0.930127,6.622729,0.062020,0.998377,0.009443,-0.029993,0.047481,2.5584778358
1.449990,3.161296,8.310330,0.047716,0.967294,6.813366,0.028127,0.998343,0.005667,-0.028671,0.049577,2.5625647794
